PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel,RunValue,Vert Strike,Horz Strike,Strike?,Foul?,In Play?,Swing Strike?,Swing?,Ball Called?,First Pitch,In Strike Zone?,Chase?,In-zone take,In-zone whiff,In-zone/swing,LA<10,Ground Ball?,Fly Ball?,EV>90,EV>100,EV>105,ff_diff,ivb_diff,hb_diff,Stuff+,xBA,xWOBA,Good Swing Decision,PitchType_Changeup,PitchType_Curveball,PitchType_Cutter,PitchType_Fastball,PitchType_Sinker,PitchType_Slider,PitchType_Knuckleball,PitchType_Splitter
125,07/13/2025,8:46:28 PM,4,2,Cayden Rose,,Left,Kcl bluecaps 2025,Braden Mehn,,Left,Kcl merchants 2025,Windup,4,Bottom,1,1,0,Sinker,,Foul,,,,,,,73.23836392615193,1.6875330106614883,0.1454863746956853,,,,4.290292560417884,-0.2546439279770016,6.000000192000004,,,,1.6774102096344148,0.1194295211175761,65.79250202956567,-7.815904192050493,0.1454863746956839,,55.07114845425123,57.03235272788768,-62.94809151355604,,-97.2681734341992,51.37024855640961,41.74846372781525,137.8326486780563,,-62.31924126894575,3.8673578390977714,,,,,,,,,,,,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,903855be-da13-49a5-b01b-cfa61b6ad17a,73.44119242637281,4.281778409424031,-0.2546439279770011,1.7878954660681283,0.1454863746956843,65.93544080417828,1.685111215297321,-0.1194295211175761,-7.6990422657613955,0.1454863746956843,0.5244993473583451,,,,,,,,,,,-26.68917971509481,13.62928751036726,46.20348039017512,0.235802550570587,1.3711670049264084,1.5027566250549271,-122.05765802769652,64.0294241611026,,,,,,,,,,0.0,,20.31222065527901,low,high,,,54.667001749344,Josh  Eisfelder,,Kcl bluecaps 2025,2022-11,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,126.79975,0.0,,-2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
126,07/13/2025,8:47:04 PM,4,3,Cayden Rose,,Left,Kcl bluecaps 2025,Braden Mehn,,Left,Kcl merchants 2025,Windup,4,Bottom,1,1,1,Sinker,,InPlay,,LineDrive,Single,0.0,1.0,,74.30261102454529,2.153603279767466,-1.172931913257176,,,,4.297607346457105,0.4405808982204532,6.000000192000004,,,,2.233431422685875,0.6496869102672307,66.6218245107957,-7.097755806800182,-1.1729319132571878,,86.35590577799783,15.845768864406867,-9.88246212963583,,-18.00454805556579,108.51652523548752,17.96441945614621,200.13504685246355,,-9.62851705285075,2.047611227564891,,,,,,,,,,,,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,4e68c788-8104-41c4-90b2-792b2972ba48,74.50979605311862,4.289392944259957,0.4405808982204552,2.2505728405714813,-1.1729319132571827,66.7706032857267,2.2408756641220022,-0.6496869102672307,-6.983352091351301,-1.172931913257182,0.5172312017285277,,,,,,,,,,,-14.257855819992733,81.84173159625938,23.5793761469759,0.630552494197553,1.634187361634152,2.264609173176446,-33.47448236570747,197.3157267147901,,,,,,,,,,0.0,,50.83440085526148,low,high,,,54.667001749344,Josh  Eisfelder,,Kcl bluecaps 2025,2022-11,0.891,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,,138.8039,0.6666666666666666,0.6615,-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
127,07/13/2025,8:47:46 PM,5,1,Cayden Rose,,Left,Kcl bluecaps 2025,Owen Shissler,,Left,Kcl merchants 2025,Windup,4,Bottom,1,0,0,Sinker,,StrikeCalled,,,,,,,73.68859665095864,0.7647957539033268,2.7670801341427613,1704.8541299388394,133.67931593241994,10:30,5.421868925258713,-0.7653257761379019,6.000000192000004,-37.197204766741066,15.240291702037824,-12.054481193682408,3.0337700346369125,-0.8038421059012772,66.12757461019372,-6.278526936637885,0.4781373239452118,0.5211857067476408,,,,,,,,,,,,7.46542896914395,7.984585022197479,0.5467344192087062,50.00000000000004,5.462717366201841,-4.849337261097611,-106.97946303789703,0.4385287051670278,8.466329148279808,22.13981541558116,-23.118960429066995,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,069611b0-cc7a-44d8-a44b-136c05eac7b6,73.91284270817349,5.419871026043944,-0.7731323026425215,0.7865457263970932,2.860306083132776,66.30138420379058,3.036520457032116,0.8098134449002812,-6.235221382032301,0.5692146532201741,0.5209499833574778,-12.93138173161586,13.164730007928531,33.90715082462661,81.4751676937108,1414.931181835588,951.0506585029334,82.99426660545718,-0.5731761420888597,0.557848699077294,0.6002282391539921,,,,,,,,,,,,,,,,,0.9956449498611272,0.0,,,medium,high,16.672349075660236,14.524563355164403,54.667001749344,Josh  Eisfelder,,Kcl bluecaps 2025,2022-11,0.0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,,,,118.54669,0.0,,-2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
128,07/13/2025,8:48:01 PM,5,2,Cayden Rose,,Left,Kcl bluecaps 2025,Owen Shissler,,Left,Kcl merchants 2025,Windup,4,Bottom,1,0,1,Curveball,,BallCalled,,,,,,,64.8105850024638,0.8754116314570022,2.267051013547462,,,,5.201615677846239,-0.9689484584337092,6.000000192000004,,,,0.6705513858460326,-1.139134655876361,58.792217167062674,-11.18436257609397,2.2670510135474715,,,,,,,,,,,,,,,,,,,,,,,,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,80e30594-1722-44be-9292-6e7a4a8ea6ab,64.9844701014965,5.190500318463865,-0.9689484584337098,1.0049883800767538,2.2670510135474675,58.89992036736275,0.6803378260739317,1.1391346558763602,-11.038133796913344,2.267051013547466,0.5930988044876908,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Josh  Eisfelder,,Kcl bluecaps 2025,2022-11,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,152.86856,0.0,,-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
129,07/13/2025,8:48:14 PM,5,3,Cayden Rose,,Left,Kcl bluecaps 2025,Owen Shissler,,Left,Kcl merchants 2025,Windup,4,Bottom,1,1,1,Sinker,,Foul,,,,,,,75.217535300842,2.537275790642226,0.4352906289843814,,,,4.360064723488732,-0.2390751546566932,6.000000192000004,,,,2.7512135708045484,-0.1654889857658812,67.34640443384073,-6.498166386699326,0.4352906289843845,,67.43886582655772,64.8092414969864,-73.17400704354237,,-104.841907170244,33.28925503652093,92.91596256036804,159.65164753667966,,-72.62996909361475,4.98557342725913,,,,,,,,,,,,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,17994e69-06f3-484b-ae29-09516109d0d9,75.4311188054696,4.351858940634825,-0.2390751546566935,2.6327117372268134,0.4352906289843833,67.49869888544974,2.758549025536967,0.1654889857658811,-6.386857607784215,0.4352906289843835,0.5109583008053487,,,,,,,,,,,-27.47535230217356,8.308900534536681,61.02514081713435,-0.3087032406966773,2.1573539259723664,3.297915238032052,-152.37099183778187,47.6626626149527,,,,,,,,,,0.0,,28.233618599095333,low,high,,,54.667001749344,Josh  Eisfelder,,Kcl bluecaps 2025,2022-11,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,149.81091,0.0,,-2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
130,07/13/2025,8:48:38 PM,5,4,Cayden Rose,,Left,Kcl bluecaps 2025,Owen Shissler,,Left,Kcl merchants 2025,Windup,4,Bottom,1,1,2,Changeup,,InPlay,,LineDrive,Out,1.0,0.0,,66.77170701574737,2.0493432524968305,-0.4551999637662176,1254.2352392633256,269.0245255772793,3:00,5.314700050144416,0.2402685972014006,6.000000192000004,-60.27208638730478,3.707461791857469,6.289755273421935,2.1975453629950734,-0.3413460287619408,60.2092739598761,-9.339788963779958,0.742179770086389,0.5756945350821299,82.97892348633422,29.249705721326595,0.3152865844561216,3071.790586079202,-5.492759489672011,109.86277618023774,52.69129516871008,304.1412931992832,,-7.597355783553368,4.450135514074792,-3.565265903797953,1.288862714928933,-0.2068192663026882,49.99999999999999,5.44692435644968,0.6189111142476741,-96.9726373963492,2.0180634584075774,-3.311172209318076,18.65077766919137,-30.977043102205126,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,f8aa9ecf-a0bc-4102-9913-fa56d85fcd12,66.95538428236746,5.303717251583496,0.2370598022442031,2.1772936774136404,-0.416841660565285,60.327316552070485,2.207251947212702,0.3434778817302096,-9.194241828643502,0.7743128226171396,0.5754608611843044,5.926018703344947,0.0676975218224788,74.16802696986385,69.9094872409866,342.17687643821563,1206.6569606316943,27.281714444508275,-0.0046445530967946,0.9620659050693102,-0.2727776061734178,0.3983943412744224,72.39789151512984,40.54489276176767,-0.3657529718795652,1.058302154031175,1.9236259699817504,-40.21071661754024,301.47143230833035,-41.23769831220521,44.28080325840167,1.117400014123921,0.8808181723449638,-0.1318148181632707,0.4547353087010746,,,0.9588715144173118,0.0,0.9881028719615036,49.51877232030357,medium,high,27.08146148311208,-53.55238695946862,54.667001749344,Josh  Eisfelder,,Kcl bluecaps 2025,2022-11,0.0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,,,,93.05669,0.3333333333333333,0.12689999999999999,-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,07/13/2025,8:49:20 PM,6,1,Cayden Rose,,Left,Kcl bluecaps 2025,Gavin Kleist,,Left,Kcl merchants 2025,Windup,4,Bottom,2,0,0,Sinker,,BallCalled,,,,,,,74.17193235573305,4.529262290751185,-0.761118567425547,,,,4.6277729597158,-0.1617728472813356,6.000000192000004,,,,4.746460750101322,0.8691932410143774,66.07632191824129,-4.814420061507009,-0.7611185674255677,,,,,,,,,,,,,,,,,,,,,,,,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,9413ecc4-d10f-4022-ab30-3f3d30fc5529,74.39023087258661,4.619520678185794,-0.1617728472813374,4.62648137092167,-0.7611185674255533,66.23319132137907,4.754054124029363,-0.8691932410143757,-4.698152781194617,-0.7611185674255534,0.5192996604702225,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Josh  Eisfelder,,Kcl bluecaps 2025,2022-11,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,128.09476,0.0,,-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
132,07/13/2025,8:49:36 PM,6,2,Cayden Rose,,Left,Kcl bluecaps 2025,Gavin Kleist,,Left,Kcl merchants 2025,Windup,4,Bottom,2,1,0,Sinker,,Foul,,,,,,,73.75820095417895,1.469903898337991,1.3974870744103962,1748.013132270442,142.40637466177495,10:45,5.514894560739793,-0.991270453930678,6.000000192000004,-35.34865508574874,16.98482046408138,-10.42539813054383,3.935998874252087,0.5609804093158843,66.03025256790104,-5.237193650002543,-0.5849644384297055,0.5206685088180383,,,,,,,,,,,,6.1238480246382565,8.685540991575921,0.883442357179499,49.999999999999936,5.614254356968408,-2.335771551262808,-107.13852807359213,1.8076464558971697,6.956486828273363,22.42478556386566,-22.30756510414589,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,ed7a5009-1f72-400a-aca4-bffbc0b42435,73.9907242184153,5.513743146472407,-0.9982131892281216,1.4816386833618658,1.4809963973929767,66.21431049278033,3.9381683060949575,-0.5555949356346687,-5.202633109840495,-0.5028571360945849,0.5204208494406383,-11.209404109549515,14.929329835508996,33.291927460800274,70.07883547107112,1461.137438523506,959.4932497599392,83.588470335213,-0.6623195326374707,0.5489050580035874,0.5099373235849292,,,,,,,,,,,,,,,,,0.960257743635578,0.0,,,medium,high,26.929048076036025,23.64382846540812,54.667001749344,Josh  Eisfelder,,Kcl bluecaps 2025,2022-11,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,102.26589,0.0,,-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
133,07/13/2025,8:49:59 PM,6,3,Cayden Rose,,Left,Kcl bluecaps 2025,Gavin Kleist,,Left,Kcl merchants 2025,Windup,4,Bottom,2,1,1,Changeup,,StrikeSwinging,,,,,,,66.88786110786667,1.255974710497147,-0.917172122794952,1288.0377750572338,265.2565950149123,2:45,5.287896060007954,0.1001131565564294,6.000000192000004,-59.8065138068936,3.9055260774700153,6.651342501578934,1.4716512112277536,0.1980950587072102,60.45850275358366,-10.0250551556764,0.3489375583080161,0.5744897408720121,,,,,,,,,,,,-3.9225674139050457,1.6747681395245118,-0.0292375312467946,50.0,5.355715116744067,1.3950408892592598,-97.17154941820698,0.6868013819994765,-3.6584124339021433,18.71066873628967,-30.612064299572506,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,be84c9dd-4ae6-4878-9c8b-ace8cd82c153,67.06787497020008,5.2770885127568254,0.0970649222397868,1.38255067133454,-0.8805818349217709,60.574348929577326,1.480922354705859,-0.1961446436471353,-9.88161841947987,0.3794070501028035,0.5742624563036651,6.303144457672084,0.2960869635314302,73.98783061936356,53.83044146809818,355.29428016093686,1238.0659451173474,27.58415063914949,-0.0228102989374809,0.9612031332406644,-0.2748967568210143,,,,,,,,,,,,,,,,,0.9891806950514836,0.0,,,medium,high,41.55260267871163,41.02144231762418,54.667001749344,Josh  Eisfelder,,Kcl bluecaps 2025,2022-11,0.0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,77.2107,0.0,,-2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,07/13/2025,8:50:21 PM,6,4,Cayden Rose,,Left,Kcl bluecaps 2025,Gavin Kleist,,Left,Kcl merchants 2025,Windup,4,Bottom,2,1,2,Sinker,,StrikeSwinging,Strikeout,,StrikeoutSwinging,1.0,0.0,,69.6935276154882,0.1765620567029111,2.3226523654016287,1430.682071453963,139.675696123834,10:45,5.0261568625216855,-1.1698637184231258,6.000000192000004,-44.08745269790073,14.47960239830173,-8.29729616998336,1.5164333863087702,-0.2985365497007876,62.83592349750918,-8.146215105023494,0.7469560591899405,0.5508054337910551,,,,,,,,,,,,5.280297470147974,7.77361382081847,0.9853709540461366,49.99999999999997,5.015037702094722,-3.89642190051281,-101.22349014436595,-0.7994883393630591,5.361618554677722,19.8092259628522,-24.28071548233794,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,33d9c718-d0f1-4961-817c-9780d26df03d,69.90979854303508,5.022362224391556,-1.1768543032659615,0.2193359829570346,2.405909627408348,62.99952781931922,1.5207719772137265,0.3038389923606636,-8.079738230462034,0.8270332675890459,0.5505487470159577,-9.079908120296237,11.985685611209629,44.15137900060495,30.04112728325097,1026.517185436454,996.5508805793228,71.75019565270938,-0.5470191178223839,0.6965564890084597,0.4643050100494593,,,,,,,,,,,,,,,,,0.790787744167328,0.0,,,medium,high,62.96298544507411,-32.95437428921576,54.667001749344,Josh  Eisfelder,,Kcl bluecaps 2025,2022-11,0.0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,,,,108.93344,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
135,07/13/2025,8:50:42 PM,1,1,Thomas Mickels,,Right,Kcl merchants 2025,Jackson Natanek,,Right,Kcl bluecaps 2025,Windup,5,Top,0,0,0,Curveball,,StrikeSwinging,,,,,,,67.13643399651909,0.9162077015353296,0.5834731451604315,1306.347236138086,261.3224399542826,2:45,5.110156342443264,-0.6093520142629542,6.000000192000004,-58.49981569745527,4.742015052114056,6.743144882714447,1.0868058407269714,-0.4948717506358354,60.71682295612016,-10.110797430158406,1.8667810841889505,0.5723658834521322,,,,,,,,,,,,-3.446440493030805,2.24583835731062,0.557933652844072,50.00000000000002,5.151046813977934,-1.1567928612320215,-97.54822380152856,0.1427533632461254,-3.2379057596443457,18.91661057173788,-30.06410079475556,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,e140ae2d-279f-4d06-9c15-337aec607938,67.31966701582472,5.099721478007188,-0.612268116280389,1.037910510635055,0.6184114492440531,60.836792265136914,1.0961466547331211,0.4967962626289961,-9.971817276906696,1.8956195820290496,0.5721317482168212,6.411532122008543,1.1738454504040832,73.89701551575168,59.24932312179693,362.3345934778439,1255.0923247852572,27.73646879286112,-0.0418470267185891,0.9607647109934172,-0.2741897088961391,,,,,,,,,,,,,,,,,0.9445920302878992,0.0,,,medium,high,36.67560919038275,56.26352493941594,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,0.0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,91.12215,0.0,,-2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
136,07/13/2025,8:54:29 PM,1,2,Teagan Disharoom,,Right,Kcl merchants 2025,Jackson Natanek,,Right,Kcl bluecaps 2025,Windup,5,Top,0,0,0,Sinker,,BallCalled,,,,,,,74.15730117061794,0.0091060075008543,-8.302001819465836,1785.1788231158553,229.19701560759955,1:45,5.143741604548529,4.3793621291652265,6.000000192000004,-38.52684902415579,14.107280801940467,9.693157728831508,1.941723381111855,2.5831585230585934,66.63633051615182,-7.219215820792447,-6.492568818550907,0.5221619795306135,,,,,,,,,,,,-8.031523500027667,7.624995238884284,-3.7039736786182726,50.000000000000014,5.122153677975603,15.309071943743657,-106.6827753064428,-1.0085957921000182,-9.07956531551154,21.6170499514608,-23.55406082525294,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,e763fc9b-2b96-4284-b548-5ffe2121a710,74.38376840592024,5.141197023210962,4.386981148878255,0.0374260580361761,-8.391919796544117,66.8125243146692,1.944930395688432,-2.589056975689737,-7.169041686666042,-6.580035189692271,0.5219357234307589,10.55536672512902,12.1240094209419,-50.05691482135735,76.06027817964069,1146.1318182777918,-1368.6655126920357,64.2026335645933,-0.4195385505189152,-0.7666825838227028,-0.4859889096383084,,,,,,,,,,,,,,,,,0.698449473337352,0.0,,,medium,high,21.545749638323336,-65.5055503662823,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,111.840836,0.0,,-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
137,07/13/2025,8:54:42 PM,1,3,Teagan Disharoom,,Right,Kcl merchants 2025,Jackson Natanek,,Right,Kcl bluecaps 2025,Windup,5,Top,0,1,0,Sinker,,InPlay,,GroundBall,Out,1.0,0.0,,75.7616112853873,0.6957277325310721,-6.463334580484617,1684.5777066794087,243.07090259197787,2:00,4.79793927698025,4.268368450219672,6.000000192000004,-38.49031554126554,11.526949400626052,14.77580401158952,2.2411858053796427,0.5329073414915769,67.96606591685158,-6.563983404407417,-3.68089828077457,0.5090160686073987,77.17627999458823,4.557904988242147,-23.504172526516367,,,,,80.16011965942525,,-22.505230463515048,0.751675093160051,-10.155322921153308,5.999158129290708,-3.748222919880857,49.99999999999998,4.832658005818765,11.99428465305809,-109.43700936056828,0.2861975943880279,-12.08122111547786,22.743515015125027,-25.03718585164161,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,6968e52d-a1ba-47f9-958a-fce35df5ef92,75.97912675378599,4.794775679625444,4.277462133586534,0.731476374044048,-6.571076932221691,68.13036332686627,2.244676205356995,-0.5398630923275018,-6.509482267670051,-3.786018863031708,0.5088100260604635,15.800513876764782,9.556479142398643,-34.4532783119159,6.079354962602931,1389.0822014145392,-953.0229207918318,82.45877859518028,-0.3734455391524585,-0.5657340216560287,-0.7351757926020318,-30.681785856038765,70.54922625582631,6.132934468220332,0.4048021576168526,2.6985460464696525,2.391116927514884,-30.682710295734136,74.05549319747605,,,,,,,,,0.9483637270341684,0.0,,43.100624341293006,medium,high,95.47141946634264,4.144997792483371,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,0.0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,,,,84.700195,0.6666666666666666,0.49005,-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
138,07/13/2025,8:55:25 PM,2,1,Teagan Disharoom,,Right,Kcl merchants 2025,Chase Peterson,,Right,Kcl bluecaps 2025,Windup,5,Top,1,0,0,Changeup,StrikeSwinging,,,,,,,69.44566614700089,1.0866911963834214,-1.5934698802699023,,,,4.836799962264237,3.195957108746601,6.000000192000004,,,,1.1951047288303305,1.7146143392212647,-62.66086186418574,-9.45092734568845,-1.5934698802698737,,,,,,,,,,,,,,,,,,,,,,,,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,64cca937-68ae-4193-bfdd-064f420383d3,69.63515958110088,4.827147556770261,3.195957108746604,1.1991498025452665,-1.5934698802698934,62.78787842989087,1.203696444599603,1.714614339221263,-9.322156211362987,-1.5934698802698937,0.5532647804471227,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,146.4188,0.0,,-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
139,07/13/2025,8:55:52 PM,2,2,Teagan Disharoom,,Right,Kcl merchants 2025,Chase Peterson,,Right,Kcl bluecaps 2025,Windup,5,Top,1,0,1,Sinker,,BallCalled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,ff48a010-ce17-4bb2-8d1f-b45c74f9596d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gavin Kleist,,Kcl merchants 2025,2019-02,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,189.71344,0.0,,-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
140,07/13/2025,8:56:14 PM,2,3,Teagan Disharoom,,Right,Kcl merchants 2025,Chase Peterson,,Right,Kcl bluecaps 2025,Windup,5,Top,1,1,1,Sinker,,BallCalled,,,,,,,75.57567382331493,1.3394853476757842,-7.234899867574335,,,,4.429421639139083,4.110136335414298,6.000000192000004,,,,1.6934058479006846,2.649901289909582,67.81382878056168,-7.663654245893486,-7.234899867574358,,,,,,,,,,,,,,,,,,,,,,,,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,140ffcf3-266f-45e4-b84b-a6dda2891bef,75.78657728113838,4.421308306453782,4.110136335414306,1.4349524671930318,-7.234899867574354,67.9661402383124,1.70092587301809,-2.649901289909587,-7.551374482718706,-7.234899867574359,0.512499978987748,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,152.6633,0.0,,-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
141,07/13/2025,8:56:36 PM,2,4,Teagan Disharoom,,Right,Kcl merchants 2025,Chase Peterson,,Right,Kcl bluecaps 2025,Windup,5,Top,1,2,1,Sinker,,BallCalled,,,,,,,74.96070062087834,2.2717199673282407,-2.069964613499411,,,,4.427417629146392,4.060830275197603,6.000000192000004,,,,2.541020246104393,-2.136180828110132,67.16553037686174,-6.826869473410757,-2.069964613499452,,,,,,,,,,,,,,,,,,,,,,,,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,2ff4b81e-af34-4d71-aa1d-9bda5268452b,75.17077147389814,4.419335162957326,4.06083027519761,2.3671622866753186,-2.0699646134994385,67.31716556696736,2.5484429713789982,2.136180828110132,-6.714113397356315,-2.069964613499438,0.5129644036292,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,160.9061,0.0,,-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
