PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel,RunValue,Vert Strike,Horz Strike,Strike?,Foul?,In Play?,Swing Strike?,Swing?,Ball Called?,First Pitch,In Strike Zone?,Chase?,In-zone take,In-zone whiff,In-zone/swing,LA<10,Ground Ball?,Fly Ball?,EV>90,EV>100,EV>105,ff_diff,ivb_diff,hb_diff,Stuff+,xBA,xWOBA,Good Swing Decision,PitchType_Changeup,PitchType_Curveball,PitchType_Cutter,PitchType_Fastball,PitchType_Sinker,PitchType_Slider,PitchType_Knuckleball,PitchType_Splitter
109,07/13/2025,8:37:53 PM,5,1,Thomas Mickels,,Right,Kcl merchants 2025,Trey Schilling,,Right,Kcl bluecaps 2025,Windup,4,Top,1,0,0,Sinker,,Foul,,,,,,,79.71033747032492,-0.5039458502500841,-4.2235512240303965,1798.7207432871205,214.0408652950705,1:15,5.646008340400373,2.40817417104624,6.000000192000004,-29.492942347462844,15.429015481720905,7.351509656552248,2.7186114185393184,0.9116672183799196,71.52716494732908,-6.078541163976216,-2.83214201814178,0.4823928480583345,,,,,,,,,,,,-5.410174621381254,8.517434096488229,-2.067778513177378,50.00000000000004,5.587771363824373,8.321739825519602,-115.55317715070365,-1.8684877037173977,-7.163174903011619,25.699432514815555,-20.896803576804977,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,ccb86b0a-6d32-4caf-93d1-4561de753547,79.95102449997809,5.645244417911973,2.413783510532053,-0.4965188462935322,-4.290271475796104,71.71989268594331,2.720204131963397,-0.915933602404438,-6.052759714988807,-2.897002025660331,0.4821758725092104,7.981236297947112,13.791416109757971,-45.69579245938329,28.117702993856764,1256.348584494341,-1287.2391178683304,69.8467835645456,-0.5787773580386778,-0.7156414483306234,-0.3909911600701681,,,,,,,,,,,,,,,,,0.9933760247716492,0.0,,,medium,high,64.69406730552892,26.840493119948864,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,0.0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,77.751175,0.0,,-2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
110,07/13/2025,8:38:18 PM,5,2,Thomas Mickels,,Right,Kcl merchants 2025,Trey Schilling,,Right,Kcl bluecaps 2025,Windup,4,Top,1,0,1,Slider,,InPlay,,GroundBall,Out,1.0,0.0,,67.79867737299932,4.325371588841756,-2.7927999077628245,1931.0758079324928,29.392589506233264,7:00,5.06430061760993,2.271360132111309,6.000000192000004,-78.33069717373954,-15.505135153911104,-11.311721571970647,2.569158717841644,1.268951568389571,60.99826476434963,-10.463290445004771,-4.943003761352949,0.5704790675898848,73.4752543869465,2.1481359009638084,-14.909405693664656,903.5070271208648,,,,52.28904962083181,,-12.967368242422902,0.4836182406406149,5.103112454372123,-10.009030062606053,-2.037199685452623,50.000000000000014,5.372744107917162,5.059431797449954,-98.09190372042772,5.528663416919753,4.819145171484242,19.96182793737425,-41.62611816742484,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,4216f47b-8fa7-4b10-8cae-113e9ef0b449,67.88853601429537,5.044075063740848,2.268537662142761,4.56573850662972,-2.7590479693351067,61.00317174984577,2.5847286674753907,-1.2667907601220163,-10.235342963417963,-4.910445541126196,0.5703928610129884,-11.629233256594231,-20.320153485035306,-12.637375922566672,53.98588254656832,1884.2940517632785,-422.4804166723668,97.57742518563778,0.8501699517662096,-0.2187798194855414,0.4789012880539318,-18.89126822441928,70.951729848098,2.754092166589264,1.078480779455074,3.346611538207219,2.912764024433395,-11.733457936404308,50.95557550557585,2.117649668723051,-8.372274682935998,-0.0968463543139162,-0.9717657241432738,-0.2161587194410626,0.0945874483739719,,,0.964359144667606,0.0,0.9449975004583068,42.222566705218334,medium,high,41.41270570808851,88.54712065769944,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,0.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,,,,156.40399,0.25,0.33075,-2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
111,07/13/2025,8:38:57 PM,6,1,Thomas Mickels,,Right,Kcl merchants 2025,Grayson Schnierle,,Right,Kcl bluecaps 2025,Windup,4,Top,2,0,0,Slider,,BallCalled,,,,,,,68.03201292888842,2.8762333120744112,-3.3879724048734507,1907.2625268627564,27.528730129881488,7:00,5.088177213526596,2.2234454200766898,6.000000192000004,-78.40476205025054,-16.00787886085464,-10.815532592798622,1.2345315853291303,1.830284156072616,61.4832738265212,-11.879753154911125,-5.44345686486952,0.5685294559549487,,,,,,,,,,,,4.5937002409157,-9.769700111815665,-1.9409605505478609,49.99999999999995,5.278143093805605,6.095065811074646,-98.5157195937112,3.052403805632688,4.365406932954144,20.46385138538581,-41.458224513465765,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,02cbbd97-aab6-40d2-a615-64c5eea1e6a4,68.11343797560039,5.067913861643793,2.220463742673892,3.11627953304211,-3.352541411404792,61.48148285843452,1.2499595392756984,-1.8280383132305664,-11.655819383583076,-5.409594353741995,0.5684446537161236,-11.149324840761992,-20.919062992155474,-9.781857936796692,52.803848577282885,1879.5342555016152,-324.0390852519116,98.5461743744973,0.873886961564304,-0.169897473833831,0.4554738486376482,,,,,,,,,,,,,,,,,0.991551313710059,0.0,,,medium,high,42.47653628044541,84.90005343320797,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,144.73248,0.0,,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
112,07/13/2025,8:39:12 PM,6,2,Thomas Mickels,,Right,Kcl merchants 2025,Grayson Schnierle,,Right,Kcl bluecaps 2025,Windup,4,Top,2,1,0,Sinker,,InPlay,,GroundBall,Out,1.0,0.0,,80.84899740292158,-0.8766340957587009,-3.975988422007601,1629.9869357097891,221.31980360738848,1:30,5.654864804568911,2.3742935520447253,6.000000192000004,-29.706693759249813,13.936284654570446,8.66519626069985,2.362539302325536,0.6048082113809906,72.59875721295977,-6.489530880010824,-2.3347753334517063,0.4754761232912191,,,,,,,,,,,,-6.035736577558917,7.836210374344882,-2.05492747336813,50.00000000000004,5.566081045391081,7.895074243524045,-117.2314434347704,-2.666092880379449,-8.225744356556921,26.43917406423729,-21.49454718637245,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,21d390c0-a23d-4ef1-bb9e-98f8079feb73,81.08622739721275,5.653636671546018,2.3802353430891925,-0.8634332549360819,-4.047039994927448,72.7889508262488,2.3644763782234977,-0.6094527514558313,-6.459004959357197,-2.404670262263252,0.4752671238826379,9.334476093868536,12.298260187873302,-43.3753213946174,26.98273079095647,1184.789489443545,-1119.4334621980406,72.68705432461766,-0.5459059212402847,-0.6867744996438119,-0.4799244855118228,,,,,,,,,,,,,,,,,0.9961869319478716,0.0,,,medium,high,65.71554228813918,-8.497518275320658,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,0.0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,,,,79.732666,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
113,07/13/2025,8:41:38 PM,1,1,Cayden Rose,,Left,Kcl bluecaps 2025,Jaxson Grubbs,,Right,Kcl merchants 2025,Windup,4,Bottom,0,0,0,Sinker,,Foul,,,,,,,75.77590904600143,0.8014007828076897,0.9084069608140546,,,,4.577031172402501,-0.9185155352196936,6.000000192000004,,,,1.4172615249339129,0.0741771040089814,68.13137436005148,-8.064108275920674,0.9084069608140456,,,,,,,,,,,,,,,,,,,,,,,,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,93635b1e-3969-4278-8b59-05b4619cbb9c,75.98291177126545,4.568994907748498,-0.918515535219694,0.8954381035494208,0.9084069608140498,68.2800173914071,1.424523811667935,-0.0741771040089812,-7.954964817532298,0.9084069608140498,0.5068421778446793,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Josh  Eisfelder,,Kcl bluecaps 2025,2022-11,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,126.784355,0.0,,-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
114,07/13/2025,8:42:01 PM,1,2,Cayden Rose,,Left,Kcl bluecaps 2025,Jaxson Grubbs,,Right,Kcl merchants 2025,Windup,4,Bottom,0,0,1,Sinker,,StrikeSwinging,,,,,,,71.65005967596147,3.40075917048671,-0.4529049010450527,,,,4.254618169586783,-0.6144390225276745,6.000000192000004,,,,3.03872263717552,1.0353747396435282,64.11270490961196,-6.571818825032424,-0.4529049010450465,,,,,,,,,,,,,,,,,,,,,,,,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,4168a638-f220-40f0-9384-fceeac4d8ab4,71.85720237886864,4.2455651561966095,-0.6144390225276742,3.505869370055886,-0.4529049010450515,64.25571522972581,3.0466800839617765,-1.035374739643529,-6.449310715768575,-0.4529049010450512,0.5368162790623163,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Josh  Eisfelder,,Kcl bluecaps 2025,2022-11,0.0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,189.14108,0.0,,-2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
115,07/13/2025,8:42:15 PM,1,3,Cayden Rose,,Left,Kcl bluecaps 2025,Jaxson Grubbs,,Right,Kcl merchants 2025,Windup,4,Bottom,0,0,2,Sinker,,InPlay,,LineDrive,Single,0.0,0.0,,76.4140498268226,-1.1004336044135208,2.699116817187277,1770.8193827260454,139.6824518170993,10:45,5.318738281680463,-2.5807774864429445,6.000000192000004,-32.79086162312179,15.932844673620522,-10.014977037659303,1.5621685150362217,0.9049595461105654,68.78457723328577,-7.29060747178749,0.7985632359580654,0.5023908034013383,98.36100211273931,11.433859535276683,-7.472968361271042,312.29493591811035,-11.207689971285784,109.42754536860284,11.903034609748232,189.28736230636977,,-5.351536589916669,1.6364124827696125,6.329518088444821,8.990259110527624,2.366559320691385,49.99999999999998,5.2100022779376784,-4.953085308114027,-110.93942590583652,-3.0402070985727256,7.727137523129724,23.627529986495976,-21.19865342709818,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,21caa146-1372-45eb-8a4a-fb9d396f395c,76.64149562340235,5.317526348191482,-2.5875302815220635,-1.0878400338767518,2.7792603603267017,68.96409510223125,1.5642076929130502,-0.899780904423484,-7.258575813774754,0.8766998500321308,0.5021649312212995,-10.7676647506329,14.127183586519834,36.738720354127445,55.24180777554165,1419.0843338427662,1059.2454577104809,80.1371584073239,-0.6110219514328268,0.5981668531772284,0.5185061143586183,-12.538795845764795,95.59008333169942,19.498751344619613,0.9282882081493408,2.2604550109901904,1.6676110788715195,-17.65411063861007,188.46229836883188,6.545348123091259,-5.479189461497189,-0.0717949199377097,-0.3106961063463827,0.4250005895094587,-0.8502014046199934,,,0.8250029240544587,0.0,0.8152337477325483,59.62615846652097,medium,high,40.28237300201248,1.2342522084556935,54.667001749344,Josh  Eisfelder,,Kcl bluecaps 2025,2022-11,0.891,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,,,,101.0744,0.9166666666666666,0.7865,-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
116,07/13/2025,8:42:50 PM,2,1,Cayden Rose,,Left,Kcl bluecaps 2025,Taylor Vorhees,,Right,Kcl merchants 2025,Windup,4,Bottom,0,0,0,Sinker,,Foul,,,,,,,74.20765565255023,0.1477212765138237,1.1305173847932273,1667.675863881724,129.25352541875804,10:15,5.104407897760745,-0.7406752693000228,6.000000192000004,-36.88986245848017,14.756113542318722,-14.097455057525202,2.1675707904487203,0.8646311706647661,66.69321223878909,-6.832198131856338,-1.5497498568283676,0.5172372177928715,,,,,,,,,,,,8.017898134334,7.934788756511948,0.6567278726183232,50.00000000000003,5.095115242646635,-1.7497193649117984,-107.8393578092756,-0.7119999950473808,9.229852660265736,22.67775390544993,-23.03986879623348,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,edf428dd-c6f8-4040-8f71-58a882066a0f,74.42354080776002,5.102212473533564,-0.7486879683854419,0.1721916019284636,1.2268687600293775,66.86118056352987,2.170382095731819,-0.8585140569421479,-6.7874757768064935,-1.4540318791483078,0.5170118200875214,-15.00293271644947,12.641229072781565,24.3166963146866,56.970484345554105,1519.7251958544346,686.7154549439342,91.12833187602082,-0.5766172318078772,0.4117799326696005,0.7056556207051992,,,,,,,,,,,,,,,,,0.9488440917949434,0.0,,,medium,high,38.72656408900128,28.662680048086536,54.667001749344,Josh  Eisfelder,,Kcl bluecaps 2025,2022-11,0.0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,136.16904,0.0,,-2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
117,07/13/2025,8:43:09 PM,2,2,Cayden Rose,,Left,Kcl bluecaps 2025,Taylor Vorhees,,Right,Kcl merchants 2025,Windup,4,Bottom,0,0,1,Sinker,,InPlay,,LineDrive,Error,0.0,0.0,,74.75223077235376,-0.4228840568048059,1.900251733737842,1768.2524243145408,134.25365338208795,10:30,5.399220689849558,-1.3383937778262662,6.000000192000004,-36.75259155418147,14.137866483045734,-10.448462965367932,1.9432554080410456,0.4423693043076167,67.27303997571178,-7.367747314134135,-0.0849753995727984,0.5134400030188047,97.4233724166225,6.4639002139410895,8.163321346726484,2295.490597855306,23.467805577277343,107.46749318789998,4.380431511419181,144.07223985222518,,13.596853697830038,1.184760944144705,6.301232118859857,7.793468366404003,1.1895984309596543,49.99999999999995,5.343489904298812,-3.320385908726935,-108.59667955498048,-1.7960774943132165,7.363137299423718,22.8282891576313,-23.06719928464477,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,1b0f1d42-4764-4a6e-a560-72e066b08c1e,74.97480039230223,5.396956611396573,-1.3459682251295635,-0.3979625961062851,1.990385058915264,67.44479863522874,1.9461508932444893,-0.4366677765416778,-7.322606380716002,0.0019825338776955,0.5132100435173957,-11.295543211377746,12.088200923518173,41.394823039440766,28.4929478123532,1326.4913625010754,1169.2464673046018,75.0170815128551,-0.5234963002500786,0.6612440911867307,0.5373154338888045,13.745718837530994,95.8231672899852,10.967648662451776,0.4169378489484067,1.0447077269447067,1.892552125288892,33.8697612106161,140.03445851494175,14.873937831794224,9.332045296719778,0.1083568671694477,0.2020616823638658,0.1564668522152308,-0.9667932564298024,,,0.995933472674896,0.0,0.9859848783026188,59.31529081275767,medium,high,115.64365303111786,14.826808720319956,54.667001749344,Josh  Eisfelder,,Kcl bluecaps 2025,2022-11,0.0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,,,,108.431725,0.6666666666666666,0.7676000000000001,-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
118,07/13/2025,8:43:49 PM,3,1,Cayden Rose,,Left,Kcl bluecaps 2025,Brady Hart,,Right,Kcl merchants 2025,Windup,4,Bottom,0,0,0,Sinker,,BallCalled,,,,,,,75.03541650046915,1.997445700005326,-1.03391668009914,1626.824820054966,140.1806043565824,10:45,5.743812612006378,-1.175653636066215,6.000000192000004,-35.70687154081995,14.96819759561626,-10.188897703858286,4.625708081686228,2.985748424409395,67.07253781470897,-4.781764900956108,-2.97114111111532,0.5123523085372751,,,,,,,,,,,,5.15449837109725,7.4041921252160865,1.265759398904973,49.99999999999998,5.886001787779674,2.2422812905215714,-108.96294175029418,2.8342721476514976,6.04392542201068,23.554658229893903,-23.49223774064701,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,c139c292-edc0-47cb-9891-7e52ab35aaef,75.2727182947126,5.742021667590639,-1.1829175951200588,2.0165716618607665,-0.9483570032436336,67.2559802892576,4.628314239299371,-2.9803069443228307,-4.74107167411822,-2.888716641215209,0.5121019338069406,-10.990941640046795,12.808821381191954,36.41570777684407,46.45083979456284,1309.1564887282552,965.7475255819083,80.4731076505227,-0.6180872155698885,0.593639532466242,0.5153254306186759,,,,,,,,,,,,,,,,,0.9872156271374104,0.0,,,medium,high,48.19424418489344,75.66402210778416,54.667001749344,Josh  Eisfelder,,Kcl bluecaps 2025,2022-11,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,99.458176,0.0,,-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
119,07/13/2025,8:44:09 PM,3,2,Cayden Rose,,Left,Kcl bluecaps 2025,Brady Hart,,Right,Kcl merchants 2025,Windup,4,Bottom,0,1,0,Sinker,,BallCalled,,,,,,,74.96548444113577,1.2886999739375284,1.3142504960306909,1665.5850761979946,144.6474310986194,10:45,5.681682526306431,-0.8122347932643612,6.000000192000004,-33.76113667285946,16.889712398166814,-9.584749933725728,4.066481152891999,0.3892936294231863,67.10407458272425,-5.117775276865934,-0.5083887101936799,0.5122298549350249,,,,,,,,,,,,5.640260892604043,8.696549296944244,0.7107045148792195,50.0,5.767183710084228,-2.238748006782412,-108.90412308409512,1.5356578476623697,6.619972411858576,23.172324823666667,-21.96691244813629,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,c8c3a1a6-4163-4375-b51b-b4855feb58c8,75.19965522677876,5.680683298238526,-0.8185514255470665,1.298741570797461,1.3904524148195747,67.2916005809485,4.06842856333349,-0.3844727086091458,-5.085869393649059,-0.4329176005015674,0.5119904258693555,-10.301431993807247,14.913350177773356,33.28450663861367,85.30208988564102,1392.3554870300331,914.0677457337824,83.5955789306387,-0.6818114453033425,0.548796791467603,0.4836891922797445,,,,,,,,,,,,,,,,,0.9859852980997168,0.0,,,medium,high,13.228119102923026,-24.013391534451536,54.667001749344,Josh  Eisfelder,,Kcl bluecaps 2025,2022-11,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,90.414276,0.0,,-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
120,07/13/2025,8:44:26 PM,3,3,Cayden Rose,,Left,Kcl bluecaps 2025,Brady Hart,,Right,Kcl merchants 2025,Windup,4,Bottom,0,2,0,Sinker,,BallCalled,,,,,,,74.15532231427619,0.0973881029544743,0.0266991909092611,,,,4.450734642658378,-1.02442997256672,6.000000192000004,,,,0.4651474892115457,0.9996159116459368,66.86061083707035,-9.136892617264994,0.0266991909092635,,,,,,,,,,,,,,,,,,,,,,,,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,501fa722-c4b6-4db6-9e24-e2dc3666446c,74.3533704716382,4.442477297736018,-1.0244299725667214,0.1952884662488454,0.0266991909092647,67.00191510129002,0.4727897898789041,-0.999615911645936,-9.023088617090288,0.0266991909092646,0.5178408859100833,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Josh  Eisfelder,,Kcl bluecaps 2025,2022-11,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,122.94297,0.0,,-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
121,07/13/2025,8:44:48 PM,3,4,Cayden Rose,,Left,Kcl bluecaps 2025,Brady Hart,,Right,Kcl merchants 2025,Windup,4,Bottom,0,3,0,Sinker,,StrikeCalled,,,,,,,72.19312744590589,0.97685256555694,1.0432325132691538,1593.5084395004772,138.7864199418103,10:45,5.284432082120034,-1.6800546208628415,6.000000192000004,-38.89982068014434,15.684166603230274,-10.545448864389606,2.9508992941858234,1.589161212460953,64.79919130409371,-6.392806682865872,-0.961963461860848,0.5317459012245487,,,,,,,,,,,,6.065915619404406,8.151815356254728,1.6011656467354336,49.99999999999999,5.341533620157684,-1.6349047235742251,-104.8995056325167,0.7734116167117295,6.6068596625052365,21.46847979724652,-23.2952745695552,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,1f64ed27-7f45-45d6-9e78-4b1464aba48e,72.41780175213569,5.282159284176856,-1.6873031290161076,1.0018126923840898,1.1299938512072198,64.97409300342831,2.954016301036516,-1.5835156848916214,-6.3446594584151,-0.8769574576303504,0.5314939909841276,-11.3586939524279,13.434194456814168,34.85197082970966,74.27573606840753,1307.682735975142,910.6234176605676,82.06311956434106,-0.6173270116774207,0.571458170592447,0.5406874512290438,,,,,,,,,,,,,,,,,0.9838496087896508,0.0,,,medium,high,23.15183753843321,27.25005337207317,54.667001749344,Josh  Eisfelder,,Kcl bluecaps 2025,2022-11,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,98.20607,0.0,,-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
122,07/13/2025,8:45:02 PM,3,5,Cayden Rose,,Left,Kcl bluecaps 2025,Brady Hart,,Right,Kcl merchants 2025,Windup,4,Bottom,0,3,1,Sinker,,Foul,,,,,,,72.0476772286614,0.6303860686625793,-2.4180901475979053,1584.4477510360744,140.05861135603735,10:45,5.449027486244046,1.8133055391320203,6.000000192000004,-38.53929734576888,16.410555965186354,-10.529805380573393,2.7961698423715697,0.5784277388780219,64.61694434670082,-6.538908870272057,-0.1504573807336678,0.533682809996671,,,,,,,,,,,,4.822869133266359,8.234751269705509,-1.6101804702018592,50.00000000000003,5.477706484137728,4.689535556772357,-104.605750252117,0.1289486456290225,5.212123914891981,21.70002387385818,-23.27466981017958,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,d8d02c1a-b4ce-4249-bd9c-9f4508dad38e,72.27043533950526,5.446642095115566,1.8061029679938323,0.6569447506530071,-2.331490267972018,64.79213849509732,2.79907956837173,-0.5730402382648241,-6.49304869037625,-0.0679238968765768,0.5334255352641791,-11.31825927055776,14.20694857332335,32.7469547362034,80.08991826192597,1332.6279235516174,857.0749635439005,84.10677617360426,-0.6448479893276611,0.540929773786139,0.5399685643551382,,,,,,,,,,,,,,,,,0.99245221216762,0.0,,,medium,high,17.919073564266604,-39.89338200059632,54.667001749344,Josh  Eisfelder,,Kcl bluecaps 2025,2022-11,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,76.96296,0.0,,-2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
123,07/13/2025,8:45:45 PM,3,6,Cayden Rose,,Left,Kcl bluecaps 2025,Brady Hart,,Right,Kcl merchants 2025,Windup,4,Bottom,0,3,2,Sinker,,StrikeSwinging,Strikeout,,StrikeoutSwinging,1.0,0.0,,71.42663031194043,3.3457546468006325,0.3509129140649702,,,,4.336538049348673,-1.0072581022451463,6.000000192000004,,,,3.042342584933714,0.6811177819729168,63.93074760495665,-6.687216216492187,0.3509129140649532,,,,,,,,,,,,,,,,,,,,,,,,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,f6b52c2f-22bf-4124-b1fd-f80b83f11703,71.63288867987185,4.327415467109111,-1.007258102245144,3.451553996256128,0.3509129140649614,64.0731341628684,3.050471213518331,-0.6811177819729156,-6.563689584422738,0.3509129140649615,0.538459264921886,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Josh  Eisfelder,,Kcl bluecaps 2025,2022-11,0.0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,,,,169.26674,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
124,07/13/2025,8:46:12 PM,4,1,Cayden Rose,,Left,Kcl bluecaps 2025,Braden Mehn,,Left,Kcl merchants 2025,Windup,4,Bottom,1,0,0,Sinker,,BallCalled,,,,,,,73.64464263495613,0.7647772470835849,-0.153479118614592,,,,4.351952405835187,0.7790972255539861,6.000000192000004,,,,0.929563943040648,-0.6364543624853704,66.30593543752802,-8.612219361729585,-0.1534791186145987,,,,,,,,,,,,,,,,,,,,,,,,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,baafd6c7-3d23-4802-a8fb-a6ae3f48838d,73.84378209286663,4.343537995258939,0.7790972255539864,0.8637740017352725,-0.1534791186145953,66.44686580488475,0.9368835260013656,0.6364543624853709,-8.49729850798568,-0.1534791186145953,0.5214588401403806,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Josh  Eisfelder,,Kcl bluecaps 2025,2022-11,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,132.77391,0.0,,-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
