PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel,RunValue,ff_diff,ivb_diff,hb_diff,ang_diff,PitchType_Changeup,PitchType_Curveball,PitchType_Cutter,PitchType_Fastball,PitchType_Knuckleball,PitchType_Slider,PitchType_Sinker,PitchType_Splitter,Vert Strike,Horz Strike,Strike?,Foul?,In Play?,Swing Strike?,Swing?,Ball Called?,First Pitch,In Strike Zone?,Chase?,In-zone take,In-zone whiff,In-zone/swing,LA<10,Ground Ball?,Fly Ball?,EV>90,EV>100,EV>105,Stuff+,xBA,xWOBA,Good Swing Decision
45,7/2/25,7:50:31 PM,1,1,Caden Addis,,Left,Kcl bluecaps 2025,Gabe Peters,,Right,Kcl groundsloths 2025,,2,Top,0,0,0,Fastball,,InPlay,,Popup,Out,1.0,0.0,,78.87466465,0.2928821775410427,1.6325778283132888,1652.2362497190634,136.8634829339174,10:30,5.329486239409651,-1.739404875,6.000000192000004,-30.17450467,15.55044212041684,-11.72023835,3.0872598091925774,1.19837318,70.68042836,-5.427711177,-0.595415038,0.4866851856118738,65.42254798899295,53.32796005431063,19.45919057709332,,37.55002271872784,103.39243586356866,76.90319091610985,190.2517129160531,,19.748740188117605,4.325273129568173,6.902546814959932,8.314415785942284,1.613165363437394,49.99999999999995,5.335903929694616,-2.931884814,-114.59811,-0.274742791,8.975392579413162,25.56091008934739,-21.36280154,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,f7be3b5a-6f10-4880-bf6c-5facdbe6eedf,79.10839648311972,5.328668379946443,-1.746162239,0.3010108079792747,1.713634123516723,70.86753829379732,3.088927756060257,-1.193062031,-5.401206855,-0.514713811,0.4864662731797625,-12.48018609,13.810882718455357,27.623032463847636,22.825142946676092,1463.9098417518762,766.0630523055601,88.60172641780441,-0.646550409,0.4636522485424327,0.605804557,13.016451000843391,36.84069458310636,52.47327902227005,1.372982308599584,1.7860923347190605,3.588779779577504,64.28529725272702,179.06176259777186,,,,,,,,,0.994729626,0.0,,30.128011371494605,medium,high,110.54262865200847,-6.095344928,54.667001749344,Nolan Hunter,,Kcl bluecaps 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,111.05082,0.0,0.0,-2
46,7/2/25,7:51:08 PM,2,1,Caden Addis,,Left,Kcl bluecaps 2025,Will Vogel,,Right,Kcl groundsloths 2025,,2,Top,1,0,0,Fastball,,BallCalled,,,,,,,78.05542896047182,0.236757493,0.0576859556185178,1587.4773739429395,129.94127374148064,10:15,5.247573590304288,-0.792192151,6.000000192000004,-31.97835185,14.735753195395551,-14.37964102,2.802753081015027,1.93688265,69.99547934,-5.821598293,-2.676529314,0.4919211993999146,,,,,,,,,,,,7.804261358053873,7.894719756627483,0.7957982719891289,50.00000000000003,5.248389711649311,0.291372651,-113.4428926,-0.433201028,9.929392421408396,25.33150876550587,-22.12956659,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,4ed6c9b2-8ec7-42f9-912d-dd3524904566,78.28144677412423,5.245989080771852,-0.799596379,0.2540860118243179,0.1463173808679025,70.17206270152722,2.804993509,-1.931111091,-5.786787649,-2.588607674,0.4917030713825204,-15.2100167,12.814513745418292,14.621387204062282,7.150500238495228,1536.066936273416,400.7278129458607,96.76150108,-0.621210871,0.2524305665853631,0.7418732120265008,,,,,,,,,,,,,,,,,0.9972639873024792,0.0,,,medium,high,96.43545021464573,-29.62247429,54.667001749344,Nolan Hunter,,Kcl bluecaps 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,112.22601,0.0,,-1
47,7/2/25,7:51:19 PM,2,2,Caden Addis,,Left,Kcl bluecaps 2025,Will Vogel,,Right,Kcl groundsloths 2025,,2,Top,1,1,0,Fastball,,InPlay,,FlyBall,Out,1.0,0.0,,80.26420248,-0.443781483,1.7531895373012676,1555.827002314177,127.40484833641456,10:15,5.503010731178728,-1.210429252,6.000000192000004,-30.15069556,14.002614203452175,-14.87081403,2.577803524136318,0.819751828,72.03662986290414,-6.151282794,-1.073308174,0.4782479912019836,,,,,,,,,,,,8.647215812,7.728956481675806,1.0761802914099117,50.0,5.449406696120844,-3.137499514,-116.6095797,-1.778996635,11.644874521810436,26.419790101547317,-21.76575975,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,db5f3ee1-4b4d-4fbc-9825-95e88ca79c9b,80.49175436837575,5.501342992396848,-1.217816211,-0.425498502,1.8402822925361544,72.21229033933302,2.5799624618351333,-0.814129853,-6.117719157,-0.987749083,0.4780426946566402,-15.68698424,12.24540855420589,10.237155687552958,88.8508251,1531.0591127196983,276.50615632909074,98.40805632260926,-0.597772909,0.177722945,0.7817174068052872,,,,,,,,,,,,,,,,,0.9903374633463728,0.0,,,medium,high,10.034257410729364,-84.42038181,54.667001749344,Nolan Hunter,,Kcl bluecaps 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,112.75737,0.0,0.0,-1
48,7/2/25,7:51:52 PM,3,1,Caden Addis,,Left,Kcl bluecaps 2025,Luke Mcclure,,Left,Kcl groundsloths 2025,,2,Top,2,0,0,Fastball,,StrikeSwinging,,,,,,,79.50490152940279,-2.027592777,2.8352556001918603,1592.8429082111325,133.97032959929274,10:30,5.670443548986849,-1.01228034,6.000000192000004,-29.22633118,15.80777852,-13.19734848,1.3473863495338991,-0.5251621389588901,71.60338015221006,-7.537290267,0.3313047538458079,0.4829946421026073,,,,,,,,,,,,8.090724243478839,9.231482278154935,0.7887940612451322,49.99999999999995,5.4880809561401405,-5.333830348,-115.3673813,-4.930300938,10.68808007778464,25.429623872538027,-19.97899524,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,f5fbeeed-4732-4986-b5c3-77ef55f53a32,79.72916710879655,5.669439159470045,-1.018960333,-2.017013913,2.9148384775957137,71.78113423916251,1.3490788902888675,0.5303678297701057,-7.510623688,0.4104753625331876,0.4827896657524217,-13.94452485,14.188497590385332,15.769276184732394,23.377325950151263,1532.894449235507,432.8777399,96.23638598215868,-0.668155533,0.2717642384665379,0.6926127214212987,,,,,,,,,,,,,,,,,0.9969707467017884,0.0,,,medium,high,111.03959335513616,-2.405570934,54.667001749344,Nolan Hunter,,Kcl bluecaps 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,113.14706,0.0,,-2
49,7/2/25,7:52:19 PM,3,2,Caden Addis,,Left,Kcl bluecaps 2025,Luke Mcclure,,Left,Kcl groundsloths 2025,,2,Top,2,0,1,Fastball,,InPlay,,FlyBall,Out,1.0,0.0,,80.92309757825379,-0.187964403,2.4252047040571463,1699.5325349468033,133.51541449438096,10:30,5.244831080410786,-1.26807905,6.000000192000004,-27.56241245,15.886423531873042,-13.87717645,2.773113094738527,0.169193501,72.53294042815075,-5.410414714,-0.210813285,0.4744173850516757,74.60595953,35.91543550238964,-26.2780411,,-48.00492662,98.97235482872208,52.17732809245389,237.62047329197904,,-26.0914412,3.589286979272394,8.334570403496505,8.659095687499041,1.078447234504033,50.0,5.213557423210065,-4.571266237,-117.5242152,-1.192775868,11.407502688986217,26.7133655,-20.32237007,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,ef39e29e-4ce3-4a10-8242-90d986c17643,81.15705656672257,5.244315394747382,-1.27513478,-0.183311112,2.508812715267281,72.71822935283483,2.774422471276922,-0.163701981,-5.389555152,-0.127866129,0.4742097977726924,-14.66079752,14.302861952687657,14.043008010283668,79.40908359,1648.740064677893,412.39184820828245,97.01138582377892,-0.667971607,0.242650163929454,0.703516048,-26.75055029,54.17789045688156,43.76315165190175,0.1710546788355626,1.3862313246678957,2.7773627294840217,-104.5066766,213.40535108776493,,,,,,,,,0.995883564722198,0.0,,38.41004230147213,medium,high,18.53182476952724,13.705038862341624,54.667001749344,Nolan Hunter,,Kcl bluecaps 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,112.14534,0.08333333333333333,0.06344999999999999,-1
50,7/2/25,7:54:22 PM,1,1,Joey Kahwaji,,Right,Kcl groundsloths 2025,Nolan Hunter,,Right,Kcl bluecaps 2025,,2,Bottom,0,0,0,Knuckleball,,StrikeSwinging,,,,,,,60.66479011365302,4.223693530795737,-2.03449848,,,,4.721121916678612,1.0638656625748424,6.000000192000004,,,,2.525627588248854,0.827779459,54.63904783,-9.672395623,-2.03449848,,,,,,,,,,,,,,,,,,,,,,,,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,94f177e3-c358-43e4-bae1-4f77603aea13,60.84298913741169,4.708499706712521,1.0638656625748453,4.370515052409799,-2.03449848,54.742460816789496,2.537069681525012,-0.827779459,-9.502562704,-2.03449848,0.6350848629845256,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Will Vogel,,Kcl groundsloths 2025,2022-11,0.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,112.9796,0.0,,-1
51,7/2/25,7:54:32 PM,1,2,Joey Kahwaji,,Right,Kcl groundsloths 2025,Nolan Hunter,,Right,Kcl bluecaps 2025,,2,Bottom,0,0,1,Fastball,,BallCalled,,,,,,,73.92901440883327,-0.343987682,-7.35321113,1912.8127532271787,195.01140942680505,12:30,5.630792911431257,3.1749858611565287,6.000000192000004,-29.39951151,23.35363205732388,4.853708409989051,2.858478634765814,3.2923353,66.35286510531526,-5.871662027,-6.444816579,0.5227519898400291,,,,,,,,,,,,-5.107290267,12.74628096363257,-2.575535757,50.0,5.585504909526981,13.626070287342689,-106.5899273,-1.426872545,-5.759764517,21.69361486358489,-17.79938651,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,ca3774f6-7f0b-4ec5-bbd5-7df78cfb362b,74.17237933618695,5.631920795586702,3.178427843697483,-0.35920623,-7.393294615,66.55017516496281,2.8588416209754075,-3.294953192,-5.864032364,-6.483928891,0.5224941493018025,5.235515681,21.70088868840287,-25.73551542,96.22640292715316,1723.0771034710551,-830.5768624,90.08080380915416,-0.870067304,-0.434217547,-0.233319539,,,,,,,,,,,,,,,,,0.9872868162872528,0.0,,,medium,high,3.396237365562254,33.47999377,54.667001749344,Will Vogel,,Kcl groundsloths 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,110.29863,0.0,,-1
52,7/2/25,7:54:45 PM,1,3,Joey Kahwaji,,Right,Kcl groundsloths 2025,Nolan Hunter,,Right,Kcl bluecaps 2025,,2,Bottom,0,1,1,Knuckleball,,StrikeCalled,,,,,,,59.493793745330535,4.967831798055892,-3.748959483,,,,4.7132391307307255,3.771937932779142,6.000000192000004,,,,2.9448644768076053,-0.2826977829876625,53.49984280785395,-9.537312674,-3.748959483,,,,,,,,,,,,,,,,,,,,,,,,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,e600b71a-7a98-4fb2-a61e-2818b2358800,59.67355480141154,4.699955674668174,3.771937932779155,5.121157109244951,-3.748959483,53.60079782273661,2.9567120102885447,0.2826977829876612,-9.360177796,-3.748959483,0.6492813205287837,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Will Vogel,,Kcl groundsloths 2025,2022-11,0.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,115.49317,0.0,,-2
53,7/2/25,7:54:57 PM,1,4,Joey Kahwaji,,Right,Kcl groundsloths 2025,Nolan Hunter,,Right,Kcl bluecaps 2025,,2,Bottom,0,1,2,Fastball,,StrikeSwinging,Strikeout,,StrikeoutSwinging,1.0,0.0,,74.42242897615313,0.5821434869651864,-3.898073075,1886.676967906855,213.7258685,1:00,4.724105883211859,2.212205700431657,6.000000192000004,-31.27190923,20.20116609976239,11.09708279804139,2.660427014414496,0.491481807,66.69946018061277,-5.338697969,-1.795532093,0.516370687,,,,,,,,,,,,-7.320150403,10.729639968906028,-1.900626181,50.00000000000005,4.753524074646137,7.0558631770888764,-107.9326347,0.2577502574064982,-8.459344031,22.350354176261348,-19.7746164,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,3d262bc4-c97e-4ef8-bd16-74b63666eaf4,74.65679543,4.724310596190376,2.2184667782793617,0.5776733873491049,-3.97274363,66.88751930452976,2.6614544292851487,-0.496391552,-5.321373531,-1.869605947,0.5161275087793382,11.799754345539393,18.44904611874709,-20.55084717,93.02003949906512,1766.6107843683162,-662.2962462,93.63610276,-0.778774772,-0.351038497,-0.519886361,,,,,,,,,,,,,,,,,0.997536875,0.0,,,medium,high,6.281964450841363,40.17797829093696,54.667001749344,Will Vogel,,Kcl groundsloths 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,113.54988,0.0,0.0,-1
54,7/2/25,7:55:22 PM,2,1,Joey Kahwaji,,Right,Kcl groundsloths 2025,Michael Lucas,,Right,Kcl bluecaps 2025,,2,Bottom,1,0,0,Knuckleball,,StrikeSwinging,,,,,,,59.674457988918256,2.6308285398002456,-4.608701038,160.86870579522042,227.3818954645109,1:30,5.382443793518163,2.771797465541202,6.000000192000004,-72.92081308,7.674152148846517,3.58511326235062,1.7604411753915714,1.222002445,54.09353685,-11.0664459,-3.930392595,0.6461382908599955,,,,,,,,,,,,-3.54243852,3.238058447036164,-2.397657052,50.00000000000004,5.555459832429913,6.884507924361933,-86.35926302,2.414954532142767,-2.612509771,14.654445335596057,-29.7860168,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,9f9ec20a-bbb4-4411-9601-68b8ab2856f5,59.85404620242548,5.370738204766575,2.772820649902546,2.768089438562169,-4.620871223,54.201872499480615,1.7714827862891258,-1.222865655,-10.90367619,-3.943418315,0.6458579703405745,3.699091577570634,3.387577736330029,7.318408789704115,9.115274945232624,159.55819952543732,20.491985468224307,99.18535661531875,-0.671592511,0.1273832928966918,-0.729888345,,,,,,,,,,,,,,,,,0.9950379691485433,0.0,,,medium,high,81.79625254929061,47.13599757891656,54.667001749344,Will Vogel,,Kcl groundsloths 2025,2022-11,0.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,129.38371,0.0,,-2
55,7/2/25,7:55:33 PM,2,2,Joey Kahwaji,,Right,Kcl groundsloths 2025,Michael Lucas,,Right,Kcl bluecaps 2025,,2,Bottom,1,0,1,Knuckleball,,InPlay,,Popup,Out,1.0,0.0,,60.16937188513281,5.401754209016635,-3.45885576,100.718582949841,291.2977239335888,3:45,3.8999414446517866,2.544411169333968,6.000000192000004,-76.17508312,3.483896644,2.2191722186870497,2.5964902419906686,0.489207251,53.984290200940286,-8.985212217,-3.037790866,0.6423753870518687,,,,,,,,,,,,-2.412525437,-0.011698909,-2.263609773,49.99999999999998,4.298085040736738,5.204325184340646,-86.8974444,6.587070085707583,-1.799688132,14.946104327848472,-32.1827767,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,6f4c0fbd-1f8b-4c42-bd31-2e9dc1646345,60.347683281152726,3.886818445751543,2.544393471619576,5.55559815,-3.458609347,54.08503280033938,2.608350925527729,-0.489251794,-8.806977088,-3.038505176,0.6421163435389541,2.216091860927785,-0.981303646,42.51265060235511,3.8609793273846407,74.24250248249568,68.06088287,73.71281476375545,0.2677354243655905,0.6757529829460079,-0.686786465,,,,,,,,,,,,,,,,,0.93720413,0.0,,,medium,high,93.4748813946462,12.204923116602105,54.667001749344,Will Vogel,,Kcl groundsloths 2025,2022-11,0.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,131.45187,0.0,0.0,-1
56,7/2/25,7:56:08 PM,3,1,Joey Kahwaji,,Right,Kcl groundsloths 2025,Andrew Schweigert,,Right,Kcl bluecaps 2025,,2,Bottom,2,0,0,Fastball,,BallCalled,,,,,,,75.03574538267186,-0.723827746,-6.045812265,1856.4303435382376,213.3457254736018,1:00,4.706456652501074,3.1271403069265555,6.000000192000004,-30.1068781,20.750749473763783,11.26625179686729,1.521030496447241,1.573892676,67.43700388278225,-6.398120164,-3.924708711,0.513274361,,,,,,,,,,,,-8.095001721,11.45765798177698,-2.639383779,50.00000000000003,4.629692385746836,11.184409424492111,-108.4827156,-2.194045982,-9.473641895,22.152917345811176,-18.76506557,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,14f19fa1-6cfd-4141-8f02-9f95d03f2920,75.26874105033507,4.7067303690845845,3.1331301836536003,-0.728752112,-6.115887925,67.62159709777443,1.521922485416741,-1.578436016,-6.38265317,-3.993483933,0.5130401623880239,11.930257299827032,19.15760269407393,-16.00013457,81.71004388,1784.5141773102362,-511.7057469,96.12610478608455,-0.803007625,-0.275639616,-0.528395266,,,,,,,,,,,,,,,,,0.9925922278223736,0.0,,,medium,high,16.460960510650484,36.97485312500177,54.667001749344,Will Vogel,,Kcl groundsloths 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,114.41864,0.0,,-1
57,7/2/25,7:56:18 PM,3,2,Joey Kahwaji,,Right,Kcl groundsloths 2025,Andrew Schweigert,,Right,Kcl bluecaps 2025,,2,Bottom,2,1,0,Fastball,,StrikeSwinging,,,,,,,59.59917724673821,4.436086357480058,-2.127479435,,,,4.564974750394366,2.175132372230769,6.000000192000004,,,,2.3425528814386367,-0.1969572246921206,53.71013341673844,-9.964964336,-2.127479435,,,,,,,,,,,,,,,,,,,,,,,,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,d4055135-b3e1-4942-aa66-a8c791bda45e,59.77483128243598,4.552027852965288,2.1751323722307667,4.587874944,-2.127479435,53.809496950764746,2.354377846809094,0.1969572246921215,-9.789088158,-2.127479435,0.6466707360822936,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Will Vogel,,Kcl groundsloths 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,111.68417,0.0,,-1
58,7/2/25,7:56:30 PM,3,3,Joey Kahwaji,,Right,Kcl groundsloths 2025,Andrew Schweigert,,Right,Kcl bluecaps 2025,,2,Bottom,2,1,1,Knuckleball,,StrikeSwinging,,,,,,,58.604083983233785,3.610281171798403,-2.357213044,243.23128192505672,176.30901403883126,12:00,5.079746377196223,2.825500158,6.000000192000004,-74.77804793,8.585345670367403,0.057539101,2.2109077715535563,-0.6382793227909418,52.99009417,-10.4854065,-2.346281165,0.6571419850714267,,,,,,,,,,,,-0.852944112,3.3872426223297976,-2.633419258,49.99999999999998,5.331283025440725,3.494915566863978,-84.93100863,3.7845788832332015,-0.608065499,14.232174931520133,-29.7592778,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,6a8c4a83-adc2-44d1-84fd-e333fc2e1ec6,58.79035013348309,5.067828454306676,2.823196917007637,3.748187106555765,-2.329869953,53.10150846173974,2.221956948837602,0.6399366670759306,-10.32010127,-2.321067633,0.6568416596471454,-0.200394574,4.111151631393638,52.90999812,42.83762919108458,146.68519572619547,194.0229622020913,60.30687934761263,-0.601817883,0.7976891815332896,0.038822741,,,,,,,,,,,,,,,,,0.997616919846314,0.0,,,medium,high,51.44613372802388,-51.45617759,54.667001749344,Will Vogel,,Kcl groundsloths 2025,2022-11,0.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,129.52866,0.0,,-1
59,7/2/25,7:56:44 PM,3,4,Joey Kahwaji,,Right,Kcl groundsloths 2025,Andrew Schweigert,,Right,Kcl bluecaps 2025,,2,Bottom,2,1,2,Knuckleball,,Foul,,,,,,,59.42305556,4.518442528583846,-3.367762834,145.4390783111108,316.7350795357236,4:30,4.9800778231479335,2.3646802288749447,6.000000192000004,-77.27101369,4.197664002338428,0.3043684524850942,2.7562454499450184,0.743542798,53.55174518004822,-10.05455905,-3.31001042,0.6496311722376985,86.98751975768624,38.24822241645266,-39.04408501,2534.517201266993,-74.24059628,81.16855218758778,75.05455970178213,310.6985150566095,,-48.86132139,5.068839644540271,-1.347907191,0.6814414147145371,-2.090219898,49.99999999999997,5.304943532460086,5.050773200564058,-85.94028583,5.153645876513958,-0.983073601,14.663118218891237,-31.67705167,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,9ed3b78b-f5a9-4dad-8703-c5001a1095c4,59.59789551506876,4.966697349400378,2.362939204961118,4.673897606198686,-3.347085765,53.648339952397855,2.768214276,-0.74228606,-9.876418987,-3.290997443,0.6493642923352952,0.1089423105172307,-0.382597548,88.03110821909316,31.398837017756925,4.996831176589017,145.35321523164905,3.435686773193257,0.0250184139502332,0.9994096285506012,-0.023547257,-43.03250831,53.05719859215384,53.85132773925861,0.8096365196229419,2.5175233047286736,2.780447624065553,-233.9930938,204.4035207546031,-51.98856426,-23.80811139,0.8254261480234577,0.8981265663862551,0.084433496,0.4315549276572692,,,0.9965545560669524,0.0,0.9934220978026188,53.20211781296079,medium,high,61.74104668401877,-29.0916342,54.667001749344,Will Vogel,,Kcl groundsloths 2025,2022-11,0.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,129.92795,0.0,,-2
60,7/2/25,7:57:12 PM,3,5,Joey Kahwaji,,Right,Kcl groundsloths 2025,Andrew Schweigert,,Right,Kcl bluecaps 2025,,2,Bottom,2,1,2,Knuckleball,,Foul,,,,,,,59.91931909370756,4.289013532,-2.879742307,274.1039416668684,52.48446613075513,7:45,4.709088631914195,2.3999432010732598,6.000000192000004,-77.64007642,2.4119676093245346,-1.905125692,2.23777602424835,0.437487532,54.05123773467897,-10.3538196,-3.241555376,0.6439582851703599,91.92692234245436,11.403216048068106,-51.44948183,,-84.22729845,70.75141125610126,12.101857390277967,182.28675,,-50.55648718,1.6583689778647908,0.0143882752586593,-0.212477442,-2.164078781,50.0,5.014773479042011,4.403367742560977,-86.72088131,4.8405054506062175,0.0106776980166477,15.009324037947223,-32.33173144,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,bf29647b-e28b-4425-a3eb-93ab60dcff7c,60.085939460176114,4.695228333511347,2.3962598866131644,4.450082098889348,-2.836083291,54.13918950666492,2.249854834423365,-0.434802868,-10.17354721,-3.200644609,0.6437081637956068,-2.316840373,-2.198030589,67.79947092421673,39.78266126483977,103.56998977344624,253.78382150098184,37.78493266,0.2301013598047041,0.9258671,0.2997056519614914,-70.47312692,56.15837935106474,18.175089067595604,-0.131511667,4.313981493,2.8124617881849314,-140.7711814,115.80990328818712,,,,,,,,,0.9942958107530336,0.0,,56.66859371178842,medium,high,54.195604861644206,-56.75632404,54.667001749344,Will Vogel,,Kcl groundsloths 2025,2022-11,0.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,128.40038,0.0,,-2
