PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel,RunValue,Vert Strike,Horz Strike,Strike?,Foul?,In Play?,Swing Strike?,Swing?,Ball Called?,First Pitch,In Strike Zone?,Chase?,In-zone take,In-zone whiff,In-zone/swing,LA<10,Ground Ball?,Fly Ball?,EV>90,EV>100,EV>105,ff_diff,ivb_diff,hb_diff,Stuff+,xBA,xWOBA,Good Swing Decision
89,07/06/2025,7:26:51 PM,1,2,Miles Woolsey,,Left,Kcl bobcats 2025,Jake Morrill,,Left,Kcl bluecaps 2025,Windup,5,Top,0,1,1,Changeup,,Foul,,,,,,,79.3234008046055,-0.270281136021994,-2.92984449894096,2068.43982294527,229.823471886029,1:45,5.03075681579534,2.42259560504132,6.000000192,-28.4866278477656,16.744131487832,16.8338890073922,2.40534281953368,-1.10006495495071,71.1435249959658,-5.66442063187729,0.265984445567633,0.484048035419555,,,,,,,,,,,,-10.0995708244401,9.14931920608896,-2.193484529156,50.0,4.99221932385294,5.41065646734045,-115.157870406301,-1.36150902958607,-13.2807442904958,25.5231109587365,-20.1428681704346,KCL BobCats 2025,KCL BlueCaps 2025,,,,de89ca55-0bb0-4372-9d9c-fe21cb0be3ac,dd64e42a-4f5a-4169-9932-444be483d3ad,79.5457280434143,5.030131492639031,2.43033540286771,-0.264090252003303,-3.02319459544832,71.3201698355298,2.40675860806383,1.09383337988669,-5.64200801568195,0.17198363172978,0.483845092916528,17.7101554053834,15.1189970991342,-1.99772100370615,15.8722900658125,2067.18265496427,-72.1052852482205,99.9392214379624,-0.644752625904028,-0.0348597452284347,-0.763595998910726,,,,,,,,,,,,,,,,,0.995056982161464,0.0,,,medium,high,104.285061059231,30.1144986622875,54.667001749344,Zach Pomatto,,Kcl bobcats 2025,2022-11,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.2135882664492073,-1.7076920875209431,12.49037080355577,104.3601560471679,0.0,,-1
90,07/06/2025,7:27:10 PM,1,3,Miles Woolsey,,Left,Kcl bobcats 2025,Jake Morrill,,Left,Kcl bluecaps 2025,Windup,5,Top,0,1,2,Fastball,,BallCalled,,,,,,,88.3016039605079,0.893904791947962,-0.923346598607281,1967.95485005615,222.565918006062,1:30,5.22540056626368,2.33047759820436,6.000000192,-19.9966648571703,16.5280384258971,13.2490762807839,4.38997651743156,-2.57634055973325,78.7909116666158,-2.90754024541938,1.59739112644556,0.434975574815123,,,,,,,,,,,,-7.49376297961932,8.6364596381981,-2.26291129922645,50.0,5.28668099570896,1.6452232208649,-128.301876492426,1.36431462855567,-12.1937171427878,32.4387255957273,-18.1209568701371,KCL BobCats 2025,KCL BlueCaps 2025,,,,de89ca55-0bb0-4372-9d9c-fe21cb0be3ac,4465abaa-239d-4744-925a-72f254af1ceb,88.5557725074961,5.22668864233996,2.33721931403715,0.877235469538821,-1.00384652949192,78.9978093349896,4.389737877282969,2.57099868328121,-2.91016076170468,1.51664948217404,0.434782606761781,14.0021207833374,15.3049133204659,-16.3163960722749,69.6892997745426,1888.69534025094,-552.87991786093,95.9724934846474,-0.706837022759957,-0.280941362981552,-0.649194403720418,,,,,,,,,,,,,,,,,0.995952872482126,0.0,,,medium,high,27.2796302029117,-77.5442855962968,54.667001749344,Zach Pomatto,,Kcl bobcats 2025,2022-11,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,105.97384885682459,0.0,,-1
91,07/06/2025,7:27:23 PM,1,4,Miles Woolsey,,Left,Kcl bobcats 2025,Jake Morrill,,Left,Kcl bluecaps 2025,Windup,5,Top,0,2,2,Fastball,,BallCalled,,,,,,,81.2393710381244,1.3971683777231,-2.60190940603042,1942.10285046448,235.170244106719,1:45,4.98723615326258,2.72388881642195,6.000000192,-28.7088384533909,14.4828692014897,17.2956477645921,3.89495006877543,-1.74533105492534,72.5696270345865,-4.05348134261093,0.685306342369999,0.473011511255999,,,,,,,,,,,,-10.2555854191769,7.35664050895392,-2.52180463445204,50.0,5.084584720830231,4.85125084053952,-117.924139548702,2.03659651402879,-14.1164691889897,27.1267042795304,-22.0478807877827,KCL BobCats 2025,KCL BlueCaps 2025,,,,de89ca55-0bb0-4372-9d9c-fe21cb0be3ac,e77ac771-a99d-401e-9594-317c3ae19d5e,81.4692056603451,4.98612660200629,2.73221630191551,1.40894595483293,-2.70158621716392,72.7492257679364,3.89668542199878,1.73881698842144,-4.02601703199585,0.586029549524038,0.472812231466897,18.2316019437364,12.8031786840167,-5.89219239262931,69.0656289215288,1931.84236214163,-199.370433157286,99.4716815167435,-0.568122507048863,-0.10265699013294,-0.816515988429719,,,,,,,,,,,,,,,,,0.988645115291572,0.0,,,medium,high,27.8409339706241,67.4375144726604,54.667001749344,Zach Pomatto,,Kcl bobcats 2025,2022-11,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,105.97384885682459,0.0,,-1
92,07/06/2025,7:27:36 PM,2,1,Miles Woolsey,,Left,Kcl bobcats 2025,Jake Morrill,,Left,Kcl bluecaps 2025,Windup,5,Top,0,3,2,Fastball,,InPlay,,FlyBall,Out,1.0,0.0,,85.5927905942656,-0.228645050820008,-5.16281002426687,2069.96171590983,222.511023974591,1:30,5.14257463619519,3.95659648379151,6.000000192,-21.5074697471931,17.5120777729694,13.454321436984,3.13691737737956,-0.266478217023314,76.5638337288329,-4.30084180122107,-2.6202739546003,0.44958585294158,91.7715727810682,36.5937343075368,-21.4168974020548,3459.15886727671,-46.2498178041752,99.8045808215484,75.9039244333653,338.721587152645,,-28.70199456228,5.39669182621094,-9.01114506832139,9.5472059116303,-3.54271772963642,49.9999999999999,5.11140980100596,10.7812765554516,-123.927893759174,-1.16147387798635,-13.7397751135069,29.2835538651729,-17.6169138176176,KCL BobCats 2025,KCL BlueCaps 2025,,,,de89ca55-0bb0-4372-9d9c-fe21cb0be3ac,7719a022-b7fa-4890-9e9c-8b65749eafab,85.8400599654023,5.14388335144568,3.96363726633924,-0.245347820159168,-5.2455765452766,76.7625391461198,3.1367115189552,0.261079750683407,-4.30251879495398,-2.70211817134545,0.449394472460611,14.2357803104031,16.3635092643322,-19.5914925433591,72.1689151163855,1950.12594034892,-694.082359746016,94.210725027432,-0.694471850203551,-0.335311689299016,-0.636612064207314,-26.9050108436606,68.5939418582986,54.7084372154218,-0.322370554020356,1.58226040194761,3.22602071088051,-162.67240798355,297.102678015599,-49.2713389645564,7.39766411190259,1.12409416005358,0.960091077784334,-0.22180842625125,0.17037060897602,,,0.980693506155864,0.0,0.996281057465579,50.9914229014796,medium,high,25.047976395253,-15.1038739922415,54.667001749344,Zach Pomatto,,Kcl bobcats 2025,2022-11,0.0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0.0,0.0,0.0,105.21291085412591,0.5833333333333334,0.10389999999999999,-1
93,07/06/2025,7:28:15 PM,3,1,Miles Woolsey,,Left,Kcl bobcats 2025,Cal Darling,,Right,Kcl bluecaps 2025,Windup,5,Top,1,0,0,Slider,,StrikeSwinging,,,,,,,73.1144013483201,-0.0179328459016361,-2.5401675061342,2404.2249399527,68.1839526136857,8:15,5.3319199137822,3.39239280489391,6.000000192,-52.0097778949083,1.51213231916451,-9.03394521478146,0.981088468781022,-0.277200420816781,66.007788768809,-9.80847033561742,-4.25616990380021,0.526547221010727,,,,,,,,,,,,3.98383664442376,0.825741893842397,-3.18014737547735,50.0,5.30051155445116,4.94605882619286,-106.131971378242,-1.40165828198803,4.41995563078886,22.7821215430471,-31.2579119882459,KCL BobCats 2025,KCL BlueCaps 2025,,,,de89ca55-0bb0-4372-9d9c-fe21cb0be3ac,61c7299b-3930-4323-9b74-e948277d5179,73.298293634661,5.32155311021686,3.39464961126244,0.105088770584344,-2.56768451739553,66.1316231052416,0.990177723507221,0.275796635531601,-9.67246676457282,-4.27710715827992,0.526347932083072,-8.77037212677289,-1.78368410035919,-71.5937424509946,91.7936698618627,759.140409888724,-2281.22848482228,31.5752655782557,0.117342487243169,-0.948841535961755,0.293139011940281,,,,,,,,,,,,,,,,,0.992769345225389,0.0,,,medium,high,7.38569712432356,85.4841389913619,54.667001749344,Zach Pomatto,,Kcl bobcats 2025,2022-11,0.0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,-9.422587722734605,-16.939691256188432,-13.37746341861789,104.2154192274167,0.0,,-2
94,07/06/2025,7:28:32 PM,3,1,Miles Woolsey,,Left,Kcl bobcats 2025,Cal Darling,,Right,Kcl bluecaps 2025,Windup,5,Top,1,0,0,Slider,,BallCalled,,,,,,,73.9012825584233,-0.0097212124003478,-2.17490171164451,2530.36004371475,63.9052842623544,8:15,5.11428316607859,3.2129794471105,6.000000192,-54.3315166279757,-1.86657874214928,-14.1660100378472,0.577615203959593,-0.0101672490712416,66.7383832088932,-10.2312268494829,-4.86776211719852,0.521322061500079,,,,,,,,,,,,6.88550484299993,-1.00835265374269,-3.02759716587935,50.0,5.08226526506185,4.4505684429641,-107.28641137764,-1.46070954566968,7.78896546355013,23.6540528246168,-33.3147101728654,KCL BobCats 2025,KCL BlueCaps 2025,,,,de89ca55-0bb0-4372-9d9c-fe21cb0be3ac,ddfcdb01-666a-4b0d-ab99-723188533c3b,74.0659245525908,5.10182429347186,3.21231881849871,0.136821429959802,-2.16745491297887,66.8391402674334,0.587972182848569,0.0109811572847443,-10.0781169755612,-4.8551548691569,0.521144403752714,-14.2314870582378,-5.41682216520189,-55.9281023402151,67.6712164931633,1417.59062707649,-2095.98634653306,56.023277422424,0.24642194036252,-0.828335221202751,0.503127209185668,,,,,,,,,,,,,,,,,0.994313559734168,0.0,,,medium,high,29.095905156153,87.7531599409183,54.667001749344,Zach Pomatto,,Kcl bobcats 2025,2022-11,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-8.635706512631401,-20.318402317502223,-18.50952824168363,104.89623057927272,0.0,,-1
95,07/06/2025,7:28:48 PM,3,2,Miles Woolsey,,Left,Kcl bobcats 2025,Cal Darling,,Right,Kcl bluecaps 2025,Windup,5,Top,1,1,0,Fastball,,BallCalled,,,,,,,87.8257381278604,0.0020753295453251,-2.15868298443529,2315.48995417194,216.826918445683,1:15,5.39314108344906,2.63295069765047,6.000000192,-18.912108063898,17.9829995187348,11.4992969591905,3.81906216597955,-1.58400935235162,78.4887182386771,-3.58880448676355,0.0265489114724833,0.437175598188539,,,,,,,,,,,,-6.96230311194016,9.7301641648065,-2.46368349237704,50.0,5.38237248658669,4.44331523962543,-127.567659331789,-0.596020782641998,-11.2201867060877,31.6317851315239,-16.4932817632401,KCL BobCats 2025,KCL BlueCaps 2025,,,,de89ca55-0bb0-4372-9d9c-fe21cb0be3ac,1ff9a37b-3a40-4eea-af94-6ab3ef3ea40e,88.0806172299786,5.39530516576332,2.63932966330891,-0.0251305856702702,-2.23478235396609,78.6963475202035,3.818182628135,1.57909782843611,-3.60110196087279,-0.0487795059958514,0.4369841612031,12.2137752564843,16.9067965501244,-27.2313440116563,77.8357404015222,2058.8553574056,-1059.53213502633,88.9166180011297,-0.711732937204361,-0.457584423165952,-0.532965966806827,,,,,,,,,,,,,,,,,0.997361114319437,0.0,,,medium,high,19.94783363863,43.4789079014247,54.667001749344,Zach Pomatto,,Kcl bobcats 2025,2022-11,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,105.89128249131578,0.0,,-1
96,07/06/2025,7:29:06 PM,3,3,Miles Woolsey,,Left,Kcl bobcats 2025,Cal Darling,,Right,Kcl bluecaps 2025,Windup,5,Top,1,2,1,Slider,,BallCalled,,,,,,,74.1516118272436,-0.411164906019432,-1.90503797795234,2411.97443565777,61.5140491932901,8:00,5.18612168207614,2.46080535209084,6.000000192,-52.5670537136287,-0.543484604977373,-10.457051154523,0.423181700606547,0.181798600581127,67.0009854486467,-10.299341561744,-3.89387049087196,0.519124581966537,,,,,,,,,,,,4.98008814226354,-0.146280897061129,-2.2995564488721,50.0,5.12236071489729,3.86046125213345,-107.676389472648,-2.1756099661631,5.68349480517191,23.5613112425944,-32.3409917554542,KCL BobCats 2025,KCL BlueCaps 2025,,,,de89ca55-0bb0-4372-9d9c-fe21cb0be3ac,ec9ff3d6-e7ab-4297-ad61-ba86c2aac2b7,74.327509493252,5.17476217505607,2.46225645377522,-0.277627008884335,-1.92273126027552,67.115206864278,0.43282252417775,-0.182575472296917,-10.1562563978777,-3.90527056386872,0.518936105844121,-10.2862382037833,-3.89589280877116,-66.5911720430815,70.4417372720067,958.251589742716,-2213.45308715188,39.7289281169926,0.189484443274725,-0.917693427603948,0.349191091938761,,,,,,,,,,,,,,,,,0.983281289065802,0.0,,,medium,high,26.602436455194,80.0082385599603,54.667001749344,Zach Pomatto,,Kcl bobcats 2025,2022-11,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-8.385377243811106,-18.995308180330316,-14.800569358359432,104.16906555673161,0.0,,-1
97,07/06/2025,7:29:24 PM,3,4,Miles Woolsey,,Left,Kcl bobcats 2025,Cal Darling,,Right,Kcl bluecaps 2025,Windup,5,Top,1,3,1,Fastball,,StrikeCalled,,,,,,,84.7066901227156,-1.19496603614987,-5.362091446656,2255.18560285736,218.773418275583,1:15,5.191359870294449,2.79202706609248,6.000000192,-21.0961837245777,18.7545106846283,12.3635717274661,2.31770752638138,1.17576934829434,75.9184128785026,-5.18293507064,-3.02840747849703,0.454348887699111,,,,,,,,,,,,-8.47319738488366,10.5391863579847,-2.36115133652103,50.0,5.08134713715422,11.1277327065277,-122.587334919365,-3.21389661698105,-12.6528210658356,28.4561953297965,-16.4361370708289,KCL BobCats 2025,KCL BlueCaps 2025,,,,de89ca55-0bb0-4372-9d9c-fe21cb0be3ac,a630b6fb-231e-4012-b06d-1fd204f2758a,84.950281264002,5.19313835679947,2.79860632373846,-1.21749353694901,-5.44087533391737,76.116933717137,2.31713324667498,-1.18095536489327,-5.18998104808648,-3.10671996268896,0.454157840686961,13.108899069711,17.6700700951533,-24.3735424843143,80.9702504698878,2054.19065626639,-930.678704517841,91.0874321680524,-0.710143660120058,-0.412683862179083,-0.570427919976085,,,,,,,,,,,,,,,,,0.996330441558207,0.0,,,medium,high,17.126774577101,-39.8355853308923,54.667001749344,Zach Pomatto,,Kcl bobcats 2025,2022-11,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,105.36172292791187,0.0,,-1
98,07/06/2025,7:29:38 PM,3,5,Miles Woolsey,,Left,Kcl bobcats 2025,Cal Darling,,Right,Kcl bluecaps 2025,Windup,5,Top,1,3,2,Fastball,,BallCalled,Walk,,Walk,0.0,0.0,,86.3519095920572,-1.18002802576169,-3.54753329254869,2318.08673843305,218.083480077741,1:15,5.16353090815519,3.7713712027240303,6.000000192,-18.8665802418633,19.3301526110361,13.0540786348043,2.49234429607194,-1.55793646863886,77.355045354342,-4.75356933705429,-1.07289743257304,0.444820333175245,,,,,,,,,,,,-8.25324489242578,10.8513622641827,-3.48960254584311,49.9999999999999,5.05628230382335,7.35818539525188,-125.26796989731,-3.17470977564955,-12.8544301955198,29.9805894913315,-15.273051182421,KCL BobCats 2025,KCL BlueCaps 2025,,,,de89ca55-0bb0-4372-9d9c-fe21cb0be3ac,7e2d270f-d0aa-42e6-8274-3579c42e4ad2,86.5960580845729,5.1657247932942,3.77788971588354,-1.20756501778301,-3.62579409763344,77.5548828931316,2.4913913498843,1.55280768318315,-4.76676023649511,-1.15110088680327,0.444633594338066,13.7905615500277,18.299987692901,-15.2599660465924,73.8330377096863,2236.35460899807,-610.118176841423,96.4741556871062,-0.759360522045574,-0.263199028201094,-0.595061231397806,,,,,,,,,,,,,,,,,0.997585144639628,0.0,,,medium,high,23.5502660612823,-48.747459374709294,54.667001749344,Zach Pomatto,,Kcl bobcats 2025,2022-11,0.695,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,105.28561830013899,,0.695,-1
99,07/06/2025,7:30:15 PM,4,1,Miles Woolsey,,Left,Kcl bobcats 2025,Braxton Waller,,Right,Kcl bluecaps 2025,Windup,5,Top,1,0,0,Fastball,,StrikeCalled,,,,,,,86.3761838184998,-0.726320403122312,-3.97656223293833,2225.60901686363,221.10750182778,1:15,5.18197501756785,2.55423920042537,6.000000192,-20.4885928006417,17.7214476132939,12.9036289793201,2.79788928720413,0.0721956915042469,77.3313698528797,-4.60782439804468,-1.5318557996905,0.444897813077353,,,,,,,,,,,,-8.31946819570699,9.8296464788025,-2.23728444013415,50.0,5.11079740229722,8.30423670453312,-125.256213526372,-2.23171001162048,-12.9523930693642,30.023893989515,-16.8704938861249,KCL BobCats 2025,KCL BlueCaps 2025,,,,de89ca55-0bb0-4372-9d9c-fe21cb0be3ac,488c6bdc-6a33-4fc3-8d64-f7a9aac8e201,86.6244245833485,5.18367198848132,2.56123581556636,-0.747613436801968,-4.05898632388666,77.5302607144212,2.79739056442344,-0.0774903441794025,-4.61407965504983,-1.6126069807804,0.444708283371437,13.6799221257426,16.6229459609089,-23.5186698999815,80.2247788199477,2040.72787916768,-888.124551587491,91.693009136147,-0.690886022963988,-0.399047876270313,-0.602857608160631,,,,,,,,,,,,,,,,,0.983778402406043,0.0,,,medium,high,17.7976990620471,-48.1960645141283,54.667001749344,Zach Pomatto,,Kcl bobcats 2025,2022-11,0.0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,105.89128249131578,0.0,,-2
100,07/06/2025,7:30:48 PM,4,2,Miles Woolsey,,Left,Kcl bobcats 2025,Braxton Waller,,Right,Kcl bluecaps 2025,Windup,5,Top,1,0,1,Fastball,,BallCalled,,,,,,,86.6838866435028,-0.209501398679963,-3.22576378116311,2322.07456060644,229.263116991971,1:45,5.34692932336467,2.97036323695838,6.000000192,-21.3764653305089,16.5267933099793,16.4940355072207,3.3705379840144,-1.34369018929663,77.5431369218234,-4.26381880095396,-0.0950395142938746,0.443108210127192,,,,,,,,,,,,-10.0186445003491,9.01172485074485,-2.71688006769596,50.0,5.31746309807588,6.57340388075907,-125.807346618929,-1.13087142623732,-15.7204212093638,30.5096475165114,-18.0336026950394,KCL BobCats 2025,KCL BlueCaps 2025,,,,de89ca55-0bb0-4372-9d9c-fe21cb0be3ac,349e79eb-e500-416c-80a6-857aa9f5bb91,86.9232779875664,5.34791691988811,2.97854748464528,-0.222471875307167,-3.32292371850454,77.7341614374405,3.37052093599392,1.33733252268225,-4.26297710912881,-0.191390447667782,0.442925526420092,17.4066773708859,15.3324252858931,-10.3980434334403,70.4787027943254,2283.94060324437,-419.100925634057,98.3577634409763,-0.641869291609529,-0.18048555922537,-0.745270940933421,,,,,,,,,,,,,,,,,0.997042376914539,0.0,,,medium,high,26.5691674851071,-40.267531769511,54.667001749344,Zach Pomatto,,Kcl bobcats 2025,2022-11,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,105.79700907332749,0.0,,-1
101,07/06/2025,7:31:22 PM,4,3,Miles Woolsey,,Left,Kcl bobcats 2025,Braxton Waller,,Right,Kcl bluecaps 2025,Windup,5,Top,1,1,1,Fastball,,Foul,,,,,,,87.0875091308048,-1.794795217501,-4.83641417183614,2382.4174148259,220.242991910165,1:15,5.2787559878866,3.0615086751723,6.000000192,-18.6334051092036,19.0172499786842,13.6842788099269,2.05139263118216,0.303773828792705,78.0844175570168,-5.31840668594283,-2.24991831380754,0.441629210370269,,,,,,,,,,,,-9.00636991191737,10.8789982106702,-2.67456091172618,50.0,5.12118178567317,10.2390872406943,-126.104110391667,-4.55235593178815,-14.2358696549149,30.0438753840773,-14.9782201877178,KCL BobCats 2025,KCL BlueCaps 2025,,,,de89ca55-0bb0-4372-9d9c-fe21cb0be3ac,c49f4427-2840-453b-ae31-f31ee970ddb6,87.3294574638781,5.28091110981039,3.06828528123791,-1.82173531680993,-4.91799263722199,78.2830038129153,2.05042529279272,-0.309181310585867,-5.33152626515539,-2.33171273836736,0.441449610981954,14.4545165107461,18.0613365034045,-16.7159540118365,51.95081010714151,2281.74227134699,-685.248090558445,95.7742441415848,-0.731055814052084,-0.287627216915942,-0.618730943811472,,,,,,,,,,,,,,,,,0.932913445303056,0.0,,,medium,high,43.244270903572705,-49.020329871076,54.667001749344,Zach Pomatto,,Kcl bobcats 2025,2022-11,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,105.26722395913907,0.0,,-2
102,07/06/2025,7:31:54 PM,4,4,Miles Woolsey,,Left,Kcl bobcats 2025,Braxton Waller,,Right,Kcl bluecaps 2025,Windup,5,Top,1,1,2,Changeup,,Foul,,,,,,,79.1603848428784,-0.33590303406844,-3.7211624826230496,2136.39332115782,228.060519868723,1:30,5.13865783469117,3.7229885865019297,6.000000192,-27.9520630900396,17.5005272151869,16.5747311417804,2.49646981844698,-1.64092055710159,71.0012266511212,-5.62648699211529,-0.578713103057486,0.48523357279499,,,,,,,,,,,,-10.2160634852761,9.57775079543435,-3.42905980309181,50.0,5.09504293209245,6.99396566888945,-114.835604420914,-1.47523583775174,-13.3714193232495,25.198154897964,-19.6380936139256,KCL BobCats 2025,KCL BlueCaps 2025,,,,de89ca55-0bb0-4372-9d9c-fe21cb0be3ac,103fb7aa-3404-454f-8b73-7b883f341348,79.385796792198,5.13840185448221,3.7309409419401,-0.334309129842074,-3.81523942783155,71.1780146531045,2.49756580352724,1.63483405496502,-5.6084971763364,-0.671736745385615,0.48502935507669,17.4600306121937,15.9489601587978,-4.22346771776586,32.9417249122328,2130.5917228338,-157.338276588539,99.7284395964654,-0.666530309805619,-0.073646680613694,-0.741831188711428,,,,,,,,,,,,,,,,,0.996709443885047,0.0,,,medium,high,60.3524475789905,43.4335698555782,54.667001749344,Zach Pomatto,,Kcl bobcats 2025,2022-11,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.376604228176305,-0.9512963601660438,12.231212937943969,106.13411063070168,0.0,,-1
103,07/06/2025,7:32:20 PM,4,5,Miles Woolsey,,Left,Kcl bobcats 2025,Braxton Waller,,Right,Kcl bluecaps 2025,Windup,5,Top,1,1,2,Fastball,,StrikeSwinging,Strikeout,,StrikeoutSwinging,1.0,0.0,,87.7472689228788,-1.65977061066069,-4.19793083883954,2328.44901589489,227.261743095293,1:30,4.97780183534479,3.25756334734129,6.000000192,-19.812572069744,17.2209920259868,16.3103128967728,1.77959128224992,-0.708229426124224,78.6772167703928,-5.40837560712441,-1.10930513152405,0.437995125919317,,,,,,,,,,,,-10.2205668946405,9.86617444022834,-2.92446739460485,50.0,4.83071573167042,8.81687278911551,-127.1758611762,-4.32392295527916,-16.4221668062859,30.682665283679,-16.3213122508228,KCL BobCats 2025,KCL BlueCaps 2025,,,,de89ca55-0bb0-4372-9d9c-fe21cb0be3ac,7a76b5ef-e43f-432b-8928-b63ed1c4fb9d,87.9861447278972,4.97894269313223,3.26534302798674,-1.67414558315769,-4.2895414639463,78.8662179869234,1.77940797880165,0.702322306004462,-5.41001001694999,-1.19923128147277,0.437819894393546,17.1734050889345,16.1487559222641,-3.4752497083211,95.1009650109885,2324.16717662582,-141.14444628489,99.8161076648084,-0.677402241958115,-0.0606173660326609,-0.733110999457369,,,,,,,,,,,,,,,,,0.997198921647894,0.0,,,medium,high,4.40913149011019,-71.0645560911935,54.667001749344,Zach Pomatto,,Kcl bobcats 2025,2022-11,0.0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,105.23114478600908,0.0,0.0,-1
104,07/06/2025,7:32:56 PM,5,1,Miles Woolsey,,Left,Kcl bobcats 2025,Trey Blanchette,,Right,Kcl bluecaps 2025,Windup,5,Top,2,0,0,Slider,,StrikeCalled,,,,,,,73.7975011579937,1.6862388012147,-3.17147095353916,2509.7296153582,65.5958752206181,8:15,5.19788485831959,4.18200382173997,6.000000192,-52.7638852342977,-0.0714038327599198,-11.5156510703159,2.37093111348208,-0.271807110210164,66.312453207025,-8.28037129997559,-5.35559951249037,0.5224513405806,,,,,,,,,,,,5.09275259158985,-0.649790020903348,-3.91678467598582,50.0,5.30513521381564,6.23456623733853,-107.010200773133,1.756621886916,5.73762320752658,23.3505904372281,-32.9061193728008,KCL BobCats 2025,KCL BlueCaps 2025,,,,de89ca55-0bb0-4372-9d9c-fe21cb0be3ac,ca29b643-e6e6-4634-b7e5-c186f5720991,73.9814346241332,5.18651290265022,4.18281938516701,1.81995905700345,-3.18157768585989,66.4328183719121,2.38032070126159,0.27152627189994,-8.13532503602177,-5.35963109706793,0.522261694221894,-11.4157431296126,-3.4837905268683,-62.5666648349073,45.4487720392454,1156.27318333217,-2227.50422394951,46.0716236624215,0.190354122770241,-0.887547491298815,0.419553046268945,,,,,,,,,,,,,,,,,0.996987599365174,0.0,,,medium,high,49.0961051646791,-0.942414191139195,54.667001749344,Zach Pomatto,,Kcl bobcats 2025,2022-11,0.0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,-8.739487913061012,-18.523227408112863,-15.859169274152332,104.2154192274167,0.0,,-2
