Pitcher,PitcherTeam,TaggedPitchType,PitchCall,PlayResult,RelSpeed,SpinRate,RelHeight,RelSide,Extension,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ABS_Horizontal,ABS_RelSide,differential_break,xWhiff_xg,xWhiff_rf,xWhiff_nn,xWhiff,stuff+
Kam Ross,Kcl groundsloths 2025,Fastball,StrikeCalled,StrikeoutLooking,80.7292000544328,2021.91820543575,5.00437421718944,-1.41172452917995,6.000000192,17.9598291768294,-9.00877604872318,3.11943899327214,-1.94184843278079,9.00877604872318,1.41172452917995,8.951053128106219,0.0004868133,0.05,0.9952485,0.3485784366144799,89.35539751777813
Kam Ross,Kcl groundsloths 2025,Fastball,StrikeCalled,StrikeoutLooking,82.6532244338411,2020.19732404848,4.84093393700226,-0.9725476712036,6.000000192,17.6761901274649,-8.82522826019154,2.65464671954826,-1.70147345838062,8.82522826019154,0.9725476712036,8.850961867273359,0.029446058,0.18,0.9924917,0.4006459266940752,102.70249758226315
Joe Stellano,Kcl merchants 2025,Fastball,InPlay,Out,84.6458314107749,2151.5665017419,5.05058686135543,3.31818634338618,6.000000192,15.761920540749,9.21967168700049,2.38789807934444,-0.455876505462149,9.21967168700049,3.31818634338618,6.542248853748509,0.0033252744,0.02,0.9980416,0.34045563474607965,87.27317981963695
Joe Stellano,Kcl merchants 2025,Fastball,StrikeSwinging,StrikeoutSwinging,86.1363564438927,2096.08517287137,4.93332014848672,3.02962864776256,6.000000192,15.3901804961433,7.41961572546702,3.48390653333244,-0.148556277534326,7.41961572546702,3.02962864776256,7.97056477067628,0.93537295,0.71,0.9950729,0.8801486166318258,225.61931907692872
Joe Stellano,Kcl merchants 2025,Fastball,InPlay,Out,84.0236336699019,2002.85990027675,5.2808412901257,3.46111909067426,6.000000192,15.9561902838744,6.81505287933745,2.19968679794991,-1.15220186474919,6.81505287933745,3.46111909067426,9.141137404536952,0.003454101,0.01,0.99174434,0.3350661468350639,85.8916261028226
Kam Ross,Kcl groundsloths 2025,Fastball,StrikeSwinging,StrikeoutSwinging,81.9628093917408,1960.58022809748,5.0118394973904,-0.726442405658585,6.000000192,18.8459148605509,-9.98948034914067,3.44261447725503,-1.33951719213894,9.98948034914067,0.726442405658585,8.856434511410228,0.0008911942,0.09,0.9871868,0.35935932790860536,92.11899596792541
Caleb Ochs,Kcl merchants 2025,Fastball,InPlay,Single,81.470028328729,1538.42405520253,4.731545825361151,2.47755715539913,6.000000192,16.0893431350478,12.8585121299824,2.5447296744407,-0.183505742101687,12.8585121299824,2.47755715539913,3.230831005065399,0.009368013,0.09,0.4978735,0.19908050918330747,51.03275523548886
Caleb Ochs,Kcl merchants 2025,Fastball,InPlay,Out,81.2049538002988,1573.07567138563,4.91081991615561,1.85467723496196,6.000000192,17.3339482761942,11.9901551880352,4.13762572149566,0.0323181027895179,11.9901551880352,1.85467723496196,5.343793088159,0.0017950381,0.08,0.5913898,0.22439493779713907,57.521914042021805
Caleb Ochs,Kcl merchants 2025,Fastball,InPlay,Out,78.8697669063911,1592.9847413251,4.49334191302398,2.43492357239599,6.000000192,16.7499219473101,13.6289043392219,2.71218485977211,-0.661487906333332,13.6289043392219,2.43492357239599,3.1210176080881986,0.0012299448,0.05,0.74464923,0.2652930587297306,68.00583235078294
Caleb Ochs,Kcl merchants 2025,Fastball,InPlay,Out,79.9233786663805,1676.36767587941,4.64832149011794,2.38648107974568,6.000000192,17.494855268265,13.1847217899133,2.5739981399238,-0.712202676037959,13.1847217899133,2.38648107974568,4.310133478351698,0.016404124,0.1,0.8570341,0.324479403719306,83.17779604289441
