PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel,RunValue,ff_diff,ivb_diff,hb_diff,ang_diff,PitchType_Changeup,PitchType_Curveball,PitchType_Cutter,PitchType_Fastball,PitchType_Slider,PitchType_Splitter,PitchType_Knuckleball,PitchType_Sinker,Vert Strike,Horz Strike,Strike?,Foul?,In Play?,Swing Strike?,Swing?,Ball Called?,First Pitch,In Strike Zone?,Chase?,In-zone take,In-zone whiff,In-zone/swing,LA<10,Ground Ball?,Fly Ball?,EV>90,EV>100,EV>105,Stuff+,xBA,xWOBA,Good Swing Decision
11,7/22/2025,6:38:25 PM,4,2,Nicholas Currie,,Right,Normal cornbelters,Keanu Spenser,,Right,Burlington bees 2025,Stretch,1,Top,2,0,1,Fastball,,BallCalled,,,,,,,85.31877768,0.675482184,-10.04752265,1818.202627,226.6439734,1:30,5.682977279,8.064996418,6.000000192,-23.93604176,16.17334918,13.46454657,4.325903558,0.24797591,76.12728706,-3.815392427,-7.553586692,0.455821238,,,,,,,,,,,,-10.62202875,8.516090546,-7.245902391,50.0,5.724963064,21.23031229,-122.1409323,0.731999534,-15.76349058,28.00958514,-19.53585059,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,102110a8-882e-4946-939f-0a26ea9b5a17,85.57253868,5.683466278,8.072178968,0.668222402,-10.13076125,76.33074126,4.326327629,-0.253432708,-3.807067004,-7.63636334,0.455632262,14.27060249,15.00505923,-26.27245486,58.09349104,1630.381083,-804.8094917,89.66993329,-0.615610702,-0.442640154,-0.651991685,,,,,,,,,,,,,,,,,0.996552676,0.0,,,medium,high,37.71585806,-63.00370002,54.66700175,Kannan Kleine,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,112.4615,0.0,,-1
12,7/22/2025,6:38:42 PM,4,3,Nicholas Currie,,Right,Normal cornbelters,Keanu Spenser,,Right,Burlington bees 2025,Stretch,1,Top,2,1,1,Fastball,,BallCalled,,,,,,,84.78914677,-2.380862326,-6.236681592,1797.030089,227.572574,1:30,5.507616733,5.564466289,6.000000192,-24.28190558,15.62561601,13.45687718,1.25691012,-0.866538805,76.21022407,-6.953459234,-3.703643588,0.454672724,,,,,,,,,,,,-9.335250109,9.234927098,-5.062256374,50.0,5.298321417,12.96960086,-122.4469179,-5.864293057,-13.92412718,28.13795735,-18.39956064,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,0e704dd3-d6af-461f-b4ef-6c77dcd41b6f,85.0235354,5.507664113,5.571294902,-2.382357158,-6.318124953,76.39831264,1.257601888,0.861480729,-6.940808016,-3.784679822,0.45449558,14.23354334,14.40036823,-21.91182019,64.664083,1667.21135,-670.6142359,92.7759285,-0.625918173,-0.373179192,-0.684809267,,,,,,,,,,,,,,,,,0.995381773,0.0,,,medium,high,31.8023253,-81.54139535,54.66700175,Kannan Kleine,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,112.35005,0.0,,-1
13,7/22/2025,6:39:01 PM,4,4,Nicholas Currie,,Right,Normal cornbelters,Keanu Spenser,,Right,Burlington bees 2025,Stretch,1,Top,2,2,1,Fastball,,BallCalled,,,,,,,83.98044856,0.212917342,-7.260581118,1824.659307,231.7380932,1:45,5.653278368,5.844817726,6.000000192,-26.28280713,14.53402702,14.20796431,3.662528811,-0.24452316,75.108859,-4.747049351,-4.593463294,0.459823519,,,,,,,,,,,,-10.10505512,7.786427735,-5.258465912,50.0,5.655515792,15.00133201,-121.1188045,-0.341074902,-14.73316461,27.73603162,-20.82144239,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,b1eb6b7d-8d6a-4a52-a568-639a7b113384,84.2224159,5.652962196,5.852510899,0.215231416,-7.3511862,75.30145569,3.663610245,0.238522853,-4.729095321,-4.6834096,0.459633506,15.07074581,13.2026275,-26.78486291,76.68579962,1628.882311,-822.2675986,89.27049037,-0.552813881,-0.450641715,-0.700941409,,,,,,,,,,,,,,,,,0.996610181,0.0,,,medium,high,20.98278034,-72.37784716,54.66700175,Kannan Kleine,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,111.90206,0.0,,-1
14,7/22/2025,6:39:20 PM,4,5,Nicholas Currie,,Right,Normal cornbelters,Keanu Spenser,,Right,Burlington bees 2025,Stretch,1,Top,2,3,1,Fastball,,InPlay,,FlyBall,Out,1.0,0.0,,85.37524223,-1.541365138,-6.535819258,1975.576366,232.5319254,1:45,5.467906412,5.146372324,6.000000192,-24.36247986,15.00162688,15.68553814,1.995445598,-0.352666508,76.60318346,-6.137204541,-3.584424158,0.451566507,87.92518784,19.65534904,-26.88637251,1255.821788,-54.33596724,95.64310042,29.38862272,265.1518142,,-33.77039364,3.024311428,-10.63726352,8.618849834,-4.620785615,50.0,5.327359055,13.6412987,-123.28405,-4.089609436,-16.08562515,28.49927439,-19.14066113,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,d38de04d-3ef3-495b-ace4-2e28e31246fb,85.61088005,5.467871761,5.154383725,-1.541939075,-6.629858306,76.7882205,1.996215789,0.3465979,-6.123940827,-3.676671929,0.451388494,16.57933682,13.78957455,-17.86334923,68.86045087,1880.335444,-606.0037928,95.17908172,-0.578992701,-0.306747845,-0.755429158,-37.44495609,73.85156944,29.57464475,-0.164129319,0.482917916,1.802510627,-147.3889175,220.4132291,-43.39825558,14.86692396,0.531539889,0.644478234,0.100675084,0.757965918,,,0.996993123,0.0,0.99570745,48.94322016,medium,high,28.02559422,53.78425223,54.66700175,Kannan Kleine,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,110.96034,0.3333333333333333,0.324,-1
15,7/22/2025,6:41:38 PM,1,1,Danny Harris,,Right,Burlington bees 2025,Tyler Thompson,,Right,Normal cornbelters,Stretch,1,Bottom,0,0,0,Fastball,,Foul,,,,,,,86.90400389,-0.5210079,-5.356320048,1886.928999,223.1117471,1:30,5.072211435,3.768213472,6.000000192,-21.04147481,16.82822252,13.28387236,2.832396596,0.117480114,77.76181548,-4.503385079,-2.847543985,0.442911992,65.33437534,27.61563708,61.66558955,,96.62389549,52.57207264,29.03140535,182.763306,,61.5357367,2.63693808,-8.980591881,9.275032691,-3.338341455,50.0,5.017388864,11.37653103,-125.784902,-1.809211996,-14.10970486,30.11712322,-17.60173903,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,5f8c5cb8-ef26-40dd-b01c-3c4b8d6d5757,87.15310276,5.073197802,3.774889656,-0.533852628,-5.434945683,77.96165876,2.832386127,-0.122624307,-4.502167964,-2.925424661,0.442725215,14.02674068,15.69190378,-15.94440677,78.98820114,1814.336367,-518.3479455,96.15286895,-0.701937263,-0.274704531,-0.657131265,50.95548109,27.47618751,30.28495778,0.590862879,1.329666161,3.053781774,160.6698827,87.10691593,,,,,,,,,0.992632348,0.0,,24.99967774,medium,high,18.91061897,-34.84458401,54.66700175,Danny Rollins,,Burlington bees 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,113.26947,0.0,,-2
16,7/22/2025,6:41:56 PM,1,2,Danny Harris,,Right,Burlington bees 2025,Tyler Thompson,,Right,Normal cornbelters,Stretch,1,Bottom,0,0,1,Fastball,,Foul,,,,,,,86.47018589,0.464978209,-5.380711824,1941.8411,221.7716238,1:30,5.078153817,3.784240868,6.000000192,-21.10274793,17.17915917,12.94219998,3.753661383,0.152795176,77.22343607,-3.532100653,-2.935760327,0.445316006,,,,,,,,,,,,-8.818828221,9.134221486,-3.352161202,50.0,5.10397307,11.38342336,-125.1459061,0.361644864,-13.70354641,30.00660035,-17.98041468,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,57f032c7-f8e3-465a-bd04-82238f1a952d,86.72229277,5.079378314,3.790884704,0.449033277,-5.459482541,77.42727084,3.753491929,-0.15796327,-3.533301224,-3.014217497,0.445125052,13.6868738,16.02446506,-19.34646227,84.55099322,1832.19042,-643.2924077,94.35326197,-0.703692302,-0.331279633,-0.628546696,,,,,,,,,,,,,,,,,0.991183573,0.0,,,medium,high,13.9041061,54.85728577,54.66700175,Danny Rollins,,Burlington bees 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.171776,0.0,,-1
17,7/22/2025,6:42:15 PM,1,3,Danny Harris,,Right,Burlington bees 2025,Tyler Thompson,,Right,Normal cornbelters,Stretch,1,Bottom,0,0,2,Fastball,,StrikeCalled,Strikeout,,StrikeoutLooking,1.0,0.0,,86.42156625,-0.348193786,-9.60661509,1942.319577,223.7009646,1:30,5.071970183,6.092483793,6.000000192,-21.43839808,17.51578928,13.95822515,2.95722119,1.757274749,77.24251565,-4.376527685,-7.015730798,0.449209153,,,,,,,,,,,,-10.71326665,9.581154655,-5.310673808,50.0,5.03075061,20.53814397,-123.8982541,-1.42777243,-16.37381607,28.62572081,-17.53051748,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,9d998797-39da-48d9-99d6-0ff15702528f,86.67373659,5.07308903,6.099510824,-0.362358091,-9.687727873,77.4437927,2.957128472,-1.7624863,-4.376188502,-7.09586312,0.449026552,14.74212971,16.47999039,-17.03601676,72.26195533,1857.092106,-569.046792,95.61207782,-0.69123279,-0.292972793,-0.660578665,,,,,,,,,,,,,,,,,0.997231391,0.0,,,medium,high,24.96424021,79.02649743,54.66700175,Danny Rollins,,Burlington bees 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.836945,0.0,0.0,-1
18,7/22/2025,6:42:45 PM,2,1,Danny Harris,,Right,Burlington bees 2025,Cole Jones,,Right,Normal cornbelters,Stretch,1,Bottom,1,0,0,Fastball,,BallCalled,,,,,,,86.85990916,0.467961763,-4.731426859,2003.21612,220.9609106,1:15,5.093324615,3.884425112,6.000000192,-20.20017981,17.67595486,13.18455589,3.846393767,-0.575757011,77.56444514,-3.361575331,-2.236308906,0.442949635,,,,,,,,,,,,-8.735343676,9.402434052,-3.505785202,50.0,5.119876131,10.00128559,-125.8327404,0.397687239,-13.71796124,30.4260878,-17.40849134,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,119f1a76-fae5-43fd-ba52-f11a68f57572,87.11317364,5.09481702,3.89111954,0.449005509,-4.810272408,77.76799307,3.846018892,0.570616605,-3.365976156,-2.314346528,0.442758113,13.92800576,16.54641924,-15.22213085,66.40720384,1932.933582,-525.9682405,96.49151497,-0.728662424,-0.262561905,-0.632544321,,,,,,,,,,,,,,,,,0.978282941,0.0,,,medium,high,30.23351654,89.11502101,54.66700175,Danny Rollins,,Burlington bees 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,112.03708,0.0,,-1
19,7/22/2025,6:42:58 PM,2,2,Danny Harris,,Right,Burlington bees 2025,Cole Jones,,Right,Normal cornbelters,Stretch,1,Bottom,1,1,0,Fastball,,InPlay,,FlyBall,HomeRun,0.0,1.0,,86.88522594,-1.335161956,-7.375090178,2054.588621,219.8641604,1:15,4.975212643,4.84632211,6.000000192,-19.64677874,18.48862626,13.04383267,2.086511937,0.95916256,77.81958159,-5.04121331,-4.929814856,0.444463093,94.86862829,33.47670937,19.10050746,2714.065049,39.78127165,102.5546217,68.6726206,363.7376904,,25.19492421,5.514802539,-9.488521163,10.43576619,-4.249820808,50.0,4.8541236,15.8037806,-125.2522031,-3.55857139,-14.81096762,29.40587331,-15.88449378,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,a3797e9a-11f4-4b08-bb9a-db59cc705f51,87.13379688,4.976883007,4.852806266,-1.355955963,-7.451264183,78.02056547,2.085962399,-0.96414195,-5.04791022,-5.005433458,0.444280455,13.77019979,17.50363182,-16.0830593,56.94420476,1974.174293,-569.1838547,96.08611054,-0.737524547,-0.277030569,-0.615882787,25.89370335,74.77441192,52.32934246,1.028127673,3.477429105,2.625625239,154.842819,329.1334209,49.71161553,25.95041826,1.442902359,0.957379577,-0.128462939,-0.258692133,,,0.997606745,0.0,0.995078041,53.00926401,medium,high,38.75021571,-68.3313662,54.66700175,Danny Rollins,,Burlington bees 2025,2022-11,2.078,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,111.80948,0.5833333333333334,0.6234,-1
20,7/22/2025,6:43:41 PM,3,1,Danny Harris,,Right,Burlington bees 2025,Jackson Stanek,,Left,Normal cornbelters,Stretch,1,Bottom,1,0,0,Changeup,,Foul,,,,,,,80.19846004,0.584039109,-5.998804561,1957.781981,256.5889068,2:30,4.929792682,3.178907628,6.000000192,-37.28875093,7.261829471,21.05501737,2.368206481,0.662219937,71.90086302,-6.459359519,-2.023295274,0.480394698,,,,,,,,,,,,-13.39137219,3.730714796,-2.700693338,50.0,4.956006755,11.57526664,-115.9520302,0.109350432,-17.88632147,25.50901419,-27.1910827,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,2075cf55-8675-4ebc-981b-8d4bc44c4b60,80.39847995,4.924467913,3.18826577,0.64591163,-6.109235626,72.04484012,2.373059317,-0.669512382,-6.386036417,-2.132612261,0.480225727,22.10067124,5.254013193,6.191177124,61.18023306,1946.36338,211.1394799,99.41675827,-0.230583492,0.107846268,-0.967057618,,,,,,,,,,,,,,,,,0.996347478,0.0,,,medium,high,34.93779024,-22.82210145,54.66700175,Danny Rollins,,Burlington bees 2025,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,110.38044,0.0,,-2
21,7/22/2025,6:43:57 PM,3,2,Danny Harris,,Right,Burlington bees 2025,Jackson Stanek,,Left,Normal cornbelters,Stretch,1,Bottom,1,0,1,Fastball,,BallCalled,,,,,,,87.16265883,0.925733211,-6.404185343,2098.62785,221.4284384,1:30,5.279349051,4.842522187,6.000000192,-20.13730732,17.67916713,13.15345364,4.467088578,0.038277516,77.73555408,-2.883696093,-3.926677609,0.442600644,,,,,,,,,,,,-9.277981443,9.248153021,-4.326309161,50.0,5.343568014,13.71883755,-125.9050022,1.414951947,-14.59510787,30.32931787,-17.62586453,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,d51eef74-e782-4dca-9f1c-902c1f6a2c3d,87.41716552,5.281024734,4.849304679,0.904260859,-6.484923538,77.94442957,4.466543902,-0.043717545,-2.890454829,-4.008102723,0.442410899,13.9187231,16.60457924,-21.83356565,66.39268181,1948.089303,-780.5042741,92.82681075,-0.695999405,-0.371911711,-0.614220244,,,,,,,,,,,,,,,,,0.996432283,0.0,,,medium,high,30.24658637,76.62721861,54.66700175,Danny Rollins,,Burlington bees 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,111.90623,0.0,,-1
22,7/22/2025,6:44:14 PM,3,3,Danny Harris,,Right,Burlington bees 2025,Jackson Stanek,,Left,Normal cornbelters,Stretch,1,Bottom,1,1,1,Fastball,,StrikeSwinging,,,,,,,86.66601806,-0.291260613,-5.61213203,2011.411858,220.4855227,1:15,4.850462603,4.459202228,6.000000192,-20.26481862,17.84579658,12.9034897,2.889725747,-0.301868023,77.49819257,-4.126770307,-3.176943746,0.444318608,,,,,,,,,,,,-8.862423481,9.748330371,-4.008080165,50.0,4.814877628,11.91770531,-125.3897075,-1.274447844,-13.83581186,29.9428577,-16.95518025,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,78808655-4c0c-4c00-b9bf-cf4e3e082878,86.9151117,4.85194289,4.465629973,-0.310220167,-5.689135114,77.7012939,2.889330807,0.296807329,-4.131394436,-3.254109205,0.444132379,13.63283007,16.75762077,-17.6401123,84.26527698,1916.832752,-609.5324971,95.29787467,-0.724807085,-0.30303714,-0.618727065,,,,,,,,,,,,,,,,,0.996594542,0.0,,,medium,high,14.16125072,50.4642322,54.66700175,Danny Rollins,,Burlington bees 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,112.07909,0.0,,-1
23,7/22/2025,6:44:33 PM,3,4,Danny Harris,,Right,Burlington bees 2025,Jackson Stanek,,Left,Normal cornbelters,Stretch,1,Bottom,1,1,2,Fastball,,HitByPitch,,,,,,,87.22160074,0.588447021,-8.218015362,2087.55942,225.3487907,1:30,5.007543441,4.211051598,6.000000192,-21.38811835,16.62801158,13.5009735,3.77779271,2.354449539,77.83333914,-3.44322964,-5.693800172,0.443767481,,,,,,,,,,,,-10.04712096,8.792385317,-3.544859809,50.0,5.043567683,17.70235132,-125.5019944,0.632183002,-15.72780993,29.7845648,-18.41040867,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,740d88b9-7240-470a-b84b-37210c33ac56,87.47841417,5.008849101,4.218479223,0.571814303,-8.303998924,78.03864932,3.777583335,-2.360104085,-3.444730135,-5.778413708,0.443580183,14.32315315,15.5666295,-27.69677306,61.60543383,1848.366449,-970.2812996,88.54198026,-0.62226344,-0.464792183,-0.629886052,,,,,,,,,,,,,,,,,0.997221814,0.0,,,medium,high,34.55510955,64.70322703,54.66700175,Danny Rollins,,Burlington bees 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.09578,0.0,,-1
24,7/22/2025,6:45:07 PM,4,1,Danny Harris,,Right,Burlington bees 2025,Nolan Mccrossin,,Right,Normal cornbelters,Stretch,1,Bottom,1,0,0,Fastball,,Foul,,,,,,,84.0784963,2.528544967,-6.126889406,,,,3.902040295,4.582944444,6.000000192,,,,3.05305852,1.133152225,75.00816332,-4.761094375,-6.126889406,,68.13134335,60.70563519,7.894644769,2194.660237,33.68450783,104.7155859,94.87002517,167.6939007,,16.5689678,5.088692071,,,,,,,,,,,,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,9591c674-1407-43be-8f59-6b2670c78c63,84.31855954,3.895515852,4.582944444,2.605120522,-6.126889406,75.19068461,3.059088892,-1.133152225,-4.669756397,-6.126889406,0.459853666,,,,,,,,,,,4.578825582,33.02048745,59.41853004,1.556451473,1.119904139,3.284767825,47.82114969,160.7307748,21.7457796,-14.15004562,0.269795217,0.759443679,0.650569158,-0.002251449,,,,0.0,0.983515604,29.9141949,low,high,,,54.66700175,Danny Rollins,,Burlington bees 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,111.366196,0.0,,-1
25,7/22/2025,6:45:44 PM,4,2,Danny Harris,,Right,Burlington bees 2025,Nolan Mccrossin,,Right,Normal cornbelters,Stretch,1,Bottom,1,0,1,Fastball,,StrikeCalled,,,,,,,86.34909934,-0.360649868,-7.041497946,2069.314781,220.785066,1:15,4.907841868,4.240079836,6.000000192,-20.31778527,18.24878722,13.30663147,2.876955534,1.228506023,77.21194517,-4.198178045,-4.54251645,0.446968631,,,,,,,,,,,,-9.54019844,9.986131975,-3.671332466,50.0,4.866454273,14.97588548,-124.5944647,-1.422367915,-14.72178045,29.3132088,-16.76413506,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,84aafa3b-48f1-4874-b164-4dc368babd0e,86.59981839,4.90945515,4.246849978,-0.380892399,-7.120753167,77.41378853,2.876482415,-1.233705105,-4.203744716,-4.620978797,0.446780629,14.06055224,17.20401796,-17.17958056,81.07093084,1976.989585,-611.2085106,95.5383687,-0.723383416,-0.295367586,-0.624078859,,,,,,,,,,,,,,,,,0.993719004,0.0,,,medium,high,17.03616224,55.03354989,54.66700175,Danny Rollins,,Burlington bees 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.39344,0.0,,-1
26,7/22/2025,6:45:59 PM,4,3,Danny Harris,,Right,Burlington bees 2025,Nolan Mccrossin,,Right,Normal cornbelters,Stretch,1,Bottom,1,0,2,Slider,,StrikeSwinging,Strikeout,,StrikeoutSwinging,1.0,0.0,,77.70408073,0.458994665,-3.879473285,2319.176114,66.19757626,8:15,4.834829125,3.246985198,6.000000192,-45.73034887,1.78278237,-7.573946814,1.451542144,0.995255118,69.84868456,-8.166454867,-5.313975023,0.49611042,,,,,,,,,,,,2.711322615,0.801080722,-2.926139707,50.0,4.845972207,7.850186296,-112.6429647,-0.372541695,3.388568452,25.66186802,-31.17287147,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,da30affd-b349-45d9-b49c-036c544efa89,77.90950204,4.825784844,3.249045371,0.565045954,-3.90434665,69.99428418,1.459427135,-0.996522852,-8.047838723,-5.332758804,0.495913541,-7.335192013,-1.119954959,-73.48063962,7.324269853,659.4329242,-2223.449137,28.43393049,0.114754794,-0.958723714,0.260154142,,,,,,,,,,,,,,,,,0.964902795,0.0,,,medium,high,83.40815713,48.08676173,54.66700175,Danny Rollins,,Burlington bees 2025,2022-11,0.0,8.025957668749996,16.509717613870965,19.385442255967742,-0.8537711067812499,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,99.40956,0.0,0.0,-2
27,7/22/2025,6:46:32 PM,5,1,Danny Harris,,Right,Burlington bees 2025,Caleb Royer,,Left,Normal cornbelters,Stretch,1,Bottom,2,0,0,Fastball,,InPlay,,LineDrive,Single,0.0,0.0,,86.08233958,-0.551691551,-5.822547387,2080.156159,219.6834114,1:15,4.99990382,3.795723569,6.000000192,-20.30150252,18.3438001,12.85233972,2.792698284,0.563392307,77.02044008,-4.391947009,-3.398971977,0.447424621,95.04919794,7.55728093,17.38415519,2072.756831,39.48000775,102.6709744,1.640495606,118.6874208,,21.30702482,0.968201858,-8.897813604,10.10356592,-3.327263402,50.0,4.94296014,12.29629021,-124.4989112,-1.83584349,-13.70030447,29.42048301,-16.61720207,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,aafced38-64b2-4030-8d43-545813d776ba,86.33076017,5.001566646,3.802299796,-0.572576738,-5.900032129,77.22194753,2.792196922,-0.568428336,-4.398126811,-3.476071744,0.447236043,13.5862657,17.27212144,-18.23696169,80.04139944,1975.670674,-650.9800568,94.97703647,-0.730928516,-0.312947686,-0.606471146,28.15183088,89.91973679,12.50061528,0.669324809,1.105004904,2.762694195,43.12690911,110.5747419,-0.748708548,-28.26245324,-0.273222615,-0.451370224,0.219919122,-0.864812408,,,0.997624486,0.0,0.757065476,54.6896849,medium,high,17.9627405,62.17726749,54.66700175,Danny Rollins,,Burlington bees 2025,2022-11,0.891,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,112.24702,0.5833333333333334,0.7487,-1
28,7/22/2025,6:47:06 PM,6,2,Danny Harris,,Right,Burlington bees 2025,Jack Novak,,Right,Normal cornbelters,Stretch,1,Bottom,2,0,1,Slider,,BallCalled,,,,,,,76.56389787,1.084935984,-6.082996736,2371.122267,66.06982274,8:15,4.458484992,4.230548131,6.000000192,-46.98475493,2.371576207,-8.412212662,1.557252035,2.145306057,68.72562996,-7.755180611,-7.664907121,0.505641787,,,,,,,,,,,,2.341437381,0.889050819,-3.728353381,50.0,4.520353381,12.01578959,-110.589988,0.819790281,2.815864008,25.03380801,-31.10485755,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,3621614b-3e52-4ad4-af02-13abaae5a7e1,76.77130041,4.449162683,4.232408303,1.193190854,-6.105231014,68.87139131,1.565294211,-2.146389871,-7.633819931,-7.680852413,0.505438831,-8.196741141,-0.691543849,-71.07059605,1.187488426,769.1989206,-2242.889615,32.4402892,0.131585294,-0.945919005,0.296517363,,,,,,,,,,,,,,,,,0.995086823,0.0,,,medium,high,88.93126042,30.31448825,54.66700175,Danny Rollins,,Burlington bees 2025,2022-11,0.0,9.166140528749992,15.920923776870964,20.22370810396774,-1.47971242578125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99.73898,0.0,,-1
