PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel,RunValue,ff_diff,ivb_diff,hb_diff,ang_diff,PitchType_Changeup,PitchType_Curveball,PitchType_Cutter,PitchType_Fastball,PitchType_Slider,PitchType_Splitter,PitchType_Knuckleball,PitchType_Sinker,Vert Strike,Horz Strike,Strike?,Foul?,In Play?,Swing Strike?,Swing?,Ball Called?,First Pitch,In Strike Zone?,Chase?,In-zone take,In-zone whiff,In-zone/swing,LA<10,Ground Ball?,Fly Ball?,EV>90,EV>100,EV>105,Stuff+,xBA,xWOBA,Good Swing Decision
177,7/22/2025,8:09:16 PM,4,3,Danny Harris,,Right,Burlington bees 2025,Nolan Mccrossin,,Right,Normal cornbelters,Stretch,5,Bottom,2,0,2,Changeup,,Foul,,,,,,,77.93379725,1.315838056,-6.992833182,1689.707053,251.592135,2:30,4.970470151,4.372087069,6.000000192,-38.16844079,9.17919307,19.45537782,3.022079902,0.538189256,69.77381229,-5.885324887,-3.332551925,0.495245642,,,,,,,,,,,,-12.8421332,4.523521842,-3.810933273,50.0,5.056325323,13.24503752,-112.4381388,1.530169063,-16.14282284,23.82523636,-26.48789055,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,e0f66c48-3dec-4b57-a155-cded9038a3f2,78.14257936,4.965895724,4.381421388,1.3681771,-7.102317581,69.92613983,3.026409316,-0.545328876,-5.818694067,-3.440314397,0.495061699,20.49740241,7.198628993,-4.771681819,70.5229984,1683.850689,-140.5588249,99.65340949,-0.314684825,-0.083185322,-0.94554411,,,,,,,,,,,,,,,,,0.995552264,0.0,,,medium,high,26.52930144,10.20977852,54.66700175,Danny Rollins,,Burlington bees 2025,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,113.205055,0.0,,-2
178,7/22/2025,8:09:40 PM,4,4,Danny Harris,,Right,Burlington bees 2025,Nolan Mccrossin,,Right,Normal cornbelters,Stretch,5,Bottom,2,0,2,Fastball,,BallCalled,,,,,,,85.30855712,-1.686714473,-4.890260838,1887.634972,209.2495393,1:00,5.234438497,1.834270281,6.000000192,-19.46927921,19.7915575,9.360651922,2.03819475,1.94172154,76.503257,-5.365446853,-3.122160369,0.450973786,,,,,,,,,,,,-6.696543676,11.26632702,-1.44039371,50.0,5.085217438,10.27970154,-123.5201792,-4.250800466,-10.1492128,28.96489279,-15.0989201,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,edd5f6ed-9f1e-4ad6-92eb-89ab333fbb02,85.55704157,5.236319984,1.838983942,-1.710403514,-4.946637665,76.70826731,2.037495605,-1.945481428,-5.374454402,-3.178735603,0.450777901,9.892380726,18.71836992,-17.27236922,59.77734224,1802.510366,-560.4660249,95.49040961,-0.833153762,-0.296914411,-0.466579726,,,,,,,,,,,,,,,,,0.992703126,0.0,,,medium,high,36.20039198,-12.02947043,54.66700175,Danny Rollins,,Burlington bees 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,111.90324,0.0,,-1
179,7/22/2025,8:09:57 PM,4,5,Danny Harris,,Right,Burlington bees 2025,Nolan Mccrossin,,Right,Normal cornbelters,Stretch,5,Bottom,2,1,2,Slider,,BallCalled,,,,,,,75.40442681,2.249552174,3.064808893,2093.68225,69.71850705,8:15,4.750574392,-0.34376635,6.000000192,-50.27886414,0.412760585,-10.38441047,2.526605348,-0.880871992,67.40460429,-7.537172526,-3.9604862,0.510397731,,,,,,,,,,,,6.646957544,-1.556291102,0.099835126,50.0,4.904307326,-5.574629055,-109.3478696,2.895929373,7.855209544,23.58486403,-34.01323581,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,d50171f0-a94e-4299-9d78-4c32d9967589,75.59227843,4.739297114,-0.342954332,2.382641866,3.054715729,67.53544325,2.53544801,0.880636977,-7.4010371,-3.963814232,0.51021084,-10.29663056,-2.762057231,-63.66863999,12.90791676,928.6774554,-1876.449718,44.35617944,0.153753017,-0.896243792,0.416061384,,,,,,,,,,,,,,,,,0.997211357,0.0,,,medium,high,78.38287492,53.18471797,54.66700175,Danny Rollins,,Burlington bees 2025,2022-11,0.0,10.325611588749993,17.879739398870964,22.195905911967742,-2.6443286157812502,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,101.734184,0.0,,-2
180,7/22/2025,8:10:14 PM,4,6,Danny Harris,,Right,Burlington bees 2025,Nolan Mccrossin,,Right,Normal cornbelters,Stretch,5,Bottom,2,2,2,Slider,,InPlay,,GroundBall,Out,1.0,0.0,,75.90483635,2.543584829,-3.672418041,2098.008797,80.22615171,8:45,4.859240013,3.623196045,6.000000192,-46.97502514,2.899757607,-9.787966407,3.315067743,0.610271661,67.9154432,-6.349774376,-5.526408033,0.508290545,87.4317434,-3.349985308,-15.55345722,2184.577591,,,,31.68679922,,-14.23659642,0.243999163,3.983055698,0.655343738,-3.318016,50.0,5.039947541,7.324017849,-109.9541987,3.614355562,4.741956682,24.49572737,-31.39384166,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,652b1a88-dc58-463a-95b3-7164fe35109c,76.11289699,4.850286585,3.623875683,2.649659139,-3.6809078,68.06483423,3.323211543,-0.610496033,-6.227418255,-5.529466126,0.508084282,-9.70373964,-0.116246401,-65.89830092,39.63276633,856.7376705,-1915.108738,40.83575205,0.069322654,-0.912822072,0.402430409,-23.40365413,84.08612324,-5.109071,0.529848668,1.707779532,3.317976949,-7.792625141,30.71364905,1.04456663,-4.454758666,-0.042048049,-0.946106758,-0.127372351,0.297755413,,,0.984482819,0.0,0.996221963,51.30923588,medium,high,125.6694897,-4.163924262,54.66700175,Danny Rollins,,Burlington bees 2025,2022-11,0.0,9.82520204875,15.392742376870965,21.599461848967742,-2.93836127078125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,101.00195,0.5,0.3564,-1
181,7/22/2025,8:12:23 PM,1,1,Brady Banker,,Right,Normal cornbelters,Danny Rollins,,Right,Burlington bees 2025,Stretch,6,Top,0,0,0,Fastball,,Foul,,,,,,,86.07978437,-0.250172139,0.914279414,1778.770833,118.8739761,10:00,5.139582153,0.006318339,6.000000192,-26.71338284,11.70641045,-17.30598472,2.680927318,0.586049495,77.09838165,-5.313313516,-2.377234051,0.446117268,,,,,,,,,,,,9.685983274,6.423998756,-0.070801703,50.0,5.103773301,-1.457994406,-125.0893788,-1.377091973,14.98406838,30.79508281,-22.2362215,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,a19696ea-3f35-43ab-be15-bf7499565e74,86.31084606,5.13784872,-0.001882768,-0.230828422,1.011181758,77.27632004,2.682972071,-0.579794089,-5.281696984,-2.28175873,0.445934683,-18.21353707,10.09540853,3.036047785,85.67060467,1776.274168,94.2112393,99.85964098,-0.482206922,0.052964237,0.874454844,,,,,,,,,,,,,,,,,0.993959128,0.0,,,medium,high,12.8964558,53.45432853,54.66700175,Kannan Kleine,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,110.03013,0.0,,-2
182,7/22/2025,8:12:54 PM,1,2,Brady Banker,,Right,Normal cornbelters,Danny Rollins,,Right,Burlington bees 2025,Stretch,6,Top,0,0,1,Fastball,,Foul,,,,,,,85.83122858,-0.591930376,0.002310312,1739.512737,129.8196057,10:15,5.091905719,0.708591369,6.000000192,-23.8863038,14.75177695,-15.09905225,2.55122438,0.547515861,76.88431926,-5.117041409,-2.868394608,0.447382812,,,,,,,,,,,,8.174530829,8.191493515,-0.700059405,50.0,5.029893536,0.463240836,-124.7381348,-2.029524011,12.57426289,30.63493922,-19.57369428,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,869dd7cd-1500-4afc-802a-b9d5dda5c65b,86.06929705,5.09144037,0.701688228,-0.587596973,0.084743933,77.07374187,2.552344211,-0.542093214,-5.099428262,-2.785891493,0.447191641,-15.87050289,13.26344512,0.395139881,85.02342034,1739.47137,11.99644056,99.99762193,-0.640357328,0.006896437,0.768046178,,,,,,,,,,,,,,,,,0.996910024,0.0,,,medium,high,13.4789217,68.13211953,54.66700175,Kannan Kleine,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,109.45477,0.0,,-2
183,7/22/2025,8:13:38 PM,1,3,Brady Banker,,Right,Normal cornbelters,Danny Rollins,,Right,Burlington bees 2025,Stretch,6,Top,0,0,2,Fastball,,BallCalled,,,,,,,90.12887526,0.368265664,-4.367203029,1882.455994,122.6320564,10:00,5.014676012,3.302337818,6.000000192,-23.21842575,12.79705129,-16.8965718,3.474837638,1.706320142,79.54696251,-3.865410929,-4.715948832,0.428492363,,,,,,,,,,,,7.587679948,6.759616382,-2.936180238,50.0,5.031704039,10.51773035,-130.5522711,0.107595496,12.70369362,35.14087011,-20.85674362,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,70727885-0243-4745-950c-9e3c62042740,90.37592124,5.014073319,3.294193878,0.374266881,-4.271565316,79.73892062,3.476103034,-1.700088658,-3.845728747,-4.621222506,0.42830096,-17.7808535,11.28624331,2.199831697,94.95049897,1881.068679,72.25783645,99.92630292,-0.538844638,0.038384874,0.841530188,,,,,,,,,,,,,,,,,0.996346068,0.0,,,medium,high,4.544550931,-21.93489196,54.66700175,Kannan Kleine,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,109.48254,0.0,,-1
184,7/22/2025,8:14:04 PM,1,4,Brady Banker,,Right,Normal cornbelters,Danny Rollins,,Right,Burlington bees 2025,Stretch,6,Top,0,1,2,Fastball,,InPlay,,GroundBall,Out,1.0,0.0,,87.60534703,-1.417124025,0.278476133,1859.869714,126.5351268,10:15,5.107099911,0.437812187,6.000000192,-23.03588154,14.05847362,-16.20867044,1.87009272,0.654094424,78.56601789,-5.773281687,-2.802865356,0.438354466,,,,,,,,,,,,8.869938887,8.100529616,-0.451131201,50.0,4.978335179,-0.105530727,-127.2864784,-3.87817798,14.21325076,31.79732493,-19.19370551,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,7df12583-8dd6-479c-865a-659ea74149f0,87.83985425,5.106495411,0.430661489,-1.410868296,0.364689377,78.75251997,1.871265333,-0.648430359,-5.755017952,-2.716350369,0.43817495,-17.01643623,12.63211744,-3.615063746,66.31161173,1856.168918,-117.2701997,99.80101855,-0.594130935,-0.063052911,0.801893237,,,,,,,,,,,,,,,,,0.988709491,0.0,,,medium,high,30.31954945,11.44031186,54.66700175,Kannan Kleine,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,109.564316,0.0,0.0,-1
185,7/22/2025,8:14:53 PM,2,1,Brady Banker,,Right,Normal cornbelters,Colin Schmitke,,Right,Burlington bees 2025,Stretch,6,Top,1,0,0,Slider,,BallCalled,,,,,,,76.82262733,-0.1668819,0.175391367,1881.879108,195.9961559,12:30,5.406725816,1.134244653,6.000000192,-41.99333263,6.242481843,2.460577559,1.752181105,-1.502300929,69.13888531,-8.103379442,0.643621263,0.499869145,,,,,,,,,,,,-1.271005038,3.437587369,-1.149951935,50.0,5.368884183,-0.41006938,-111.6493844,-1.490699629,-1.56599744,24.58103179,-27.93861947,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,e17da414-5808-449c-9e72-5cdf24a3663c,77.03914527,5.400342096,1.130546271,-0.092335715,0.219922916,69.3016255,1.758167844,1.504896549,-8.011826241,0.683152659,0.499654087,2.039451582,3.725628753,80.51404427,22.89860536,310.1446511,1856.14635,16.48058314,-0.15842458,0.98632603,-0.045416015,,,,,,,,,,,,,,,,,0.995060608,0.0,,,medium,high,110.6087448,-17.12796542,54.66700175,Kannan Kleine,,Normal cornbelters,2022-11,0.0,9.636608144285717,7.473880599500001,-18.736315024714287,0.20699307592857144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,99.59606,0.0,,-1
186,7/22/2025,8:15:10 PM,2,2,Brady Banker,,Right,Normal cornbelters,Colin Schmitke,,Right,Burlington bees 2025,Stretch,6,Top,1,1,0,Fastball,,BallCalled,,,,,,,86.79839515,-1.664805696,2.34070626,1889.785565,125.588223,10:15,5.05919386,0.687199768,6.000000192,-23.80648019,13.97672984,-16.61422809,1.526332518,-1.479329335,77.90367767,-6.166095498,-0.815156414,0.442405939,,,,,,,,,,,,9.784003577,8.127647874,-0.868350808,50.0,4.909657297,-4.629310415,-126.0144829,-4.413049838,15.40043872,30.64650505,-19.38078535,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,1d47cc08-1ce5-43a0-894a-08b31ecc0196,87.03059995,5.058440046,0.679618183,-1.656879089,2.43036774,78.08580913,1.527601971,1.485171821,-6.146157512,-0.726251338,0.442227385,-17.45484462,12.58990834,-1.242505367,71.81467153,1889.341224,-40.97831835,99.9764872,-0.581818993,-0.02168411,0.813029187,,,,,,,,,,,,,,,,,0.972105681,0.0,,,medium,high,25.36679562,-27.71138075,54.66700175,Kannan Kleine,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,109.410385,0.0,,-1
187,7/22/2025,8:15:30 PM,2,3,Brady Banker,,Right,Normal cornbelters,Colin Schmitke,,Right,Burlington bees 2025,Stretch,6,Top,1,2,0,Fastball,,BallCalled,,,,,,,86.98642142,-2.825204985,3.074698367,1915.433807,126.0437771,10:15,4.947875271,0.293247515,6.000000192,-23.4439226,14.23452369,-16.64454729,0.362568811,-1.766553306,78.23153964,-7.244673222,-0.083121013,0.441792171,,,,,,,,,,,,10.03473673,8.648762864,-0.53429142,50.0,4.703645813,-6.251094211,-126.1226917,-6.970523988,15.84440454,30.37201194,-18.51803636,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,2112f856-95cd-455f-b86e-d036dd0028da,87.21477677,4.947241694,0.285721746,-2.818562008,3.164210702,78.41160563,0.363735577,1.772429964,-7.226325546,0.005924723,0.441618504,-17.48498976,12.9205872,-0.138138337,88.69664823,1915.42824,-4.618046724,99.99970936,-0.588401504,-0.002410966,0.808565308,,,,,,,,,,,,,,,,,0.963405547,0.0,,,medium,high,10.17301659,82.851606,54.66700175,Kannan Kleine,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,107.94018,0.0,,-1
188,7/22/2025,8:15:52 PM,2,4,Brady Banker,,Right,Normal cornbelters,Colin Schmitke,,Right,Burlington bees 2025,Stretch,6,Top,1,3,0,Fastball,,Foul,,,,,,,84.75986714,-0.093821554,-0.52389115,1791.198054,124.8763183,10:15,5.071444158,1.161276093,6.000000192,-25.97931315,13.68452426,-16.46465582,2.819300403,0.697693318,75.88431054,-5.017211942,-3.653836586,0.453282432,,,,,,,,,,,,8.731649316,7.443157737,-1.109102439,50.0,5.048813087,1.62999185,-123.1722027,-0.996514048,13.07997091,30.14440102,-21.02423319,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,7d7ec973-e45a-4870-932e-79938398b6ed,84.99114009,5.070379795,1.153819643,-0.082141042,-0.433882807,76.06885139,2.820960453,-0.69163928,-4.991762521,-3.562627375,0.453090088,-17.30643847,12.04878735,0.322315347,76.95932311,1791.169712,10.07626716,99.99841771,-0.571797789,0.005625434,0.820375306,,,,,,,,,,,,,,,,,0.984708497,0.0,,,medium,high,20.7366092,-17.26767657,54.66700175,Kannan Kleine,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,109.679016,0.0,,-2
189,7/22/2025,8:16:09 PM,2,5,Brady Banker,,Right,Normal cornbelters,Colin Schmitke,,Right,Burlington bees 2025,Stretch,6,Top,1,3,1,Fastball,,Foul,,,,,,,85.31219684,1.867811428,-1.406269975,,,,4.177836291,1.81659651,6.000000192,,,,2.830830677,-0.509355583,76.23675322,-5.160315013,-1.406269975,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,4e48106e-7607-4f04-bb17-be56fb4e8b19,85.55193598,4.171474172,1.81659651,1.941850093,-1.406269975,76.41845998,2.836578542,0.509355583,-5.073130832,-1.406269975,0.450417863,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.66700175,Kannan Kleine,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,108.89622,0.0,,-2
190,7/22/2025,8:16:36 PM,2,6,Brady Banker,,Right,Normal cornbelters,Colin Schmitke,,Right,Burlington bees 2025,Stretch,6,Top,1,3,2,Fastball,,InPlay,,,Single,0.0,0.0,,86.17014679,-0.832241734,1.787860165,1854.904842,129.9277997,10:15,4.973174683,0.523806559,6.000000192,-23.1880862,15.12435269,-15.56067555,2.266922719,-0.889248972,77.21471906,-5.225289602,-1.169585672,0.445493551,74.91056496,20.0384837,-34.36370081,,-62.47811129,90.53444432,20.81644765,186.9168367,,-34.5084596,2.229133444,9.031722908,8.468631555,-0.660482622,50.0,4.891934637,-3.422348772,-125.1788406,-2.542023292,14.01723075,30.42446262,-19.03073642,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,3f23599a-3346-41a6-9834-e82066dc33f0,86.40826645,4.972864223,0.516699915,-0.829674512,1.871831534,77.40282325,2.267891204,0.894751738,-5.209861799,-1.086176146,0.445306259,-16.34682812,13.73218677,-1.890639896,94.09293282,1853.895067,-61.19684143,99.9455619,-0.641472387,-0.032991903,0.766436372,-39.72314097,58.0931018,25.668197,-0.983482325,0.788466837,2.267291441,-105.8936051,154.0274269,,,,,,,,,0.989062865,0.0,,37.76837251,medium,high,5.316360462,19.03628185,54.66700175,Kannan Kleine,,Normal cornbelters,2022-11,0.891,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,109.722565,1.0,0.72305,-1
191,7/22/2025,8:17:23 PM,3,1,Brady Banker,,Right,Normal cornbelters,Jeremy Figueroa,,Right,Burlington bees 2025,Stretch,6,Top,1,0,0,Fastball,,BallCalled,,,,,,,85.91338027,-2.440400307,2.060264526,1839.10509,126.1576704,10:15,5.002237508,0.882857731,6.000000192,-24.54604241,14.03641115,-16.43856483,0.685800695,-1.428599785,77.24614969,-7.070227209,-1.062287472,0.447060648,,,,,,,,,,,,9.592077434,8.42230258,-1.041232022,50.0,4.788997591,-3.974954506,-124.6940538,-6.080440457,14.78621138,29.9670506,-19.19104908,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,83bff047-f01c-4238-b358-28dc31f9e1ea,86.1399035,5.001177933,0.875799349,-2.428647731,2.145067517,77.42561799,0.687333061,1.434214981,-7.046517169,-0.977007704,0.446882324,-17.23354128,12.59561441,-6.225653631,73.31136913,1828.258983,-199.4407718,99.41025086,-0.586529756,-0.108444467,0.802634813,,,,,,,,,,,,,,,,,0.99358285,0.0,,,medium,high,24.01976778,-18.75763697,54.66700175,Kannan Kleine,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,108.84679,0.0,,-1
192,7/22/2025,8:17:45 PM,3,2,Brady Banker,,Right,Normal cornbelters,Jeremy Figueroa,,Right,Burlington bees 2025,Stretch,6,Top,1,1,0,Fastball,,InPlay,,FlyBall,Out,1.0,0.0,,85.51544408,-1.005303208,0.563254547,1803.365216,124.140933,10:15,5.035540012,0.642351803,6.000000192,-25.580484,13.3398636,-16.5606217,1.969369417,0.214197998,76.69731959,-5.845592755,-2.585496755,0.449013995,86.46777475,45.75739258,19.62091839,,36.59205667,103.735343,83.27369569,287.0507141,,19.54775956,4.785004233,9.159049291,7.568840909,-0.678665218,50.0,4.938862306,-0.709812999,-124.2643568,-2.971247679,13.98798328,30.30362116,-20.61468172,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,a8fe7471-a832-4d26-889c-2f9ae921dd31,85.74733847,5.034046705,0.635105601,-0.988787294,0.648779674,76.87699559,1.971220211,-0.208642362,-5.817074986,-2.500862696,0.448827206,-17.36094463,11.74737793,-9.270746762,69.09607467,1779.809834,-290.5220411,98.69380968,-0.553899693,-0.161099947,0.816848784,20.25800329,56.82542313,61.94481948,0.217214963,1.825868742,2.098644991,96.04501403,270.5059477,,,,,,,,,0.996180269,0.0,,45.89475222,medium,high,27.81353279,-40.98534038,54.66700175,Kannan Kleine,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,109.2737,0.0,0.0,-1
193,7/22/2025,8:18:29 PM,4,1,Brady Banker,,Right,Normal cornbelters,Caleb Klein,,Right,Burlington bees 2025,Stretch,6,Top,2,0,0,Fastball,,BallCalled,,,,,,,85.58536353,-0.453221922,2.387503028,1903.615908,126.7553583,10:15,4.885447613,0.985305902,6.000000192,-24.3948593,14.4608952,-16.50584339,2.430946224,-1.830034281,76.65220065,-5.077091591,-0.748675892,0.448641244,,,,,,,,,,,,9.747026565,7.979387233,-1.170342911,50.0,4.834385393,-4.671352333,-124.2925537,-1.739129695,14.91647452,29.95653382,-19.9627023,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,f8e3dfc6-d70c-4f5e-94a7-253178def5ff,85.81800087,4.884803652,0.977900448,-0.446590447,2.476562134,76.83830692,2.432210549,1.836007736,-5.057264615,-0.65859924,0.448456894,-17.34034002,13.02220637,-0.718615802,70.80113629,1903.466183,-23.87492816,99.99213475,-0.598352466,-0.012541883,0.801134837,,,,,,,,,,,,,,,,,0.981377535,0.0,,,medium,high,26.27897734,11.58280856,54.66700175,Kannan Kleine,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,108.41321,0.0,,-1
194,7/22/2025,8:18:48 PM,4,2,Brady Banker,,Right,Normal cornbelters,Caleb Klein,,Right,Burlington bees 2025,Stretch,6,Top,2,1,0,Slider,,BallCalled,,,,,,,78.49735623,0.144482541,0.923895472,,,,4.966458588,0.534888014,6.000000192,,,,1.462492207,-1.39362505,70.58969047,-8.111646536,0.923895472,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,c5ae1af9-3252-4aa3-b18c-ab157deda21f,78.70902393,4.959083283,0.534888014,0.231843917,0.923895472,70.74508888,1.469190258,1.39362505,-8.009958231,0.923895472,0.489240582,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.66700175,Kannan Kleine,,Normal cornbelters,2022-11,0.0,7.961879244285726,,,-0.10437136507142855,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,105.80703,0.0,,-1
