PlayResult,TaggedHitType,ExitSpeed,Angle,xBA
0,GroundBall,71.16000621016873,-4.411109258,0.03125520795583725
0,LineDrive,86.23837709966926,16.276211189987777,0.0456940196454525
1,GroundBall,86.93599563732714,7.498435349880568,0.6983757019042969
0,GroundBall,,,0.5640818476676941
0,GroundBall,,,0.5640818476676941
0,GroundBall,59.26003492952422,-6.015963509,0.21468009054660797
0,FlyBall,75.80325529267519,34.33389315698502,0.009020880796015263
0,FlyBall,81.21048257288727,54.15761891247061,0.015413208864629269
0,FlyBall,88.95934694582508,33.18634260563753,0.006774398498237133
1,GroundBall,90.12364648075402,-12.91915643,0.865372359752655
0,FlyBall,65.88954858213528,39.603475381625564,0.2059449851512909
1,GroundBall,,,0.5640818476676941
1,LineDrive,70.64454692899344,24.74053775967177,0.8767490983009338
1,LineDrive,79.26339234019117,9.393134688291552,0.8573111891746521
1,LineDrive,88.53953844361457,14.99354715549482,0.9621940851211548
0,Popup,,,
0,LineDrive,65.25101884573425,17.228443114674963,0.016965679824352264
0,GroundBall,,,0.5640818476676941
0,GroundBall,86.71668955567722,6.329923965797515,0.33292651176452637
0,GroundBall,,,0.5640818476676941
0,GroundBall,79.18462682789415,-9.145533202,0.006294559221714735
1,FlyBall,93.53178762200945,26.827657243765568,0.4723168909549713
0,GroundBall,,,0.5640818476676941
1,GroundBall,,,0.5640818476676941
1,GroundBall,87.05282644857438,-1.30831605,0.929434061050415
0,GroundBall,93.61009124757338,4.762413378652832,0.055971331894397736
0,Popup,63.89987859870602,55.364070231840046,
0,LineDrive,87.12456884909513,27.77651160013837,0.8747831583023071
0,FlyBall,,,0.05988346412777901
0,Popup,68.86331129247196,74.12130004503007,
0,Popup,53.66956457622179,41.485950412816834,
1,LineDrive,74.80383988,15.357795982782504,0.7123311161994934
0,GroundBall,,,0.5640818476676941
0,GroundBall,,,0.5640818476676941
1,LineDrive,82.86560255086242,13.485468570838616,0.8790662884712219
0,GroundBall,,,0.5640818476676941
1,FlyBall,67.61684548677829,29.461287263138765,0.7163441777229309
1,FlyBall,89.26270931917692,27.572452588996857,0.6857410073280334
0,GroundBall,57.05781841234706,1.1302235291644027,0.14592759311199188
1,LineDrive,71.87896958910845,19.14327670940224,0.021720148622989655
0,GroundBall,,,0.5640818476676941
0,FlyBall,85.75441954,32.93397332232016,0.008621659129858017
0,GroundBall,,,0.5640818476676941
0,LineDrive,89.12927859807547,21.37028255887641,0.24365627765655518
0,GroundBall,70.03516069220163,-0.601248074,0.01577126234769821
1,LineDrive,100.38033732976582,18.349750500983014,0.6005949974060059
0,FlyBall,76.88682886081617,33.38067363234378,0.006774398498237133
0,GroundBall,,,0.5640818476676941
1,LineDrive,97.22242594,3.3776368277676827,0.9925000071525574
0,FlyBall,79.50097722,23.33312765664652,0.042225904762744904
0,GroundBall,,,0.5640818476676941
0,GroundBall,76.20994333900217,-21.03072189,0.037190165370702744
0,FlyBall,75.59856997,33.50008796927435,0.03550264611840248
1,FlyBall,96.42031207406028,27.58347088516805,0.7557793855667114
1,GroundBall,65.05061909015443,9.190378035078025,0.7944633960723877
0,FlyBall,80.06246855117186,43.14610354,0.015413208864629269
0,GroundBall,69.58356775,-21.61868382,0.037190165370702744
0,Popup,,,
0,LineDrive,55.55535090582917,6.063532685592849,0.03428589552640915
0,GroundBall,,,0.5640818476676941
0,,,,
0,,,,
1,LineDrive,70.28343045,27.15838696,0.7438964247703552
0,LineDrive,89.37456223,8.412299366,0.9744059443473816
1,LineDrive,96.90365972,16.78615739,0.9640722870826721
1,LineDrive,79.99566689,21.52231907,0.9548776745796204
0,LineDrive,86.12644918,20.10430984,0.04197799041867256
0,FlyBall,68.09375457,33.17145061,0.10152874886989594
0,,,,
0,,,,
1,LineDrive,89.333018,21.28553187,0.7644451260566711
0,,90.36910931,42.70118944,
0,FlyBall,69.45270944,46.87902732,0.2059449851512909
0,GroundBall,72.27318651,1.475432282,0.008996126241981983
0,Popup,58.74568891,64.14845837,
1,GroundBall,,,0.5640818476676941
0,,,,
0,GroundBall,88.81149626,-0.316652043,0.19635766744613647
0,GroundBall,53.97597909,1.801138852,0.44383761286735535
1,LineDrive,92.80758778,15.76917117,0.9982706308364868
0,GroundBall,95.11523109,-8.870755246,0.05644061043858528
0,GroundBall,77.79318316,-9.252622531,0.005688738077878952
0,Popup,73.20758827,57.1175412,
0,,,,
0,Popup,89.10615186,49.14373508,
1,FlyBall,92.72909084,35.23331878,0.6598554849624634
1,LineDrive,69.06897538,24.27046944,0.7438964247703552
0,LineDrive,82.45202291,7.848039413,0.2987492084503174
1,GroundBall,101.4742596,-2.078812104,0.8766112923622131
0,GroundBall,98.26667498,-9.125258777,0.2546992003917694
1,LineDrive,95.49890897,12.584233,0.9982706308364868
1,LineDrive,73.16612513,23.27233288,0.8767490983009338
0,FlyBall,88.90611301,19.86365848,0.042225904762744904
0,GroundBall,73.53791094,-10.70007835,0.005688738077878952
0,,,,
0,GroundBall,78.96752772,-0.298651103,0.010108182206749916
0,FlyBall,89.51428144,32.9706239,0.1978481262922287
1,LineDrive,86.38332191,24.78161871,0.8747831583023071
0,LineDrive,86.23930714,20.29651643,0.04197799041867256
1,Bunt,,,
0,LineDrive,60.66074237,22.2950887,0.7438964247703552
0,GroundBall,101.4971369,0.640069557,0.20631593465805054
1,GroundBall,68.10052863,10.04831382,0.7944633960723877
1,LineDrive,85.64118064,14.43452451,0.8601583242416382
0,GroundBall,,,0.5640818476676941
1,GroundBall,,,0.5640818476676941
1,LineDrive,79.91135322,14.05351242,0.9696290493011475
1,GroundBall,81.39665085,-13.01603827,0.5720697641372681
0,FlyBall,80.10737897,48.98060949,0.015413208864629269
0,GroundBall,,,0.5640818476676941
0,FlyBall,,,0.05988346412777901
1,GroundBall,92.09108199271664,-14.54181156640714,0.865372359752655
1,GroundBall,92.55792413266909,-8.520693130397165,0.9153382182121277
0,GroundBall,,,0.5640818476676941
0,LineDrive,67.57398892945928,15.199102131589402,0.0726463571190834
0,GroundBall,81.55556532246416,-10.824129594928872,0.168828085064888
0,Popup,71.14574975470921,73.72744913809287,
1,GroundBall,68.34656733169165,-3.470200429749441,0.429090291261673
1,LineDrive,99.35879708232686,5.288350676144179,0.9725493788719177
0,Popup,89.60953671043222,47.07514389103242,
1,LineDrive,92.75586670817992,6.780131559906514,0.9925000071525574
1,LineDrive,81.6281870471982,11.860261685488982,0.9617790579795837
1,GroundBall,87.07429540424658,-4.741185405139609,0.8734274506568909
0,GroundBall,72.16566138481176,0.5824852534851486,0.009303676895797253
0,Popup,67.89424874364894,64.66326715575616,
0,FlyBall,98.02452954604504,37.22460608107762,0.05988346412777901
0,GroundBall,,,0.5640818476676941
0,GroundBall,,,0.5640818476676941
0,GroundBall,,,0.5640818476676941
0,GroundBall,70.51113021728703,9.290880267051689,0.21882441639900208
0,FlyBall,89.00062541943268,44.37118557288324,0.015413208864629269
0,GroundBall,69.99012534231872,-6.448918187835465,0.03125520795583725
0,GroundBall,68.93874539862371,-5.493414896954158,0.031988926231861115
1,LineDrive,79.41278701244951,15.033230777227947,0.9759776592254639
0,GroundBall,,,0.5640818476676941
0,FlyBall,63.51948537817957,45.23517763400856,0.2059449851512909
0,GroundBall,57.09361933209397,-11.669852967695272,0.04518941417336464
0,FlyBall,,,0.05988346412777901
0,LineDrive,102.9428618904363,17.52397883845086,0.2665078341960907
0,LineDrive,61.45092983111524,27.784746749377348,0.7438964247703552
0,FlyBall,90.8489725762709,36.23265881126708,0.5462561845779419
0,GroundBall,79.8616683919669,2.4888788978820213,0.030031520873308182
0,GroundBall,84.99110726387245,6.873291633888658,0.10336939245462418
1,LineDrive,95.10007016293262,17.35724104294444,0.7945937514305115
0,FlyBall,83.10159559077125,56.30503620651467,0.015413208864629269
0,GroundBall,82.43359656383119,-14.243054732516567,0.13902240991592407
0,FlyBall,98.5803265066052,25.261191746420607,0.4723168909549713
0,Popup,69.66823090092146,49.3576065360863,
0,FlyBall,85.80525728119297,35.1863306074598,0.006774398498237133
1,LineDrive,91.30870490197752,13.523526139664208,0.9944317936897278
0,GroundBall,93.24914301572078,1.6909749015389828,0.055971331894397736
0,GroundBall,,,0.5640818476676941
0,FlyBall,86.44882439178856,32.45112911430853,0.008621659129858017
0,Bunt,,,
0,GroundBall,89.30986208507413,-12.730502619593828,0.12879039347171783
1,GroundBall,98.13361117808044,-1.9732292674610528,0.6361068487167358
0,Popup,60.071191761990086,68.43069836853914,
1,LineDrive,80.1000521644136,8.336139673353365,0.8718926310539246
0,GroundBall,,,0.5640818476676941
0,GroundBall,,,0.5640818476676941
