PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel,RunValue,ff_diff,ivb_diff,hb_diff,ang_diff,PitchType_Changeup,PitchType_Curveball,PitchType_Fastball,PitchType_Slider,PitchType_Cutter,PitchType_Knuckleball,PitchType_Sinker,PitchType_Splitter,Vert Strike,Horz Strike,Strike?,Foul?,In Play?,Swing Strike?,Swing?,Ball Called?,First Pitch,In Strike Zone?,Chase?,In-zone take,In-zone whiff,In-zone/swing,LA<10,Ground Ball?,Fly Ball?,EV>90,EV>100,EV>105,Stuff+,xBA,xWOBA,Good Swing Decision
79,07/25/2025,9:21:15 PM,3,2,Cole Murray,,Right,O'fallon hoots 2025,Austin Weigand,,Left,Normal cornbelters,Windup,4,Bottom,2,0,1,Fastball,,StrikeCalled,,,,,,,85.46466828027349,-0.589419568491343,-6.245600674670435,1787.8958652172523,236.3035823027036,2:00,5.09591295938691,3.381144290328232,6.000000192000004,-25.804882767666637,13.437487338962375,16.712412505587405,2.394412903791332,1.05387704767199,76.56040325052287,-5.4649894319458685,-3.096129491729925,0.4508677139377122,,,,,,,,,,,,-11.112829942070531,7.460964251095461,-2.880083277619031,49.99999999999999,5.032642278215546,13.001948338813826,-123.51436919774852,-2.07418837633024,-16.853468593468392,28.79464759570761,-20.85891857631954,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,f146fa39-7df9-42fd-b373-68a7189e713a,85.69784923849726,5.094809328188385,3.3888682200640354,-0.5772517516917505,-6.337455303565111,76.74373869599806,2.3959987503472178,-1.059956969119281,-5.439754266921604,-3.187878855590529,0.4506908094161418,17.58364811983971,12.07526607304876,-5.301899019851109,87.18783534149111,1780.246595941407,-165.2079976877077,99.57216360165827,-0.5524188062494186,-0.0924035906686504,-0.8284292600660045,,,,,,,,,,,,,,,,,0.9933871808207192,0,,,medium,high,11.53094819265797,32.364519946059104,54.667001749344,William Zareh,,O'fallon hoots 2025,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.37481,0.0,,-1
80,07/25/2025,9:21:34 PM,3,3,Cole Murray,,Right,O'fallon hoots 2025,Austin Weigand,,Left,Normal cornbelters,Windup,4,Bottom,2,0,2,Changeup,,BallCalled,,,,,,,72.36288198750357,0.3445431547939458,-5.037517824657874,,,,5.266240552775048,3.551031583234113,6.000000192000004,,,,1.273063409701065,1.1429068013573085,65.2616519778449,-9.392173611278707,-5.037517824657919,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,27a5c0cc-98da-430d-9aef-632341b24016,72.55819578632695,5.257423429795174,3.551031583234114,0.4482747747754945,-5.037517824657894,65.39798904397148,1.281086906344011,-1.1429068013573025,-9.272123452774151,-5.037517824657894,0.5328461891644826,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,54.667001749344,William Zareh,,O'fallon hoots 2025,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,111.396935,0.0,,-1
81,07/25/2025,9:21:53 PM,3,4,Cole Murray,,Right,O'fallon hoots 2025,Austin Weigand,,Left,Normal cornbelters,Windup,4,Bottom,2,1,2,Fastball,,BallCalled,,,,,,,88.2538882541769,2.386441942070633,-4.334261121005374,,,,4.245425924484202,2.539696230196997,6.000000192000004,,,,3.571481857998914,1.4962401067538962,78.70836268150813,-4.210054193125485,-4.334261121005388,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,92a7b164-17c8-4e84-afaa-17837fd61629,88.50335501798286,4.239600768897278,2.539696230196998,2.4553836887467204,-4.334261121005376,78.90202462358035,3.5769331522429897,-1.4962401067538948,-4.127381477057535,-4.3342611210053805,0.4367301417673476,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,54.667001749344,William Zareh,,O'fallon hoots 2025,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,111.40219,0.0,,-1
82,07/25/2025,9:22:08 PM,3,5,Cole Murray,,Right,O'fallon hoots 2025,Austin Weigand,,Left,Normal cornbelters,Windup,4,Bottom,2,2,2,Fastball,,InPlay,,GroundBall,Out,1.0,0.0,,84.02241615890277,1.7734776793990028,-2.704837583612169,,,,4.5886786420256,2.6056873281794752,6.000000192000004,,,,3.054627202527485,-0.0899592397569993,75.1176408955097,-5.476282676179967,-2.7048375836122,,71.43938724422516,-9.922652578856468,-5.75875594455289,,11.068973290331336,-109.44166405120556,6.742234091101967,15.70318989449168,,-5.643014293305407,0.1556750928434103,,,,,,,,,,,,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,615eb069-25f3-42a9-8dcc-ba336a6d7130,84.2574030468086,4.582210925067654,2.605687328179475,1.8496279349771667,-2.7048375836121776,75.29551838229449,3.0604894290935003,0.089959239757004,-5.386353581856329,-2.7048375836121785,0.4577091530371362,,,,,,,,,,,-7.061008415164761,70.01559772459552,-12.310332459318296,0.0102846788997058,-0.0806097935197318,3.0310768838045314,-1.5440951372902287,15.627090038438451,,,,,,,,,,0,,37.234831064597,low,high,,,54.667001749344,William Zareh,,O'fallon hoots 2025,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,108.20465,0.08333333333333333,0.2673,-1
83,07/25/2025,9:24:41 PM,1,1,Cody DelFavero,,Right,Normal cornbelters,Nolan Jaworowski,,Left,O'fallon hoots 2025,Windup,5,Top,0,0,0,Changeup,,BallCalled,,,,,,,73.16040593802191,4.660044221686183,-1.6932974522599094,1852.0540266209623,303.1480259082896,4:00,4.744365080361596,-0.3368502538421615,6.000000192000004,-58.958699163196144,-5.347361628137982,12.75151623416406,4.173627116744072,0.8484221236651369,65.33244831819708,-6.521898549450205,0.7334959153901155,0.5269869292946605,,,,,,,,,,,,-7.496700673662093,-4.5297637767874495,0.4674574266476698,50.00000000000002,5.090923167659405,2.795790350039273,-105.926205144715,7.086316955047295,-8.309385479761152,22.215921229544403,-37.194865407795234,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,47db0f5c-0870-4252-aa27-6e9cff2c7b9b,73.32897334120743,4.730525193633075,-0.335852098527678,4.823983226732231,-1.7049837498552856,65.42990833816297,4.1850214505580405,-0.8494248543036182,-6.349791454630246,0.7180125520432188,0.5268228525209222,12.85795434053301,-8.868808190775761,46.514841125793474,61.012079967396005,1274.5218264848077,1343.7627139256208,68.81666561369966,0.3762922482304003,0.7255526537620992,-0.5761748784357802,,,,,,,,,,,,,,,,,0.9319628318377036,0,,,medium,high,35.0891280293436,8.22847014373101,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,114.400375,0.0,,-1
84,07/25/2025,9:24:56 PM,1,2,Cody DelFavero,,Right,Normal cornbelters,Nolan Jaworowski,,Left,O'fallon hoots 2025,Windup,5,Top,0,1,0,Fastball,,StrikeCalled,,,,,,,84.13795960123191,-0.7458252827733213,2.0285172280492083,2036.795376923014,121.221694344026,10:00,5.150271971317537,-0.5104800102441247,6.000000192000004,-26.99551143318345,13.20700181902411,-17.887303962779054,2.207006770249538,0.1150095602637027,75.45650620573178,-5.856726125691806,-1.3712211342511007,0.4563500729803169,,,,,,,,,,,,10.374798990514408,7.402420846608306,0.3555235428841239,50.00000000000002,5.073867583275575,-3.7843700966146914,-122.21042964924328,-2.4132410637645494,15.343911464066638,29.04398059615075,-21.226166143249326,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,93d64887-2f17-4fff-a18d-c387265fde1c,84.3596183168313,5.149208527030529,-0.5189451247452148,-0.7339857546515431,2.1314845559122637,75.63144683987053,2.20859741273284,-0.108408870117479,-5.831224285109421,-1.2678227184884237,0.4561723640674457,-18.856395526010047,11.664533186819945,8.627256470751485,59.9882672786804,2013.7493075929012,305.5309045318857,98.86851327378167,-0.5124857744041786,0.150005694235938,0.8454919412567712,,,,,,,,,,,,,,,,,0.8652895858105923,0,,,medium,high,36.01055944918769,-88.78736410939362,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,111.47169,0.0,,-2
85,07/25/2025,9:25:10 PM,1,3,Cody DelFavero,,Right,Normal cornbelters,Nolan Jaworowski,,Left,O'fallon hoots 2025,Windup,5,Top,0,1,1,Changeup,,Foul,,,,,,,74.53282381602155,2.9401592846862727,-1.1411082848783205,1874.686068181961,300.60311986177294,4:00,4.787582331111922,-0.7952381341157161,6.000000192000004,-56.192701274151645,-4.712295676058929,13.505039664440948,2.84036599161268,0.7304971693906254,66.81874816272993,-7.710451111760493,1.4307621154429844,0.5164074540011209,98.1805607887446,14.661833204902932,41.46408648083622,2228.647053575845,77.63537774686705,77.92783909532989,18.28568738135743,214.3297584516662,,49.38726536352861,1.9510225027252923,-7.717584687917387,-3.5922259328038657,0.8804119564755744,49.99999999999999,4.994929271267143,1.7915670502968473,-108.1457163225584,4.04696759844326,-8.905692693488776,23.36287110922499,-36.31929211158156,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,6798cc7a-04c5-4a40-9633-e88c9dd6926d,74.6998219137801,4.774420991118009,-0.7936753517096338,3.096005509086282,-1.1595056198602536,66.91761182348716,2.8512531445765026,-0.7319341958208272,-7.547786986788005,1.4088026667477136,0.5162431731543204,13.674305077145982,-8.131442592166522,46.31604525019244,57.72386923558174,1294.8080184725648,1355.6990999239804,69.06799172664935,0.351617053874577,0.7231605989576242,-0.5944780866775604,62.89334592978549,71.17784598061775,24.8508308937179,0.6435677662875325,2.2873283666391977,2.9426145349711788,162.7034308075914,139.5164469207444,10.499736628075008,-34.47054539474609,-0.2042002218763348,-0.1066988182270162,0.1560726663006718,-0.9819657249735132,,,0.8931507771573602,0,0.9639764449240248,58.43826452987173,medium,high,38.04851768797644,10.218768835140278,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,113.43788,0.0,,-2
86,07/25/2025,9:25:35 PM,1,4,Cody DelFavero,,Right,Normal cornbelters,Nolan Jaworowski,,Left,O'fallon hoots 2025,Windup,5,Top,0,1,2,Fastball,,StrikeCalled,Strikeout,,StrikeoutLooking,1.0,0.0,,84.09595282351394,0.706063265141235,-0.3766132063459976,,,,4.705880744520529,0.9232188191929768,6.000000192000004,,,,2.192544604611088,-0.5731918466495538,75.35858898195806,-6.506205701784834,-0.376613206345981,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,63b5f712-e230-4090-ba75-4f32ff9c60fa,84.32651559352244,4.699413151447204,0.923218819192976,0.7820439175394717,-0.3766132063459904,75.53339357215228,2.198433322402402,0.5731918466495526,-6.416834948362524,-0.3766132063459901,0.4566177567495176,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,107.731026,0.0,0.0,-2
87,07/25/2025,9:26:22 PM,2,1,Cody DelFavero,,Right,Normal cornbelters,Mac Floyd,,Right,O'fallon hoots 2025,Windup,5,Top,1,0,0,Changeup,,StrikeCalled,,,,,,,76.939305909994,0.5446739742646954,-0.6007019106542482,,,,4.915046923817414,-0.777628767157325,6.000000192000004,,,,1.6350571247403278,1.3359377791207336,69.17981096371379,-8.051046486793759,-0.6007019106542646,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,6d542466-fc04-429d-bccd-45bd41405f0a,77.14932009503282,4.90721848687009,-0.7776287671573248,0.6361670934136443,-0.6007019106542554,69.33075441937207,1.6420299663254303,-1.335937779120732,-7.945666242278798,-0.6007019106542558,0.4991137205459532,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,107.09748,0.0,,-1
88,07/25/2025,9:26:36 PM,2,2,Cody DelFavero,,Right,Normal cornbelters,Mac Floyd,,Right,O'fallon hoots 2025,Windup,5,Top,1,0,1,Fastball,,Foul,,,,,,,86.43129675339249,0.6574539504329254,-1.464773627616012,,,,4.61067776694503,0.9133756229404014,6.000000192000004,,,,2.219089501163522,0.448272379522512,77.39893971982293,-6.176069899096711,-1.4647736276160015,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,9002310b-ee2d-498f-8305-380d89e7831a,86.66615570749515,4.604735536840556,0.9133756229404066,0.7286710335986668,-1.4647736276160117,77.5805079096158,2.2244072619914723,-0.4482723795225126,-6.091362276800156,-1.4647736276160122,0.4444272391746608,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,108.48442,0.0,,-2
89,07/25/2025,9:26:59 PM,2,3,Cody DelFavero,,Right,Normal cornbelters,Mac Floyd,,Right,O'fallon hoots 2025,Windup,5,Top,1,0,2,Fastball,,BallCalled,,,,,,,87.24948805343851,1.6704866611715874,-1.1267291109593125,,,,4.656900807462376,0.7184118427315306,6.000000192000004,,,,3.2630645939789824,0.3288980728174984,77.9647577195033,-5.046594038289746,-1.1267291109593267,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,b2429e8d-9093-4459-be43-c9e0d034b0fb,87.49443336794197,4.650815973686778,0.7184118427315308,1.7413977119265127,-1.126729110959318,78.15051888526584,3.2684743906735867,-0.3288980728174966,-4.9636482245770495,-1.1267291109593178,0.4403174445517884,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,108.66994,0.0,,-2
90,07/25/2025,9:27:19 PM,2,4,Cody DelFavero,,Right,Normal cornbelters,Mac Floyd,,Right,O'fallon hoots 2025,Windup,5,Top,1,1,2,Changeup,,StrikeSwinging,Strikeout,,StrikeoutSwinging,1.0,0.0,,75.9846227093812,0.7647910736556054,0.4344959681187035,,,,5.472508285730081,-0.8884240732877802,6.000000192000004,,,,2.3008307720288115,0.4845985281983799,68.31791464054317,-8.051110517506562,0.4344959681187083,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,4730a86e-8e7c-4e91-8714-6e32d7b9e3e8,76.19182665885518,5.46455109903033,-0.8884240732877794,0.8581948529271787,0.4344959681187053,68.46711991116949,2.308029785107569,-0.4845985281983804,-7.942575439307398,0.4344959681187053,0.5053956779465464,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,107.248146,0.0,0.0,-1
91,07/25/2025,9:27:46 PM,3,1,Cody DelFavero,,Right,Normal cornbelters,Brady Wilson,,Right,O'fallon hoots 2025,Windup,5,Top,2,0,0,Changeup,,InPlay,,FlyBall,Out,1.0,0.0,,78.5311678582841,1.2377941940609425,0.8170065655060958,,,,4.827120470108271,-0.3089731660081048,6.000000192000004,,,,2.3410151353262107,-0.4503990362985456,70.43518095767114,-7.033634149293377,0.8170065655061088,,91.22351689005949,51.98942765152975,-15.082679956912711,,-28.36709714797452,106.27938558061128,104.93880729868354,291.38803782475463,,-15.030503803164336,5.418252957099715,,,,,,,,,,,,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,ccc6c0aa-cefd-4819-bbe5-e3aa28c16b4b,78.74680562479134,4.819793315825482,-0.308973166008107,1.324653693348242,0.8170065655061033,70.59515550466301,2.347838234617748,0.4503990362985449,-6.930950416510545,0.8170065655061027,0.4891000450001995,,,,,,,,,,,-14.617723203730115,54.240877887186144,71.87474777804411,-0.3974247705409022,2.3462994901760306,2.459981910148199,-75.56660959553325,281.41904004810493,,,,,,,,,,0,,51.19960485804601,low,high,,,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,107.78273,0.0,0.0,-1
92,07/25/2025,9:29:39 PM,1,1,Cole Murray,,Right,O'fallon hoots 2025,Charlie Graham,,Right,Normal cornbelters,Windup,5,Bottom,0,0,0,Fastball,,InPlay,,LineDrive,Out,1.0,0.0,,82.02677996321391,1.1830353900798225,-5.241976185165983,1642.1976448867215,237.5420501243861,2:00,4.852690253713176,4.061427594093565,6.000000192000004,-29.629135099721243,12.905098373701277,16.194987278986293,3.487875819142688,-0.5255116710610627,73.30162524597255,-4.427297152694381,-2.179656186668212,0.4693975600041213,,,,,,,,,,,,-10.529298584663891,6.579653910299744,-3.6426311830100606,49.99999999999996,4.932308237782889,10.412743030960414,-118.7211865518378,1.5848447663425431,-14.726063919247515,26.98470950683021,-22.971878779415945,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,654bd804-6259-49e2-87db-c07d8b284f59,82.25999038706802,4.850954775714316,4.069452853416732,1.2020477864623658,-5.336541582346118,73.48264177473104,3.490046590943675,0.5193306708050774,-4.39306791746808,-2.273462685257507,0.4692036389680435,17.088213347027608,11.285868734697235,-11.782377885114249,91.44859850897106,1607.5969308510412,-335.3285147281809,97.89302376949472,-0.5253727573428213,-0.2041949796799956,-0.8260071889006094,,,,,,,,,,,,,,,,,0.5757289365054538,0,,,medium,high,7.696261341926193,51.01708371042054,54.667001749344,William Zareh,,O'fallon hoots 2025,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,115.99515,0.0,0.0,-1
93,07/25/2025,9:30:45 PM,2,1,Cole Murray,,Right,O'fallon hoots 2025,Max Hennemann,,Left,Normal cornbelters,Windup,5,Bottom,1,0,0,Fastball,,StrikeCalled,,,,,,,86.12094709661467,-0.0881038280824347,-5.065729929753742,1785.0024158384472,231.8142364395416,1:45,5.299158631940735,3.890426710035957,6.000000192000004,-24.017444156671903,14.51533791574276,15.465324823141028,3.215500560298476,-0.4588404235960793,77.05144875553445,-4.635698934280093,-2.1412852593851963,0.4467727800721017,,,,,,,,,,,,-10.067122914489376,7.879472764293687,-3.485683840730851,50.00000000000002,5.278035535388139,10.573931630357164,-124.7117267953603,-0.9396791147359936,-15.543506261587387,29.67226022756867,-20.008246576529302,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,025124a0-62fa-46a1-9506-056113119f56,86.36263925013813,5.298798802792279,3.8978903631517103,-0.085038321507579,-5.153646164836172,77.24163372453795,3.2165074312070674,0.4531315806744477,-4.619173358099536,-2.228206003889456,0.4465894804422986,16.295600259075087,13.199381781354464,-8.903825319555002,92.95295558959764,1763.492305278301,-276.2761549126451,98.79495342027072,-0.6107633562866236,-0.1547763478980353,-0.7765387335792369,,,,,,,,,,,,,,,,,0.9489619786905952,0,,,medium,high,6.342339969362121,-34.163918085867934,54.667001749344,William Zareh,,O'fallon hoots 2025,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,116.60071,0.0,,-2
94,07/25/2025,9:31:00 PM,2,2,Cole Murray,,Right,O'fallon hoots 2025,Max Hennemann,,Left,Normal cornbelters,Windup,5,Bottom,1,0,1,Fastball,,Foul,,,,,,,85.45828692578765,-0.243107398204965,-5.291651081465248,1808.8586031567547,235.4402909225223,1:45,4.8999848814459535,3.5448713731710244,6.000000192000004,-25.49066129328173,13.656752878912332,16.652374206085817,2.548852104493305,-0.0005111736079403,76.50829285521206,-5.066768231015709,-2.14427651236927,0.4503218945203456,,,,,,,,,,,,-10.778454976366596,7.466385162933733,-3.122266087361538,50.00000000000004,4.865320722653621,10.944032692810165,-123.71025510918092,-1.314022221840553,-16.382088243873216,29.10829228160483,-20.82594998637089,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,6429cd27-6fdc-4393-833a-e139a84c96f6,85.69294945555012,4.898939370318108,3.552539132827793,-0.231809925237545,-5.382522459003608,76.69219469920698,2.550370055988313,-0.005409633708723,-5.042454186864856,-2.2347163584525407,0.4501425676913853,17.511619792290432,12.262674824587853,-2.658597283109612,95.97119085551316,1806.9116452760247,-83.90323223865457,99.89236539122894,-0.5666541943733702,-0.0463846273513195,-0.8226490687678106,,,,,,,,,,,,,,,,,0.9116730889117444,0,,,medium,high,3.625928230038071,60.26944686383363,54.667001749344,William Zareh,,O'fallon hoots 2025,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,113.90984,0.0,,-2
95,07/25/2025,9:31:20 PM,2,3,Cole Murray,,Right,O'fallon hoots 2025,Charlie Graham,,Right,Normal cornbelters,Windup,5,Bottom,1,0,2,Fastball,,BallCalled,,,,,,,85.72267086600175,-0.3836899302806502,-4.547531763849453,1705.655784717599,239.1707640304014,2:00,5.178096373156748,3.968976080103966,6.000000192000004,-26.623363441798897,12.225116442078278,16.534703097767906,2.601752145146496,-1.111523564902094,76.78469671059268,-5.423498662042599,-1.4164204452650098,0.4485992439828553,,,,,,,,,,,,-10.47677303158076,6.741496591464084,-3.6073580311340177,50.00000000000006,5.131320493555099,9.3680917797036,-124.22333811657072,-1.659232828128538,-16.042943448389348,29.533786936949102,-21.850885358966117,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,c3063035-b666-4530-bed2-296648dd8e92,85.95372266929792,5.176650745537619,3.976739823918941,-0.3674271567836754,-4.640534909489399,76.96751968697339,2.6036392315278696,1.1053296642449717,-5.39396502644274,-1.5101089861399235,0.4484215814411766,17.411147060358378,10.766982139178856,-8.748079709151215,72.90297398973186,1685.8132226648272,-259.413635395365,98.8366608180526,-0.5065192010719989,-0.1520902621265494,-0.8487089319146238,,,,,,,,,,,,,,,,,0.8561786609531347,0,,,medium,high,24.38732340924133,20.40060771304923,54.667001749344,William Zareh,,O'fallon hoots 2025,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,115.78329,0.0,,-1
