PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel,RunValue,ff_diff,ivb_diff,hb_diff,ang_diff,PitchType_Changeup,PitchType_Curveball,PitchType_Fastball,PitchType_Sinker,PitchType_Slider,PitchType_Cutter,PitchType_Knuckleball,PitchType_Splitter,Vert Strike,Horz Strike,Strike?,Foul?,In Play?,Swing Strike?,Swing?,Ball Called?,First Pitch,In Strike Zone?,Chase?,In-zone take,In-zone whiff,In-zone/swing,LA<10,Ground Ball?,Fly Ball?,EV>90,EV>100,EV>105,Stuff+,xBA,xWOBA,Good Swing Decision
140,7/24/2025,7:35:51 PM,6,1,Grainger Yurevich,,Right,Springfield lucky horseshoes 2025,Austin Weigand,,Left,Normal cornbelters,,3,Bottom,1,0,0,Sinker,,StrikeCalled,,,,,,,82.22915314,3.70160329,-6.409529359,1992.274108,263.180759,2:45,3.20540633,4.815355815,6.000000192,-37.24317616,5.410759848,17.44059123,3.568518312,-0.286788279,73.166613,-3.334185156,-3.121102677,0.4700576,,,,,,,,,,,,-11.59624271,1.672270226,-4.30118659,50.0,3.487659791,12.80139404,-118.545916,6.616508246,-16.17350543,26.86566339,-29.84170175,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,abc194bd-e2ca-4473-9128-e684f517d008,82.45337394,3.201120322,4.826097311,3.750264972,-6.537292615,73.33273571,3.572688158,0.278559448,-3.269491156,-3.245608254,0.469883552,18.65620111,3.535815669,-35.99945922,57.49194781,1611.794657,-1171.014136,80.90225387,-0.096061247,-0.587777621,-0.803299262,,,,,,,,,,,,,,,,,0.997022506,0.0,,,medium,high,38.25724697,-26.66887287,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,117.18088,0.0,,-1
141,7/24/2025,7:36:09 PM,6,2,Grainger Yurevich,,Right,Springfield lucky horseshoes 2025,Austin Weigand,,Left,Normal cornbelters,,3,Bottom,1,0,1,Sinker,,InPlay,,FlyBall,Out,1.0,1.0,,80.3855557,2.234988675,-5.737159561,1986.410786,265.7497243,2:45,3.074180367,3.794585478,6.000000192,-39.86646291,4.542634828,19.00155023,1.840675908,-0.028075845,71.83148966,-5.305389573,-2.146497545,0.479631279,78.45185165,38.40418565,8.270591777,3126.461511,13.43734791,109.1761773,73.3855326,281.530204,,6.705339994,4.997871289,-12.21457413,1.700391929,-3.336707613,50.0,3.234144204,11.12247282,-116.1858918,3.402250447,-16.36204058,25.83464518,-29.89628849,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,0a5a738f-906c-4f1c-8243-2b4769426721,80.59114288,3.06895699,3.805706418,2.295159007,-5.869097433,71.97869538,1.845497689,0.019628154,-5.231104643,-2.274585924,0.47946349,20.25339264,2.506099487,-27.35654503,90.76247603,1764.258864,-912.8080153,88.81641582,-0.065824766,-0.459526308,-0.885721554,8.8435975,60.83924968,48.73468487,-0.020118381,1.674380425,1.859100244,32.87239583,279.604473,-3.717043901,26.13667911,1.077124876,0.929854662,-0.367908908,0.003652708,,,0.995614449,0.0,0.993099595,42.05473466,medium,high,8.313771574,55.08380206,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,117.0731,0.0,0.06344999999999999,-1
142,7/24/2025,7:36:50 PM,7,1,Grainger Yurevich,,Right,Springfield lucky horseshoes 2025,Max Hennemann,,Left,Normal cornbelters,,3,Bottom,2,0,0,Slider,,BallCalled,,,,,,,64.11974107,5.216657466,-0.650475015,2205.464738,88.36693969,9:00,2.516959358,4.436151641,6.000000192,-66.11106668,3.971689942,-21.2353815,1.869786953,-2.061963087,57.32205505,-7.311057621,-4.68951525,0.602527829,,,,,,,,,,,,11.27325863,0.267456163,-4.370944813,50.0,2.905040172,1.541398759,-92.77111033,6.950903958,9.550328118,17.48808063,-31.94746966,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,c7d7c539-116c-4ddc-ae50-133b83eedcfd,64.28476241,2.504128182,4.430376603,5.367697431,-0.58106255,57.41413539,1.880705918,2.066548809,-7.144450547,-4.619079173,0.602316652,-21.88527994,-0.285549557,-30.93084253,33.00885719,1891.821931,-1133.615671,85.77883378,0.024445613,-0.514003081,0.857439936,,,,,,,,,,,,,,,,,0.986062301,0.0,,,medium,high,60.29202853,51.55860344,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,119.33263,0.0,,-1
143,7/24/2025,7:37:11 PM,7,2,Grainger Yurevich,,Right,Springfield lucky horseshoes 2025,Max Hennemann,,Left,Normal cornbelters,,3,Bottom,2,1,0,Sinker,,BallCalled,,,,,,,81.15201492,3.954951553,-6.571001838,2008.310857,263.4669672,2:45,3.102430348,4.853767743,6.000000192,-38.41685619,5.419014277,18.30968001,3.606926272,-0.245610424,72.18179726,-3.298787969,-3.120144008,0.476525713,,,,,,,,,,,,-12.11465519,1.593542161,-4.326781824,50.0,3.404961505,12.93448879,-116.9233536,7.016650269,-16.44218429,26.07404014,-30.01127124,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,7837c42a-a8bc-486f-8d7c-8971d368e765,81.37268736,3.097859896,4.864922996,4.006573741,-6.703071787,72.34327256,3.611301918,0.237106986,-3.231117204,-3.248491446,0.476351138,19.56665882,3.49108605,-32.90246446,79.78056499,1686.170761,-1090.935682,83.95964974,-0.095525949,-0.543210568,-0.834144515,,,,,,,,,,,,,,,,,0.996019298,0.0,,,medium,high,18.19749151,66.05311048,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,117.04837,0.0,,-1
144,7/24/2025,7:37:29 PM,7,3,Grainger Yurevich,,Right,Springfield lucky horseshoes 2025,Max Hennemann,,Left,Normal cornbelters,,3,Bottom,2,2,0,Sinker,,StrikeCalled,,,,,,,80.31714959,3.749701351,-7.298068737,2011.569166,268.9121776,3:00,3.149853667,4.903959098,6.000000192,-41.05120228,3.777356718,19.25607643,3.247356389,0.311068674,71.51005373,-3.990664398,-3.678121299,0.481891107,,,,,,,,,,,,-12.84986635,0.783957131,-4.31743106,50.0,3.434408592,14.24626633,-115.5777037,6.452123381,-17.05797726,25.28046832,-31.13335994,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,2e5c5ea4-cbdc-4f1e-b93d-75d02455842d,80.52845022,3.144157534,4.915650933,3.814129614,-7.435183102,71.6591112,3.252451692,-0.319777531,-3.911898878,-3.809902779,0.48172546,20.5660275,1.748619613,-29.01725687,37.4417195,1759.064222,-975.7579468,87.44736458,-0.016601831,-0.485073028,-0.874316039,,,,,,,,,,,,,,,,,0.99724558,0.0,,,medium,high,56.30245245,-47.16450924,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,116.79492,0.0,,-2
145,7/24/2025,7:37:51 PM,7,4,Grainger Yurevich,,Right,Springfield lucky horseshoes 2025,Max Hennemann,,Left,Normal cornbelters,,3,Bottom,2,2,1,Sinker,,BallCalled,,,,,,,80.78844352,2.923428182,-5.106481237,1982.584743,266.4873926,3:00,3.295727696,4.395898756,6.000000192,-39.76088624,4.193092754,18.31053346,2.712532479,-1.163239171,72.07649026,-4.605183514,-1.640559526,0.477167241,,,,,,,,,,,,-11.64035762,1.272654059,-3.989448585,50.0,3.511991457,9.906223778,-116.820798,4.831991283,-15.75128254,26.27616879,-30.45194325,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,0460bd67-6b42-4716-9338-7da5b72c583e,80.99902735,3.290483679,4.407045709,2.983441184,-5.238391044,72.22769004,2.717389792,1.154795278,-4.530598393,-1.76815094,0.476995165,19.55865259,2.134774133,-31.2149967,36.1192459,1695.563251,-1027.476288,85.5228639,-0.052398293,-0.51825088,-0.853621956,,,,,,,,,,,,,,,,,0.995657956,0.0,,,medium,high,57.49267869,-47.34464367,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,117.039955,0.0,,-1
146,7/24/2025,7:38:08 PM,7,5,Grainger Yurevich,,Right,Springfield lucky horseshoes 2025,Max Hennemann,,Left,Normal cornbelters,,3,Bottom,2,3,1,Sinker,,HitByPitch,,,,,,,80.9418336,4.042639273,-8.744826932,1959.99483,264.2134345,2:45,2.962599308,4.548796663,6.000000192,-38.85182583,5.596056452,18.52790136,3.532661441,2.098300293,71.94905695,-3.255807007,-5.283588086,0.479840675,,,,,,,,,,,,-12.91991929,1.67443906,-3.841662583,50.0,3.273765359,17.31088432,-116.0299104,7.170555461,-17.30184853,25.29047898,-29.93170655,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,20d2be5b-6973-4608-9f49-b270afdd11ae,81.16449594,2.957966932,4.559981985,4.094671253,-8.876596059,72.11196975,3.537061297,-2.106812204,-3.187470715,-5.411856193,0.47967017,19.79642653,3.73514747,-32.3477629,80.28405275,1655.835169,-1048.708552,84.48160901,-0.085176908,-0.535056795,-0.840511226,,,,,,,,,,,,,,,,,0.774798101,0.0,,,medium,high,17.74435252,55.93958729,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.00798,0.0,,-1
147,7/24/2025,7:38:39 PM,8,1,Grainger Yurevich,,Right,Springfield lucky horseshoes 2025,Shea Zbrozek,,Right,Normal cornbelters,,3,Bottom,2,0,0,Sinker,,StrikeCalled,,,,,,,79.77145926,2.757832035,-6.218193833,1945.222058,262.9024685,2:45,3.101832901,4.534390773,6.000000192,-39.58561507,5.610254585,18.29810373,2.383305105,-0.257285853,71.18632454,-4.724436266,-2.765907768,0.483861309,,,,,,,,,,,,-11.99017517,2.102503149,-4.036496347,50.0,3.305035183,12.02113642,-115.1540368,4.442794455,-15.78326608,25.30567129,-29.40641974,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,4e414aba-23ed-418c-a1be-cf638313f0c1,79.98432798,3.096968552,4.545539068,2.812925115,-6.348965569,71.33988231,2.387883102,0.248886933,-4.654124638,-2.892216154,0.483684553,19.53968184,3.604634317,-30.76647289,79.2691759,1671.450287,-995.0591904,85.92593736,-0.106168992,-0.511540154,-0.852675094,,,,,,,,,,,,,,,,,0.983704961,0.0,,,medium,high,18.65774169,87.71462286,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,117.379364,0.0,,-2
148,7/24/2025,7:38:52 PM,8,2,Grainger Yurevich,,Right,Springfield lucky horseshoes 2025,Shea Zbrozek,,Right,Normal cornbelters,,3,Bottom,2,0,1,Sinker,,BallCalled,,,,,,,80.63026263,3.445430226,-8.086728272,2008.223424,266.8067565,3:00,2.989937432,4.176436663,6.000000192,-39.93950361,4.651200583,18.94361758,2.899871784,1.810989331,71.80870814,-4.073690846,-4.537218578,0.480610979,,,,,,,,,,,,-12.93053109,1.362926699,-3.524320395,50.0,3.250566192,15.9132477,-115.8565972,5.889591973,-17.2593869,25.27208551,-30.35484517,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,7ed97ace-6f1b-4001-87bc-59d01b4868d0,80.84538246,2.98474204,4.187995561,3.503859261,-8.221671555,71.96303268,2.904654778,-1.819701213,-4.000202049,-4.667622777,0.480443204,20.23625292,2.716789483,-30.56280975,76.05121361,1729.225478,-1021.146691,86.10722581,-0.047964966,-0.508482612,-0.859735306,,,,,,,,,,,,,,,,,0.993284772,0.0,,,medium,high,21.55390775,-56.83481309,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,117.05855,0.0,,-1
149,7/24/2025,7:39:08 PM,8,3,Grainger Yurevich,,Right,Springfield lucky horseshoes 2025,Shea Zbrozek,,Right,Normal cornbelters,,3,Bottom,2,1,1,Sinker,,StrikeCalled,,,,,,,79.22170744,2.423779234,-6.890592286,1975.332859,264.9797367,2:45,3.239095122,3.859051257,6.000000192,-40.85720077,5.030325437,19.60555657,2.104716891,0.942279538,70.76877145,-5.28871439,-3.199426412,0.487549646,,,,,,,,,,,,-12.90507229,1.906646196,-3.306429423,50.0,3.414383582,13.2468503,-114.2434969,3.705760868,-16.73523986,24.73215529,-29.70151935,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,3fb62a44-ff79-460a-aa31-29ddffdd5b36,79.42534829,3.23380131,3.870248869,2.485033227,-7.023915996,70.91395502,2.109620855,-0.950832907,-5.212894648,-3.329180198,0.487383131,20.87760926,2.9933986,-24.91560489,70.30385806,1791.487261,-832.1738385,90.69293071,-0.079363618,-0.421282841,-0.903450156,,,,,,,,,,,,,,,,,0.981603862,0.0,,,medium,high,26.72652775,-59.37152407,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,117.60562,0.0,,-2
150,7/24/2025,7:39:30 PM,8,4,Grainger Yurevich,,Right,Springfield lucky horseshoes 2025,Shea Zbrozek,,Right,Normal cornbelters,,3,Bottom,2,1,2,Slider,,HitByPitch,,,,,1.0,,65.42792382,4.669931959,-0.431317331,2338.144615,81.16330956,8:45,2.807584885,4.501621546,6.000000192,-65.87451006,1.29831126,-20.32995596,1.6680071,-2.406587292,58.59627698,-7.808657925,-4.299451419,0.58988631,,,,,,,,,,,,10.86110987,-0.978295974,-4.454785613,50.0,3.150908173,1.190659879,-94.74749149,6.19293371,9.600526293,18.19840161,-33.03880064,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,1574a4e9-812c-4543-a9f9-2530de1a2f48,65.58536159,2.793683809,4.496904296,4.83329706,-0.375002072,58.67995124,1.679611159,2.41039128,-7.634556957,-4.241747372,0.589692965,-20.85580078,-2.917512186,-35.5598681,36.27201298,1902.100043,-1359.755737,81.35082969,0.124970035,-0.581553309,0.803852125,,,,,,,,,,,,,,,,,0.996818705,0.0,,,medium,high,57.35518832,52.88574555,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.66887,0.0,,-1
151,7/24/2025,7:42:18 PM,9,1,Connor Roark,,Right,Springfield lucky horseshoes 2025,Tyler Thompson,,Right,Normal cornbelters,,3,Bottom,2,0,0,Curveball,,BallCalled,,,,,,,66.66223383,5.28587622,-3.993868672,1955.071893,43.69779042,7:30,5.151377455,3.741243324,6.000000192,-70.37885608,-5.174962763,-10.47140027,4.225110931,0.849273333,59.62906988,-8.015367221,-5.976183572,0.581176823,,,,,,,,,,,,4.225572115,-4.73092825,-3.409374292,50.0,5.543736449,6.966519316,-96.2062455,7.245839666,3.846929032,18.90671374,-36.48105104,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,0d00f47f-17ed-4d67-875b-b49629c5c064,66.81650561,5.135036781,3.743507794,5.476583407,-4.021092615,59.7044656,4.238418529,-0.850690339,-7.817007181,-5.997162722,0.581004918,-10.21046665,-9.599706305,-51.26202149,22.58930604,1223.405438,-1524.986964,62.5759821,0.452420464,-0.780015799,0.432309007,,,,,,,,,,,,,,,,,0.996214647,0.0,,,medium,high,69.66962457,11.18517538,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.0,13.904861639285713,26.312591022166664,15.153640828,-6.404548483857142,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,102.48543,0.0,,-1
152,7/24/2025,7:42:32 PM,9,2,Connor Roark,,Right,Springfield lucky horseshoes 2025,Tyler Thompson,,Right,Normal cornbelters,,3,Bottom,2,1,0,Slider,,StrikeCalled,,,,,,,66.23781275,4.036905208,-1.964928165,1995.574338,55.86683743,7:45,5.308338012,2.88926524,6.000000192,-67.91316084,-2.412109085,-11.34099971,3.409213608,-0.117273806,59.47842397,-8.809343098,-4.120868994,0.582499637,,,,,,,,,,,,5.439134968,-2.76038334,-2.72262171,50.0,5.598807222,3.561455746,-95.94754419,5.16038308,4.930604334,18.65700895,-34.67635154,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,229c7c0b-b4f0-4da3-affd-40c7881f4adc,66.39568161,5.293494663,2.891230924,4.211945131,-1.988834746,59.56232627,3.421571507,0.116098926,-8.623570058,-4.138470525,0.582311938,-11.11174532,-6.663635503,-56.92515037,42.09985083,1089.053122,-1672.208191,54.57341787,0.306221368,-0.837958356,0.451723663,,,,,,,,,,,,,,,,,0.997141783,0.0,,,medium,high,52.11013425,51.23840508,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.0,14.329282719285715,23.549737344166665,16.023240268000002,-5.155577471857143,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,102.347916,0.0,,-2
153,7/24/2025,7:42:48 PM,9,3,Connor Roark,,Right,Springfield lucky horseshoes 2025,Tyler Thompson,,Right,Normal cornbelters,,3,Bottom,2,1,1,Fastball,,Foul,,,,,,,80.6150136,-0.268263641,-4.22590789,1980.353069,197.6778498,12:30,5.716699965,3.185782868,6.000000192,-22.40857766,21.51238529,5.584137356,3.59931435,0.283541775,72.17322119,-4.51050587,-3.169329154,0.476987995,,,,,,,,,,,,-4.456185521,11.72848347,-2.844170695,50.0,5.681816131,8.472662391,-116.8667824,-1.201289367,-6.034401997,26.30630817,-16.29177006,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,248ab503-b8a6-4ca7-bf8b-1f6eb35c52cc,80.86490625,5.718687024,3.189306051,-0.293655457,-4.268041088,72.38017692,3.598714276,-0.286311661,-4.517944389,-3.211197899,0.476764573,5.981111747,20.20392192,-25.74531236,40.89500497,1783.770902,-860.2090701,90.07337786,-0.858200181,-0.434371569,-0.273521093,,,,,,,,,,,,,,,,,0.997197454,0.0,,,medium,high,53.19449553,-12.46877729,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.69425,0.0,,-1
154,7/24/2025,7:43:07 PM,9,4,Connor Roark,,Right,Springfield lucky horseshoes 2025,Tyler Thompson,,Right,Normal cornbelters,,3,Bottom,2,1,2,Curveball,,BallCalled,,,,,,,67.67063247,0.586365099,-3.720638146,1899.586249,28.32557759,7:00,5.353679635,1.8194152,6.000000192,-68.14333849,-5.338330117,-7.641259987,0.221201928,2.280162817,61.410515,-12.18598145,-5.170815689,0.570385743,,,,,,,,,,,,2.773155806,-3.110774654,-1.511537455,50.0,5.362411674,6.564241277,-98.09329402,-0.646877713,2.619948232,19.90737293,-35.11296435,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,e539fa5c-9885-4613-b710-c4d740d7cd69,67.80822186,5.338284937,1.82342645,0.767085421,-3.768509614,61.47620581,0.233656114,-2.282857564,-12.00283755,-5.211331718,0.570219277,-7.185547736,-9.653576239,-58.8057379,34.66572995,983.8742442,-1624.936734,51.79413383,0.455925957,-0.855416139,0.245753437,,,,,,,,,,,,,,,,,0.994170262,0.0,,,medium,high,58.80084305,61.09474926,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.0,12.896462999285717,26.475958376166666,12.323500545,-1.7050373628571427,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,102.237495,0.0,,-1
155,7/24/2025,7:43:29 PM,9,5,Connor Roark,,Right,Springfield lucky horseshoes 2025,Tyler Thompson,,Right,Normal cornbelters,,3,Bottom,2,2,2,Fastball,,InPlay,,GroundBall,Single,0.0,2.0,,79.9170757,-0.472042242,-3.732863311,1931.851816,196.0342277,12:30,5.567900486,2.629266387,6.000000192,-23.90676789,20.73327307,4.617129838,3.136013972,0.460189289,71.61961949,-4.996550671,-2.858495504,0.480876789,89.92590754,7.699251813,-9.835999109,728.8537027,-20.52332635,108.0684648,0.54197239,112.6219444,,-10.79360753,0.980792488,-3.765099314,11.37620436,-2.327449718,50.0,5.515527736,7.429711096,-115.9216994,-1.647710717,-5.016428991,25.88257988,-17.01696697,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,2a37ce83-74fc-46d1-901d-cf1d579e7820,80.16725018,5.569402107,2.632732773,-0.491289343,-3.773581206,71.82328983,3.135860528,-0.46281248,-4.997245408,-2.898051248,0.480647619,5.00012457,19.33688772,-30.89971923,44.47012295,1657.659103,-992.0774852,85.80674198,-0.824685905,-0.513537051,-0.237008133,-15.22342845,87.80529497,12.04766563,0.644429611,-0.325064443,2.942157854,-21.09090523,110.6294539,1.268053441,-22.27743748,-0.249426208,-0.833801909,-0.070296924,0.54756983,,,0.995570635,0.0,0.985337488,52.58550119,medium,high,49.97688935,-0.78158199,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.891,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,111.472725,0.6666666666666666,0.7506,-1
156,7/24/2025,7:44:12 PM,10,1,Connor Roark,,Right,Springfield lucky horseshoes 2025,Cole Jones,,Right,Normal cornbelters,,3,Bottom,2,0,0,Changeup,,BallCalled,,,,,,,73.65864313,1.972894009,-3.523652582,1555.983152,237.0465951,2:00,5.109206419,5.261582394,6.000000192,-39.4913291,13.12731243,15.08984275,3.656056721,-3.240073988,65.91804707,-5.511653829,-0.659800788,0.522085147,,,,,,,,,,,,-9.368661508,6.427735376,-4.98293275,50.0,5.247427813,6.175238336,-106.8031596,2.635588251,-10.58764563,22.10000763,-24.90998264,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,ad1e7d36-d184-4953-9d05-1f00ea750cad,73.87772627,5.106138303,5.27022169,2.007326608,-3.626625726,66.08477588,3.65961829,3.233362204,-5.456361958,-0.76152226,0.521857267,16.05854416,10.92839634,-24.87201921,38.84238085,1411.664968,-654.4353191,90.72495202,-0.493504561,-0.420592806,-0.761285058,,,,,,,,,,,,,,,,,0.9957023,0.0,,,medium,high,55.04185723,-14.36143839,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,114.71855,0.0,,-1
