PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel,TaggedPitchType2,GeneralPitchType,Vert Strike,Horz Strike,Strike?,Foul?,In Play?,Swing Strike?,Swing?,Ball Called?,First Pitch,In Strike Zone?,Chase?,In-zone take,In-zone whiff,In-zone/swing,LA<10,Ground Ball?,Fly Ball?,EV>90,EV>100,EV>105,Good Swing Decision,Stuff+
223,06/11/2025,8:38:58 PM,5,4,Zach Courson,,Right,Normal cornbelters,Wally Diaz,,Right,Rex baseball 2025,,7,Top,1,3,0,Fastball,,BallCalled,Walk,,Walk,0.0,0.0,,89.63663529264576,-0.4328668248945767,-3.245754509314365,,,,4.497303394401892,1.6253914952274915,6.000000192000004,,,,1.295532135595447,-1.3944232203078633,80.352115438558,-6.785164343200788,-3.245754509314345,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,2b5a524f-932f-406c-9245-537f5fa59047,89.87983268916788,4.491605414217784,1.625391495227489,-0.3657576683660054,-3.2457545093143554,80.54040049086426,1.3007616345818696,-1.394423220307866,-6.706230507634712,-3.2457545093143576,0.4291040995656924,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Other,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,
224,06/11/2025,8:42:18 PM,6,1,Rj Bergren,,Left,Normal cornbelters,Gabe Wright,,Right,Rex baseball 2025,,7,Top,1,0,0,Fastball,,StrikeCalled,,,,,,,90.0534961981748,0.5178566238280251,-0.1387200641452959,,,,4.594046234503292,-0.1749802400322432,6.000000192000004,,,,2.311766376232469,-0.3039060419817296,80.59316398778755,-5.775405866043531,-0.1387200641453009,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,bf2285b5-75f6-434d-baf4-dc5dc775ea05,90.3012301436814,4.588383755667259,-0.1749802400322428,0.5842303382156196,-0.1387200641452983,80.78419359279626,2.31688397263418,-0.3039060419817291,-5.6974659626009485,-0.1387200641452983,0.4263763485831671,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Other,Other,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,-2,
225,06/11/2025,8:42:40 PM,6,2,Rj Bergren,,Left,Normal cornbelters,Gabe Wright,,Right,Rex baseball 2025,,7,Top,1,0,1,Changeup,,BallCalled,,,,,,,78.91345140011903,0.020590590457887,4.502360975059118,,,,4.929999976057319,-2.399163290387175,6.000000192000004,,,,1.3269550672149852,1.7939368376341442,70.94881371577137,-8.174809230190135,4.502360975059136,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,f797c3dd-90c1-4a01-ae73-f402e1e6976d,79.12676728164196,4.922640690085913,-2.3991632903871736,0.1074110751147717,4.5023609750591245,71.10671902241653,1.3337790817138322,1.7939368376341416,-8.073033016884672,4.502360975059124,0.4881853113349516,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Changeup,Offspeed,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,
226,06/11/2025,8:43:43 PM,6,3,Rj Bergren,,Left,Normal cornbelters,Gabe Wright,,Right,Rex baseball 2025,,7,Top,1,1,1,Fastball,,InPlay,,GroundBall,Out,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,7d68b5bf-703e-412f-8b3b-81732c05f1fc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nolan Mccrossin,,Normal cornbelters,2019-02,Other,Other,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,-2,
227,06/11/2025,8:43:57 PM,7,1,Rj Bergren,,Left,Normal cornbelters,Bryson Carpenter,,Right,Rex baseball 2025,,7,Top,2,0,0,Fastball,,StrikeSwinging,,,,,,,88.2271627757448,-1.3512963494670984,2.052892446914837,2164.1125167308574,137.88844202892815,10:30,5.2579203965554,-1.0981953435144638,6.000000192000004,-20.58165185066484,15.964569522657968,-11.81349785569602,2.285856754763114,-0.173891421571956,79.07515143663363,-5.248894733980267,-0.1912106248231306,0.4351036862668616,,,,,,,,,,,,7.089240984605607,9.096536630826538,0.9377436927607616,50.00000000000002,5.135847888893795,-4.215763431855333,-128.13153163155025,-3.681453857681992,11.53633548381124,31.695681309725373,-17.371238037926908,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,c71afe61-5ed8-4d78-834b-f9fd43bc26be,88.47846013015935,5.259180023913865,-1.1049798214016802,-1.3673272501726956,2.1327200034001783,79.27551049534249,2.28567892465949,-0.1688012527883989,-5.2505019998886535,-0.1136231400925769,0.4349165626551864,-12.562485780394478,14.831333310421474,30.449338983684644,84.05346852062385,1865.63289718985,1096.720966332901,86.20775873558111,-0.6395241411201824,0.5067763149346898,0.5780887817158443,,,,,,,,,,,,,,,,,0.9387808698566332,0.0,,,medium,high,14.351878331438508,-24.74130672930359,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Other,Other,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,-1,102.68680445151034
228,06/11/2025,8:44:15 PM,7,2,Rj Bergren,,Left,Normal cornbelters,Bryson Carpenter,,Right,Rex baseball 2025,,7,Top,2,0,1,Fastball,,BallCalled,,,,,,,87.06352818694617,3.316049691379701,-2.048994468445652,,,,4.536032837772237,-0.4958248736672349,6.000000192000004,,,,4.653421970090583,-2.400959597803885,77.53990600428267,-3.4558614922279967,-2.0489944684456867,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,4f732190-1305-43df-9b1c-5ed9e54b8d0e,87.31429000691628,4.529940996865403,-0.4958248736672278,3.387086187481737,-2.048994468445674,77.73071183898858,4.658883382996454,-2.400959597803884,-3.3717822453276245,-2.048994468445676,0.4420084099538765,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Other,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,
229,06/11/2025,8:44:31 PM,7,3,Rj Bergren,,Left,Normal cornbelters,Bryson Carpenter,,Right,Rex baseball 2025,,7,Top,2,1,1,Changeup,,BallCalled,,,,,,,78.22660464347862,0.1403795789621151,2.8546868471717977,,,,4.84103614193977,-1.810613306247308,6.000000192000004,,,,1.2996292803492364,0.8447121465924965,70.34858552166791,-8.182755238839365,2.8546868471717888,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,bd42541f-fbee-4c0f-995a-6c6b3fbf1497,78.43791587754546,4.833546279574977,-1.810613306247305,0.2285456051547255,2.8546868471717888,70.50397791439356,1.3065282930111464,0.8447121465924976,-8.079735934348452,2.8546868471717888,0.4915106743867044,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Changeup,Offspeed,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,
230,06/11/2025,8:44:47 PM,7,4,Rj Bergren,,Left,Normal cornbelters,Bryson Carpenter,,Right,Rex baseball 2025,,7,Top,2,2,1,Fastball,,StrikeSwinging,,,,,,,88.39240785241151,-0.647454749295771,1.8757727694532984,2222.2569031108355,138.7186365440736,10:30,5.23426661146523,-0.9943013392678212,6.000000192000004,-19.292115685379866,17.11378027143129,-12.804756801004334,3.024501628766122,-0.3174100115682513,79.0981551275604,-4.30678047218889,-0.5576264719116572,0.4342675556723202,,,,,,,,,,,,7.5695369464226525,9.481225370283063,0.8488639177606855,50.00000000000005,5.170337682426833,-3.795908453476736,-128.40745081245478,-2.06876416323716,12.363597580322503,31.977738085914208,-16.688022385627733,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,4707a4d2-074a-4a2e-8eba-423d91e026d5,88.64431812501891,5.236040960071669,-1.0012306873397292,-0.669640757366474,1.9575450118135287,79.30056215622582,3.02391058611468,-0.3121206528468864,-4.314642001821128,-0.4773421771452287,0.4340796082406124,-13.57113699759148,16.021379222483148,23.165797765672867,73.24354000453981,2043.077072066716,874.2206935431451,91.93703343689498,-0.6908872897716225,0.3933931726432545,0.6065612619923044,,,,,,,,,,,,,,,,,0.9859732784711734,0.0,,,medium,high,24.08081399591419,42.49372157001076,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Other,Other,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,-1,79.86751457339693
231,06/11/2025,8:45:00 PM,7,5,Rj Bergren,,Left,Normal cornbelters,Bryson Carpenter,,Right,Rex baseball 2025,,7,Top,2,2,2,Fastball,,BallCalled,,,,,,,89.59088802930319,-0.5960507536996945,0.351141223915729,,,,4.283001251713638,0.4113237067022749,6.000000192000004,,,,0.936767560589582,0.7376762246701951,80.35129103769518,-6.940551188621188,0.351141223915743,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,add262c9-1ee2-4b03-99fc-a0751ffed78f,89.83425352572793,4.277213602195152,0.4113237067022739,-0.5286229336726043,0.3511412239157357,80.5371645523594,0.9418958001627646,0.7376762246701943,-6.862406217157604,0.3511412239157356,0.4286134036877459,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Other,Other,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,
232,06/11/2025,8:45:22 PM,7,6,Rj Bergren,,Left,Normal cornbelters,Bryson Carpenter,,Right,Rex baseball 2025,,7,Top,2,3,2,Fastball,,InPlay,,Popup,Out,1.0,0.0,,88.34544084097566,0.223953885554563,-0.4653526242379323,,,,4.54913993172148,-0.0926691762290401,6.000000192000004,,,,1.88559120488878,-0.5251744714809199,79.14071991083108,-6.310289083602662,-0.46535262423793,,69.31005462802132,48.814003186515485,24.337381544294093,,45.21240538689381,100.27880333914464,73.16444132245196,212.8891722637925,,24.302071011267905,4.233222744213829,,,,,,,,,,,,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,c1ca31ca-2f58-4609-8f76-c03908157ae2,88.58645368565807,4.543322873619349,-0.0926691762290401,0.2927726342303139,-0.4653526242379316,79.3264269174966,1.890925452135186,-0.5251744714809203,-6.2292915123683175,-0.4653526242379314,0.4346320109725767,,,,,,,,,,,18.80908514942546,41.58514481740651,52.1610747482861,0.5691146510581288,1.726172213310568,2.01347639202903,87.61396444625697,194.0247223968449,,,,,,,,,,0.0,,31.155846888767417,low,high,,,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Other,Other,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,-1,
233,06/11/2025,8:47:39 PM,1,1,Matt Cuzco,,Right,Rex baseball 2025,Caleb Royer,,Left,Normal cornbelters,,7,Bottom,0,0,0,Fastball,,StrikeCalled,,,,,,,84.3621455606782,1.4909790496345308,-1.29579335686845,,,,3.725319326211997,2.3059415268977976,6.000000192000004,,,,1.9587106743714304,1.1014340122086776,75.46422140296556,-5.690589140115988,-1.2957933568684776,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,f0a51764-1cc1-4f6e-9a92-7c7a1a910131,84.59534355572434,3.719011636834858,2.3059415268978056,1.566017188176512,-1.2957933568684714,75.6424517683411,1.964469932060196,1.1014340122086788,-5.601388956971831,-1.2957933568684712,0.4553999898266483,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Eli Riley,,Rex baseball 2025,2022-11,Other,Other,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,
234,06/11/2025,8:47:56 PM,1,2,Matt Cuzco,,Right,Rex baseball 2025,Caleb Royer,,Left,Normal cornbelters,,7,Bottom,0,0,1,Fastball,,BallCalled,,,,,,,84.16384351455504,1.212742623241074,-3.403512469250785,1756.8090883428356,242.01636459376311,2:00,4.44407843382483,3.3322179467446995,6.000000192000004,-28.88780886427396,11.383122973936317,16.77233157902542,3.166036406619517,1.562983480334878,75.19658532199429,-4.268582738033479,-0.2190864994817421,0.4567382272442245,,,,,,,,,,,,-10.240547357052463,5.743762531366563,-3.064361736174185,49.999999999999936,4.526341098955252,6.751324711879759,-122.0941258442061,1.7109898187349706,-15.120614972697474,28.92989085454843,-23.693133605313808,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,cf318ff7-a033-4723-9475-652dea2269e5,84.39690018460422,4.442294632019082,3.3408863570478085,1.2324338391837542,-3.505943564020067,75.3769663887825,3.1682279136473395,1.5562864994697327,-4.2344818663453605,-0.3202955336035017,0.4565505691166892,17.734496288412597,9.768005736385051,-16.733225109285684,13.306466723952065,1682.418230710731,-505.8132756820035,95.76556962701758,-0.4493505925630309,-0.2879159033490244,-0.8456881680394779,,,,,,,,,,,,,,,,,0.6567840114361925,0.0,,,medium,high,78.02417994844315,-19.27003739491461,54.667001749344,Eli Riley,,Rex baseball 2025,2022-11,Other,Other,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,79.86751457339693
235,06/11/2025,8:48:14 PM,1,3,Matt Cuzco,,Right,Rex baseball 2025,Caleb Royer,,Left,Normal cornbelters,,7,Bottom,0,1,1,Fastball,,InPlay,,LineDrive,Out,1.0,0.0,,86.1492375731204,1.5559551126229625,-1.5050713619559215,,,,3.7388183962455632,1.7518303757401048,6.000000192000004,,,,2.161492067991405,0.3527047450377059,77.01455123061487,-5.334320049871477,-1.5050713619558722,,95.79891798330272,16.981551972570553,-6.657973091236421,1228.093017687412,-14.693369604266342,109.01424167969338,28.839422270185224,310.7951755409909,,-9.483324648397351,3.3924513878638325,,,,,,,,,,,,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,226dc778-c5da-4953-b606-aefbfd48459e,86.38820555583598,3.732738950255973,1.7518303757400997,1.6280085149844157,-1.505071361955898,77.19872172923338,2.167141812401405,0.3527047450377037,-5.2484221348961695,-1.505071361955897,0.4460027623200016,,,,,,,,,,,-10.622853943148929,91.00407226027848,27.979394077072143,-0.290343026526666,0.8191451728249162,2.1206870668928874,-51.20678422136319,306.5477228577341,-23.21024100683969,67.9727126128714,1.0318544351767107,0.9600139677338296,0.043899670626587,0.2764886990002064,,,,0.0,0.95796748356839,55.67231863203536,low,high,,,54.667001749344,Eli Riley,,Rex baseball 2025,2022-11,Other,Other,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,-1,
236,06/11/2025,8:51:53 PM,2,1,Nick Heitman,,Right,Rex baseball 2025,Nolan Mccrossin,,Right,Normal cornbelters,,7,Bottom,1,0,0,Fastball,,BallCalled,,,,,,,88.45842756226955,-0.6860775079096803,-1.065012008624577,,,,4.8192237421901165,0.3484835450972074,6.000000192000004,,,,1.316005546587221,-0.6414458917810111,79.37301933894116,-7.193126967361895,-1.0650120086245811,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,448a6045-f6ea-47da-b2ce-2b039d72887b,88.6977692335648,4.813298147310085,0.3484835450972077,-0.6169917590859687,-1.065012008624579,79.55624514254428,1.3213594429286746,-0.6414458917810116,-7.11265615476996,-1.065012008624579,0.4341860566277516,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Eli Riley,,Rex baseball 2025,2022-11,Other,Other,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,
237,06/11/2025,8:52:04 PM,2,2,Nick Heitman,,Right,Rex baseball 2025,Nolan Mccrossin,,Right,Normal cornbelters,,7,Bottom,1,1,0,Fastball,,StrikeCalled,,,,,,,87.54130427003624,0.6426230016761699,-2.732676113403566,,,,4.646003198343284,1.6113557414657134,6.000000192000004,,,,2.312979764227473,-0.9303036446128872,78.36970801892791,-6.023144005957413,-2.732676113403594,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,9beac797-72d6-4c59-8e51-225f09256230,87.78435186672021,4.639884814947891,1.611355741465712,0.7134882417616406,-2.732676113403576,78.55331121984946,2.318374449275729,-0.9303036446128828,-5.940984981374677,-2.732676113403577,0.4391408277414856,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Eli Riley,,Rex baseball 2025,2022-11,Other,Other,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-2,
238,06/11/2025,8:52:16 PM,2,3,Nick Heitman,,Right,Rex baseball 2025,Nolan Mccrossin,,Right,Normal cornbelters,,7,Bottom,1,1,1,Curveball,,BallCalled,,,,,,,81.15349863684823,1.2923466380045951,-2.3683355921314164,2554.5990914069284,39.442275753430415,7:15,4.945667568037705,1.7846335202108925,6.000000192000004,-53.18927095933378,-9.630317836065643,-11.891064507611077,1.7155576233994363,-1.408659157737033,72.88799165182316,-8.761959906453763,-4.629510607122984,0.475018188599549,,,,,,,,,,,,5.57897223068593,-5.695265557987439,-1.584780466033038,49.999999999999964,5.020485749180962,5.217051375471411,-117.765424876457,1.1094813507206915,7.600472040442543,28.594928009162263,-39.93295299087622,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,b1c5ab8e-e00d-4f20-918d-a112775465cd,81.31532007799463,4.931561081395262,1.7839402663995894,1.4591418976096862,-2.360510419730923,72.98166949583764,1.7269329386587091,-1.407888438896348,-8.59326366231789,-4.617575226211445,0.4748774512788566,-11.960917610892055,-12.99900062060036,-44.44454079026646,28.540972803804177,1823.801230884668,-1788.7776798810626,71.3928552241135,0.551342052380346,-0.7002185532352574,0.4535591681160805,,,,,,,,,,,,,,,,,0.8836291249502909,0.0,,,medium,high,64.31312447657622,-11.243458200754114,54.667001749344,Eli Riley,,Rex baseball 2025,2022-11,Curveball,Breaking,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,136.91573926868045
239,06/11/2025,8:52:30 PM,2,4,Nick Heitman,,Right,Rex baseball 2025,Nolan Mccrossin,,Right,Normal cornbelters,,7,Bottom,1,2,1,Fastball,,Foul,,,,,,,88.48637384163524,0.6093072741791915,-2.596688975453643,,,,4.748616245606842,1.50511418468375,6.000000192000004,,,,2.44641495326287,-0.9098857959608474,79.19629869896069,-5.917330728119857,-2.596688975453628,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,5bd6bddb-4a1e-4792-b45f-48bfc28289d0,88.72772992862447,4.7429155492337,1.5051141846837457,0.6774589061805556,-2.596688975453633,79.38455595670948,2.4516662080770573,-0.9098857959608468,-5.836006827594607,-2.596688975453633,0.4344171588395643,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Eli Riley,,Rex baseball 2025,2022-11,Other,Other,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2,
240,06/11/2025,8:52:47 PM,2,5,Nick Heitman,,Right,Rex baseball 2025,Nolan Mccrossin,,Right,Normal cornbelters,,7,Bottom,1,2,2,Changeup,,BallCalled,,,,,,,80.57356045765418,1.267714605340284,-3.867077315898479,1306.639591401226,239.3512158455079,2:00,5.720438723584639,3.012197653174471,6.000000192000004,-34.103882459134496,9.88587467707388,11.32935458692641,4.059535714077756,0.3568060784006581,72.07354778867871,-5.195970275622931,-1.7186433211313366,0.4773614066431594,,,,,,,,,,,,-7.455552713175664,4.914372558528986,-2.7032804722261163,50.0,5.8042263291116525,7.567191378661263,-116.82271353608188,1.5991112471636977,-10.077626474017295,26.50089098080756,-25.5313212861258,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,1925cfe7-47b6-4438-b5e5-5a1c2bb0bd04,80.8054697028114,5.7174530703203645,3.0191311619849768,1.302145746785154,-3.950620494382445,72.25603780336357,4.062868236043336,0.3513365865670753,-5.143997222807664,-1.8020080071203672,0.477159146282798,12.116602768383798,7.990528075697516,-39.74323683325173,16.700521213302746,1004.697789075816,-835.3977342818988,76.89173018233659,-0.3919741292651671,-0.6393482485755904,-0.6615059327248237,,,,,,,,,,,,,,,,,0.7365360006883299,0.0,,,medium,high,105.03046909197248,-14.788004589571626,54.667001749344,Eli Riley,,Rex baseball 2025,2022-11,Changeup,Offspeed,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,91.27715951245364
241,06/11/2025,8:53:00 PM,2,6,Nick Heitman,,Right,Rex baseball 2025,Nolan Mccrossin,,Right,Normal cornbelters,,7,Bottom,1,3,2,Fastball,,BallCalled,Walk,,Walk,0.0,0.0,,87.41908190327308,-1.3118451672761788,-2.510366183770828,,,,4.94411095661908,1.546570046302096,6.000000192000004,,,,0.7835013116357347,-0.7880424980200231,78.55172972700751,-7.971027597503268,-2.5103661837707767,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,48b0c067-3280-438d-9ad1-7959f064ac8f,87.65316955209765,4.938041766084413,1.5465700463020906,-1.241002251934681,-2.510366183770802,78.73025138834836,0.7889274875131501,-0.7880424980200259,-7.888788301957144,-2.5103661837708025,0.4398213921729798,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Eli Riley,,Rex baseball 2025,2022-11,Other,Other,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,
242,06/11/2025,8:53:35 PM,3,1,Nick Heitman,,Right,Rex baseball 2025,Jackson Stanek,,Left,Normal cornbelters,,7,Bottom,1,0,0,Fastball,,StrikeCalled,,,,,,,88.11241595485657,1.194068228788444,-0.6141212491084399,,,,4.734748213423535,1.4331577519415375,6.000000192000004,,,,2.956919710971956,0.8623754898620777,78.79343871700796,-5.386002573027845,-0.6141212491084209,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,9d16661f-404a-4e8e-8175-011525d1f878,88.3576003833893,4.728789644821308,1.4331577519415353,1.2635082275839835,-0.614121249108431,78.9805009814335,2.962219630911318,0.8623754898620766,-5.304668775499725,-0.6141212491084314,0.4358595812786047,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Eli Riley,,Rex baseball 2025,2022-11,Other,Other,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,-2,
243,06/11/2025,8:53:49 PM,3,2,Nick Heitman,,Right,Rex baseball 2025,Jackson Stanek,,Left,Normal cornbelters,,7,Bottom,1,0,1,Curveball,,BallCalled,,,,,,,81.49093400332774,-0.2864007660678641,-1.872165492550984,,,,4.927657632228377,0.6941425917906983,6.000000192000004,,,,1.282891645650053,-1.0464556875727482,73.24865998831316,-7.949314399690545,-1.872165492551012,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,497f76f8-8941-46b7-ac2b-b834575c5431,81.71139768970559,4.920644476404649,0.6941425917907014,-0.2047840513862902,-1.8721654925509967,73.41217888719056,1.2892103440656173,-1.046455687572747,-7.8548282586638685,-1.872165492550996,0.4714680672171551,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Eli Riley,,Rex baseball 2025,2022-11,Curveball,Breaking,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,
244,06/11/2025,8:54:06 PM,3,3,Nick Heitman,,Right,Rex baseball 2025,Jackson Stanek,,Left,Normal cornbelters,,7,Bottom,1,1,1,Fastball,,InPlay,,GroundBall,Out,2.0,0.0,,86.92622609867968,0.0902412030474357,-1.9215983950808704,,,,4.8938083728322175,1.510426843347419,6.000000192000004,,,,2.0078481528846965,-0.2761644585749608,77.9147996330647,-6.66058021160632,-1.9215983950809148,,90.97671138474298,-8.856024743703378,4.347095297046787,,-8.039985787680568,-109.70578211036852,9.441040335331868,11.724460337975042,,5.806771185068492,0.0875345862492132,,,,,,,,,,,,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,dd8f4cf2-cbde-45f5-9c98-9c488fe2e288,87.16159610524923,4.887857446643136,1.5104268433474202,0.1610521336225655,-1.9215983950808904,78.09721930307903,2.013415384033059,-0.2761644585749565,-6.576439867237585,-1.9215983950808924,0.4419845557674646,,,,,,,,,,,6.813674570789758,89.6335112257561,-14.006052926090671,0.3180440621490842,0.3010186759229791,1.8903973356958328,1.1862090372577234,11.664299307574286,,,,,,,,,,0.0,,51.5836533500917,low,high,,,54.667001749344,Eli Riley,,Rex baseball 2025,2022-11,Other,Other,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,-1,
